Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nolan Arenado,25,3B,5.9,160,696,618,116,182,35,6,41,133,2,3,68,103,0.294,0.362,0.57,0.932,129,0.393,130,352,17,2,0,8,10,*5,"AS,MVP-5,GG,SS",Right,No,No,No,No,No,No,No,No,No
Carlos González*,30,RF,2.3,150,632,584,87,174,42,2,25,100,2,2,46,129,0.298,0.35,0.505,0.855,111,0.363,108,295,10,1,0,1,6,*9/H,AS,Left,No,No,No,No,No,No,No,No,No
Charlie Blackmon*,29,CF,4.6,143,641,578,111,187,35,5,29,82,17,9,43,102,0.324,0.381,0.552,0.933,130,0.4,135,319,2,13,3,4,4,*8/H,"MVP-26,SS",Left,No,No,No,No,No,No,No,No,No
Trevor Story,23,SS,4.3,97,415,372,67,101,21,4,27,72,8,5,35,130,0.272,0.341,0.567,0.909,122,0.38,121,211,5,5,2,1,2,6/H,ROY-4,Right,No,No,No,No,No,No,No,No,No
DJ LeMahieu,27,2B,5.3,146,635,552,104,192,32,8,11,66,11,7,66,80,0.348,0.416,0.495,0.911,128,0.404,138,273,19,3,8,6,2,*4/H,MVP-15,Right,No,No,No,No,No,No,No,No,No
Mark Reynolds,32,1B,1.3,118,441,393,61,111,24,0,14,53,1,2,42,112,0.282,0.356,0.45,0.806,101,0.36,106,177,6,4,0,2,1,*3/H4,0,Right,No,No,No,No,No,No,No,No,No
Nick Hundley,32,C,0.1,83,317,289,30,75,20,1,10,48,0,0,25,65,0.26,0.32,0.439,0.759,88,0.337,88,127,12,1,1,1,3,2/H,0,Right,No,No,No,No,No,No,No,No,No
Gerardo Parra*,29,LF,-2.4,102,381,368,45,93,27,3,7,39,6,4,9,73,0.253,0.271,0.399,0.671,65,0.293,58,147,16,1,1,2,1,7398/H,0,Left,No,No,No,No,No,No,No,No,No
Daniel Descalso*,29,SS,0.5,99,289,250,38,66,12,2,8,38,3,0,34,56,0.264,0.349,0.424,0.773,93,0.343,91,106,2,1,0,4,3,6H34/75D,0,Left,No,No,No,No,No,No,No,No,No
Ryan Raburn,35,LF,-0.7,113,256,223,30,49,10,2,9,30,0,0,28,80,0.22,0.309,0.404,0.712,77,0.313,71,90,6,2,0,3,0,H7/D39,0,Right,No,No,No,No,No,No,No,No,No
Tony Wolters*,24,C,0.9,71,230,205,27,53,15,2,3,30,4,1,21,53,0.259,0.327,0.395,0.723,81,0.335,85,81,1,0,4,0,2,2/H46,0,Left,No,No,No,No,No,No,No,No,No
David Dahl*,22,LF,1.0,63,237,222,42,70,12,4,7,24,5,0,15,59,0.315,0.359,0.5,0.859,113,0.379,115,111,3,0,0,0,0,7/8H9,0,Left,No,No,No,No,No,No,No,No,No
Cristhian Adames#,24,SS,-0.8,121,256,225,25,49,7,3,2,17,2,3,24,47,0.218,0.304,0.302,0.607,53,0.277,48,68,5,4,3,0,0,H645,0,Both,No,No,No,No,No,No,No,No,No
Tom Murphy,25,C,0.6,21,49,44,8,12,2,0,5,13,1,0,4,19,0.273,0.347,0.659,1.006,144,0.425,149,29,2,1,0,0,0,2H,0,Right,No,No,No,No,No,No,No,No,No
Ben Paulsen*,28,1B,-1.2,39,97,92,8,20,5,0,1,11,0,0,5,27,0.217,0.258,0.304,0.562,41,0.251,25,28,2,0,0,0,1,3H/7,0,Left,No,No,No,No,No,No,No,No,No
Brandon Barnes,30,OF,0.0,48,109,100,10,22,6,2,0,8,1,2,3,30,0.22,0.25,0.32,0.57,42,0.256,32,32,0,1,5,0,0,78H/9,0,Right,No,No,No,No,No,No,No,No,No
Dustin Garneau,28,C,0.1,24,75,68,7,16,6,0,1,6,0,0,6,22,0.235,0.293,0.368,0.661,65,0.301,63,25,1,0,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Stephen Cardullo,28,UT,-0.3,27,59,56,5,12,3,1,2,6,0,0,3,12,0.214,0.254,0.411,0.665,63,0.285,51,23,2,0,0,0,0,3H/97,0,Right,No,No,No,No,No,No,No,No,No
