Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Gregory Polanco*,26,RF,2.2,130,535,461,75,117,32,6,23,81,12,2,61,117,0.254,0.34,0.499,0.839,128,0.36,124,230,11,3,0,7,5,*9/H,0,Left,No,No,No,No,No,No,No,
Starling Marte,29,CF,4.0,145,606,559,81,155,32,5,20,72,33,14,35,109,0.277,0.327,0.46,0.787,114,0.352,119,257,11,8,1,3,2,*8/H,0,Right,No,Yes,No,No,No,No,No,
Josh Bell#,25,1B,0.7,148,583,501,74,131,31,4,12,62,2,5,77,104,0.261,0.357,0.411,0.768,111,0.339,113,206,12,0,0,5,2,*3H/D,0,Both,No,No,No,No,No,No,No,
Colin Moran*,25,3B,0.8,144,465,415,49,115,19,1,11,58,0,2,39,82,0.277,0.34,0.407,0.747,105,0.331,106,169,6,4,0,7,4,*5H/D,0,Left,No,No,No,No,No,No,No,
Francisco Cervelli,32,C,2.9,104,404,332,39,86,15,3,12,57,2,3,51,84,0.259,0.378,0.431,0.809,123,0.359,127,143,7,15,2,4,1,2/3HD,0,Right,No,No,No,No,No,No,No,
Corey Dickerson*,29,LF,3.6,135,533,504,65,151,35,7,13,55,8,3,21,80,0.3,0.33,0.474,0.804,119,0.35,118,239,14,4,0,4,4,*7H/D,GG,Left,No,No,No,No,No,No,No,
David Freese,35,3B,1.4,94,265,241,29,68,10,1,9,42,0,0,18,56,0.282,0.336,0.444,0.78,113,0.343,114,107,10,3,0,3,1,5H3/D,0,Right,No,No,No,No,No,No,No,
Jordy Mercer,31,SS,0.5,117,436,394,43,99,29,2,6,39,2,0,32,87,0.251,0.315,0.381,0.696,91,0.304,84,150,12,6,1,3,9,*6,0,Right,No,No,No,No,No,No,No,
Josh Harrison,30,2B,0.5,97,374,344,41,86,13,1,8,37,3,0,18,68,0.25,0.293,0.363,0.656,80,0.297,79,125,8,5,2,5,1,4H/5,0,Right,No,No,No,No,No,No,No,
Adam Frazier*,26,2B,2.7,113,352,318,52,88,23,2,10,35,1,3,29,53,0.277,0.342,0.456,0.798,118,0.351,122,145,3,3,1,1,2,4H79/8D,0,Left,No,No,No,No,No,No,No,
Elias Díaz,27,C,1.7,82,277,252,33,72,12,0,10,34,0,1,21,40,0.286,0.339,0.452,0.792,116,0.346,117,114,4,1,0,3,1,2H/D,0,Right,No,No,No,No,No,No,No,
Sean Rodríguez,33,UT,-0.5,66,173,150,21,25,5,1,5,19,1,0,22,60,0.167,0.277,0.313,0.591,63,0.266,56,47,1,1,0,0,1,46H/78935,0,Right,No,No,No,No,No,No,No,
Austin Meadows*,23,OF,-0.2,49,165,154,16,45,8,2,5,13,4,1,8,35,0.292,0.327,0.468,0.795,116,0.348,115,72,1,1,0,2,2,897H,0,Left,No,No,No,No,No,No,No,
José Osuna,25,UT,0.1,51,111,106,14,24,9,0,3,11,0,0,3,22,0.226,0.252,0.396,0.648,75,0.293,77,42,2,1,0,1,0,H3/59,0,Right,No,No,No,No,No,No,No,
Max Moroff#,25,MI,0.0,26,67,59,7,11,1,0,3,9,0,0,7,24,0.186,0.284,0.356,0.64,75,0.28,67,21,0,1,0,0,1,4/6H,0,Both,No,No,No,No,No,No,No,
Jordan Luplow,24,OF,0.1,37,103,92,16,17,1,3,3,7,2,2,10,18,0.185,0.272,0.359,0.631,72,0.284,74,33,7,1,0,0,0,79H/8,0,Right,No,No,No,No,No,No,No,
Pablo Reyes,24,UT,0.3,18,63,58,9,17,2,0,3,7,0,1,5,11,0.293,0.349,0.483,0.832,127,0.364,135,28,2,0,0,0,0,/97H54,0,Right,No,No,No,No,No,No,No,
Kevin Newman,24,SS,-1.1,31,97,91,7,19,2,0,0,6,0,1,4,23,0.209,0.247,0.231,0.478,33,0.215,23,21,2,1,0,1,1,6/4H,0,Right,No,No,No,No,No,No,No,
