Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
José Ramírez#,28,3B,6.8,152,636,552,111,147,32,5,36,103,27,4,72,87,0.266,0.355,0.538,0.893,142,0.378,137,297,13,7,0,5,10,*5D/H,"AS,MVP-6",Both,No,Yes,No,No,No,No,No
Franmil Reyes,25,DH,1.7,115,466,418,57,106,18,2,30,85,4,1,43,149,0.254,0.324,0.522,0.846,128,0.355,124,218,13,2,0,3,3,D9/H,0,Right,No,No,No,No,No,No,No
Amed Rosario,25,SS,2.0,141,588,550,77,155,25,6,11,57,13,0,31,120,0.282,0.321,0.409,0.731,100,0.324,99,225,12,3,0,4,0,*68/HD,0,Right,No,No,No,No,No,No,No
César Hernández#,31,2B,1.2,96,420,376,60,87,17,2,18,47,0,0,38,90,0.231,0.307,0.431,0.738,101,0.324,103,162,6,4,0,2,0,4/D,0,Both,No,No,No,No,No,No,No
Eddie Rosario*,29,LF,0.6,78,306,283,29,72,15,1,7,46,9,2,17,47,0.254,0.296,0.389,0.685,87,0.303,85,110,3,1,2,3,0,7/D,0,Left,No,No,No,No,No,No,No
Bobby Bradley*,25,1B,0.4,74,279,245,36,51,10,0,16,41,0,0,25,99,0.208,0.294,0.445,0.739,100,0.316,97,109,3,6,0,3,1,3/DH,0,Left,No,No,No,No,No,No,No
Harold Ramírez,26,OF,0.1,99,361,339,33,91,21,1,7,41,3,1,14,56,0.268,0.305,0.398,0.703,92,0.32,99,135,10,5,0,3,1,798/HD3,0,Right,No,No,No,No,No,No,No
Yu Chang,25,1B,0.3,89,251,237,32,54,14,3,9,39,1,0,11,69,0.228,0.267,0.426,0.693,87,0.301,86,101,4,2,0,1,0,35H/46,0,Right,No,No,No,No,No,No,No
Bradley Zimmer*,28,OF,1.2,99,348,299,44,68,9,1,8,35,15,3,30,122,0.227,0.325,0.344,0.669,85,0.311,89,103,3,15,0,4,0,89/H7D,0,Left,No,No,No,No,No,No,No
Austin Hedges,28,C,0.0,88,312,286,32,51,7,0,10,31,1,0,15,87,0.178,0.22,0.308,0.527,43,0.233,36,88,7,1,7,3,1,2/H,0,Right,No,No,No,No,No,No,No
Josh Naylor*,24,RF,0.3,69,250,233,28,59,13,0,7,21,1,0,14,45,0.253,0.301,0.399,0.7,91,0.313,94,93,7,2,0,0,1,93/DH,0,Left,No,No,No,No,No,No,No
Jordan Luplow,27,CF,0.4,36,121,98,12,17,5,0,7,20,0,2,21,31,0.173,0.331,0.439,0.769,110,0.332,114,43,1,2,0,0,0,89/H7D,0,Right,No,No,No,No,No,No,No
Óscar Mercado,26,LF,0.9,72,238,214,27,48,11,1,6,19,7,1,21,42,0.224,0.3,0.369,0.669,83,0.316,94,79,1,2,1,0,0,79H/8,0,Right,No,No,No,No,No,No,No
Owen Miller,24,IF,-1.1,60,202,191,17,39,8,0,4,18,2,0,9,54,0.204,0.243,0.309,0.551,51,0.254,52,59,7,1,0,1,0,43/5HD6,0,Right,No,No,No,No,No,No,No
Roberto Pérez,32,C,-0.1,44,161,141,13,21,3,0,7,17,1,0,17,56,0.149,0.245,0.319,0.564,54,0.256,53,45,1,1,2,0,0,2/3H,0,Right,No,No,No,No,No,No,No
Andrés Giménez*,22,MI,0.9,68,210,188,23,41,10,0,5,16,11,0,11,54,0.218,0.282,0.351,0.633,74,0.287,67,66,1,7,1,3,0,64/HD,0,Left,No,No,No,No,No,No,No
Myles Straw,26,CF,1.8,60,268,239,42,68,16,0,2,14,13,1,29,50,0.285,0.362,0.377,0.739,105,0.346,111,90,6,0,0,0,0,8/H,0,Right,No,No,No,No,No,No,No
Ernie Clement,25,IF,0.0,40,133,121,16,28,4,0,3,9,0,1,7,19,0.231,0.285,0.339,0.623,71,0.278,72,41,3,2,3,0,0,45/H76,0,Right,No,No,No,No,No,No,No
René Rivera,37,C,-0.1,21,63,55,6,13,3,0,2,9,0,0,4,24,0.236,0.3,0.4,0.7,91,0.303,87,22,2,1,3,0,0,2/H,0,Right,No,No,No,No,No,No,No
Wilson Ramos,33,C,0.0,9,35,31,3,7,0,0,2,7,0,0,3,7,0.226,0.286,0.419,0.705,91,0.297,84,13,1,0,0,1,0,/2,0,Right,No,No,No,No,No,No,No
Jake Bauers*,25,1B,-0.1,43,113,100,7,19,3,0,2,6,0,1,12,27,0.19,0.277,0.28,0.557,55,0.262,61,28,0,0,0,0,1,3H,0,Left,No,No,No,No,No,No,No
Daniel Johnson*,25,OF,-0.2,30,81,77,9,17,0,0,4,5,1,0,4,27,0.221,0.259,0.377,0.636,73,0.276,66,29,0,0,0,0,0,9/7HD,0,Left,No,No,No,No,No,No,No
Ryan Lavarnway,33,C,0.0,9,30,28,2,7,3,0,0,0,0,0,1,10,0.25,0.276,0.357,0.633,73,0.274,66,10,0,0,1,0,0,/2H,0,Right,No,No,No,No,No,No,No
Ben Gamel*,29,OF,-0.3,11,17,14,1,1,1,0,0,0,0,0,3,6,0.071,0.235,0.143,0.378,9,0.195,11,2,1,0,0,0,0,/8H7,0,Left,No,No,No,No,No,No,No
Shane Bieber,26,P,-0.1,2,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No
Triston McKenzie,23,P,0.1,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,178,0.446,188,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Cal Quantrill*,26,P,0.0,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,178,0.398,154,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Eli Morgan,25,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Aaron Civale,26,P,0.0,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,58,0.346,117,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Sam Hentges*,24,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
J.C. Mejía,24,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
