Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Nick Markakis*,33,RF,0.8,160,670,593,76,163,39,1,8,76,0,2,68,110,0.275,0.354,0.384,0.738,94,0.33,96,228,16,6,0,3,8,*9/HD,0,Left,No,No,No,No,No,No,No
Freddie Freeman*,27,1B,4.7,117,514,440,84,135,35,2,28,71,8,5,65,95,0.307,0.403,0.586,0.989,155,0.414,159,258,9,7,0,2,14,35/H,0,Left,No,No,No,No,No,No,No
Matt Kemp,32,LF,-1.3,115,467,438,47,121,23,1,19,64,0,2,27,99,0.276,0.318,0.463,0.781,101,0.336,101,203,25,0,0,1,5,7/HD,0,Right,No,No,No,No,No,No,No
Matt Adams*,28,1B,0.4,100,314,291,42,79,20,1,19,58,0,0,19,71,0.271,0.315,0.543,0.858,119,0.351,111,158,5,1,0,3,5,3H7,0,Left,No,No,No,No,No,No,No
Ender Inciarte*,26,CF,2.7,157,718,662,93,201,27,5,11,57,22,9,49,94,0.304,0.35,0.409,0.759,98,0.332,96,271,8,0,3,4,3,*8/H,"AS,GG",Left,No,No,No,No,No,No,No
Brandon Phillips,36,2B,1.0,120,499,470,68,137,27,1,11,52,10,8,19,57,0.291,0.329,0.423,0.753,96,0.329,97,199,19,8,1,1,1,45/HD,0,Right,No,No,No,No,No,No,No
Dansby Swanson,23,SS,-0.1,144,551,488,59,113,23,2,6,51,3,3,59,120,0.232,0.312,0.324,0.636,68,0.285,63,158,7,0,0,4,10,*6/H,0,Right,No,No,No,No,No,No,No
Kurt Suzuki,33,C,2.6,81,309,276,38,78,13,0,19,50,0,0,17,39,0.283,0.351,0.536,0.887,128,0.374,127,148,5,13,1,2,2,2/H,0,Right,No,No,No,No,No,No,No
Tyler Flowers,31,C,2.0,99,370,317,41,89,16,0,12,49,0,1,31,82,0.281,0.378,0.445,0.823,115,0.373,127,141,6,20,0,2,1,2H/D,0,Right,No,No,No,No,No,No,No
Ozzie Albies#,20,2B,1.3,57,244,217,34,62,9,5,6,28,8,1,21,36,0.286,0.354,0.456,0.81,110,0.353,108,99,3,3,1,2,0,4,0,Both,No,No,No,No,No,No,No
Johan Camargo#,23,IF,1.3,82,256,241,30,72,21,2,4,27,0,0,12,51,0.299,0.331,0.452,0.783,103,0.338,101,109,5,0,2,1,2,56H/47,0,Both,No,No,No,No,No,No,No
Danny Santana#,26,LF,-0.1,69,152,143,16,29,9,2,3,22,6,0,7,33,0.203,0.245,0.357,0.602,55,0.282,54,51,2,1,1,0,1,H7/4958D,0,Both,No,No,No,No,No,No,No
Lane Adams,27,OF,0.3,85,122,109,19,30,4,1,5,20,10,0,10,37,0.275,0.339,0.468,0.807,109,0.37,110,51,3,1,1,1,0,H78/9,0,Right,No,No,No,No,No,No,No
Adonis García,32,3B,-0.4,52,183,173,19,41,4,0,5,19,4,0,7,23,0.237,0.273,0.347,0.62,61,0.298,69,60,9,2,0,1,0,5H/7,0,Right,No,No,No,No,No,No,No
Rio Ruiz*,23,3B,-0.3,53,173,150,22,29,5,0,4,19,1,0,19,41,0.193,0.283,0.307,0.59,55,0.269,50,46,4,1,0,3,1,5H/3,0,Left,No,No,No,No,No,No,No
Jace Peterson*,27,UT,-1.0,89,215,186,15,40,9,2,2,17,3,0,27,48,0.215,0.318,0.317,0.635,68,0.288,62,59,4,1,1,0,3,H745/369,0,Left,No,No,No,No,No,No,No
