Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Ian Happ#,27,LF,4.2,158,641,573,72,155,42,2,17,72,9,4,58,149,0.271,0.342,0.44,0.781,117,0.345,117,252,11,6,0,4,4,*7D/H8,"AS,GG",Both,No,No,No,No,No,No,No
Patrick Wisdom,30,3B,0.7,134,534,469,67,97,28,0,25,66,8,4,53,183,0.207,0.298,0.426,0.725,100,0.316,97,200,8,9,1,2,1,53/97HD8,0,Right,No,No,No,No,No,No,No
Willson Contreras,30,C,3.8,113,487,416,65,101,23,2,22,55,4,2,45,103,0.243,0.349,0.466,0.815,126,0.368,134,194,14,24,0,2,0,2D/H,AS,Right,No,No,No,No,No,No,No
Nico Hoerner,25,SS,4.2,135,517,481,60,135,22,5,10,55,20,2,28,57,0.281,0.327,0.41,0.736,105,0.334,104,197,11,6,0,2,4,*6/H5D,0,Right,No,No,No,No,No,No,No
Christopher Morel,23,CF,1.1,113,425,379,55,89,19,4,16,47,10,7,38,137,0.235,0.308,0.433,0.741,104,0.327,106,164,6,3,3,2,0,8456/HD7,0,Right,No,No,No,No,No,No,No
Seiya Suzuki,27,RF,1.8,111,446,397,54,104,22,2,14,46,9,5,42,110,0.262,0.336,0.433,0.77,113,0.35,121,172,8,4,0,3,3,9/HD,0,Right,No,No,No,No,No,No,No
Frank Schwindel,30,1B,-1.1,75,292,271,23,62,11,0,8,36,0,0,19,58,0.229,0.277,0.358,0.635,76,0.28,71,97,12,0,0,2,1,3D/H1,0,Right,No,No,No,No,No,No,No
Rafael Ortega*,31,CF,0.2,118,371,316,35,76,14,1,7,35,12,7,44,74,0.241,0.331,0.358,0.688,93,0.304,89,113,10,2,1,7,2,8HD97,0,Left,No,No,No,No,No,No,No
Yan Gomes,34,C,0.7,86,293,277,23,65,12,0,8,31,2,0,8,47,0.235,0.26,0.365,0.625,72,0.282,71,101,15,3,1,4,0,2/DH,0,Right,No,No,No,No,No,No,No
P.J. Higgins,29,UT,0.0,74,229,201,23,46,11,1,6,30,0,0,22,58,0.229,0.31,0.383,0.693,93,0.309,91,77,2,2,3,1,0,32H/5D,0,Right,No,No,No,No,No,No,No
Nelson Velázquez,23,OF,-0.6,77,206,185,20,38,7,3,6,26,5,2,19,65,0.205,0.286,0.373,0.659,83,0.296,81,69,5,2,0,0,0,89H7/D,0,Right,No,No,No,No,No,No,No
Alfonso Rivas III*,25,1B,0.4,101,287,251,27,59,5,2,3,25,6,1,29,87,0.235,0.322,0.307,0.628,77,0.288,73,77,1,4,1,2,1,3H/D79,0,Left,No,No,No,No,No,No,No
Franmil Reyes,26,DH,-0.1,48,193,175,19,41,8,2,5,19,0,1,16,53,0.234,0.301,0.389,0.689,91,0.309,93,68,4,1,0,1,0,D/19H,0,Right,No,No,No,No,No,No,No
Jonathan Villar#,31,2B,-0.6,46,166,153,19,34,6,2,2,15,6,0,11,42,0.222,0.271,0.327,0.598,66,0.288,70,50,3,0,0,2,0,45/H6D,0,Both,No,No,No,No,No,No,No
Zach McKinstry*,27,IF,0.5,47,171,155,17,32,6,3,4,12,7,0,13,48,0.206,0.272,0.361,0.633,75,0.29,70,56,0,1,2,0,0,54/6HD,0,Left,No,No,No,No,No,No,No
David Bote,29,IF,0.8,41,127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431,0.746,106,0.326,102,50,3,4,0,1,0,45/3HD,0,Right,No,No,No,No,No,No,No
Jason Heyward*,32,OF,-0.7,48,151,137,15,28,5,1,1,10,1,0,11,32,0.204,0.278,0.277,0.556,56,0.259,54,38,3,3,0,0,0,89/H,0,Left,No,No,No,No,No,No,No
Nick Madrigal,25,2B,0.6,59,228,209,19,52,7,0,0,7,3,1,14,27,0.249,0.305,0.282,0.588,66,0.275,66,59,6,3,2,0,0,4/H,0,Right,No,No,No,No,No,No,No
Andrelton Simmons,32,MI,-0.1,34,85,75,8,13,1,0,0,7,4,0,7,13,0.173,0.244,0.187,0.431,23,0.215,12,14,5,0,3,0,0,46/DH1,0,Right,No,No,No,No,No,No,No
Michael Hermosillo,27,CF,-0.6,31,73,61,7,7,2,0,0,4,1,0,7,27,0.115,0.25,0.148,0.398,15,0.221,25,9,0,4,1,0,0,8/H97,0,Right,No,No,No,No,No,No,No
Ildemaro Vargas#,30,MI,-0.1,10,26,23,4,3,0,1,1,4,0,0,3,2,0.13,0.231,0.348,0.579,59,0.289,77,8,1,0,0,0,0,/64H,0,Both,No,No,No,No,No,No,No
Esteban Quiroz*,30,2B,0.3,14,47,40,3,11,0,0,0,3,1,1,4,9,0.275,0.37,0.275,0.645,85,0.297,87,11,0,2,1,0,0,4/H,0,Left,No,No,No,No,No,No,No
Narciso Crook,26,OF,-0.2,4,9,8,1,2,1,0,0,2,0,0,0,3,0.25,0.222,0.375,0.597,63,0.239,41,3,1,0,0,1,0,/9H8,0,Right,No,No,No,No,No,No,No
Clint Frazier,27,OF,0.1,19,45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297,0.653,86,0.331,103,11,1,1,0,0,0,/DH79,0,Right,No,No,No,No,No,No,No
Jared Young*,26,UT,0.1,6,22,19,2,5,2,0,0,0,1,0,3,7,0.263,0.364,0.368,0.732,106,0.338,104,7,0,0,0,0,0,/D39H,0,Left,No,No,No,No,No,No,No
David Robertson,37,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Daniel Norris*,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Alec Mills,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Brandon Hughes#,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No
