Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Maikel Franco,24,3B,0.0,154,623,575,66,132,29,1,24,76,0,0,41,95,0.23,0.281,0.409,0.69,79,0.298,74,235,21,2,0,5,3,*5/H3D,0,Right,No,No,No,No,No,No,No
Tommy Joseph,25,1B,-1.1,142,533,495,51,119,27,1,22,69,1,0,33,129,0.24,0.289,0.432,0.721,87,0.316,87,214,21,2,0,3,1,*3H/D,0,Right,No,No,No,No,No,No,No
Aaron Altherr,26,LF,1.7,107,412,372,58,101,24,5,19,65,5,4,32,104,0.272,0.34,0.516,0.856,122,0.366,125,192,12,7,0,1,2,798/H,0,Right,No,No,No,No,No,No,No
Freddy Galvis#,27,SS,2.1,162,663,608,71,155,29,6,12,61,14,5,45,111,0.255,0.309,0.382,0.69,81,0.313,84,232,12,4,2,4,2,*6/H78,0,Both,No,No,No,No,No,No,No
Odúbel Herrera*,25,CF,2.7,138,563,526,67,148,42,3,14,56,8,5,31,126,0.281,0.325,0.452,0.778,103,0.333,101,238,13,4,0,2,4,*8/H,0,Left,No,No,No,No,No,No,No
Nick Williams*,23,RF,0.2,83,343,313,45,90,14,4,12,55,1,2,20,97,0.288,0.338,0.473,0.811,111,0.355,117,148,8,6,0,4,0,987/HD,0,Left,No,No,No,No,No,No,No
Rhys Hoskins,24,UT,2.2,50,212,170,37,44,7,0,18,48,2,0,37,46,0.259,0.396,0.618,1.014,162,0.43,168,105,2,3,0,2,1,73,ROY-4,Right,No,No,No,No,No,No,No
César Hernández#,27,2B,2.8,128,577,511,85,150,26,6,9,34,15,5,61,104,0.294,0.373,0.421,0.793,110,0.36,117,215,8,4,0,1,1,*4/H6,0,Both,No,No,No,No,No,No,No
Cameron Rupp,28,C,1.0,88,331,295,35,64,17,0,14,34,1,0,34,114,0.217,0.299,0.417,0.716,87,0.317,87,123,5,1,0,1,3,2/H,0,Right,No,No,No,No,No,No,No
Daniel Nava#,34,LF,1.3,80,214,183,21,55,8,1,4,21,1,0,26,38,0.301,0.393,0.421,0.813,116,0.36,118,77,2,3,0,2,0,7H/93D,0,Both,No,No,No,No,No,No,No
