Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Aaron Judge,29,RF,6.1,148,633,550,89,158,24,0,39,98,6,1,75,158,0.287,0.373,0.544,0.916,149,0.392,150,299,16,3,0,5,2,*98D/H,"AS,MVP-4,SS",Right,No,No,No,No,No,No,No,No,No
Giancarlo Stanton,31,DH,3.1,139,579,510,64,139,19,0,35,97,0,0,63,157,0.273,0.354,0.516,0.87,136,0.376,139,263,22,3,0,3,1,D97/H,0,Right,No,No,No,No,No,No,No,No,No
DJ LeMahieu,32,2B,1.5,150,679,597,84,160,24,1,10,57,4,2,73,94,0.268,0.349,0.362,0.711,97,0.317,98,216,16,4,0,5,2,435/HD,0,Right,No,No,No,No,No,No,No,No,No
Gary Sánchez,28,C,0.7,117,440,383,54,78,13,1,23,54,0,0,52,121,0.204,0.307,0.423,0.73,99,0.315,96,162,14,5,0,0,3,*2H/D,0,Right,No,No,No,No,No,No,No,No,No
Gleyber Torres,24,SS,0.8,127,516,459,50,119,22,0,9,51,14,6,50,104,0.259,0.331,0.366,0.697,93,0.312,94,168,12,1,2,4,1,64/H,0,Right,No,No,No,No,No,No,No,No,No
Gio Urshela,29,3B,0.6,116,442,420,42,112,18,2,14,49,1,0,20,109,0.267,0.301,0.419,0.72,96,0.313,95,176,16,1,0,1,0,56/H,0,Right,No,No,No,No,No,No,No,No,No
Brett Gardner*,37,CF,1.0,140,461,387,47,86,16,4,10,39,4,0,60,100,0.222,0.327,0.362,0.689,90,0.309,90,140,3,3,5,6,0,*87/H,0,Left,No,No,No,No,No,No,No,No,No
Rougned Odor*,27,IF,0.3,102,361,322,42,65,12,0,15,39,0,1,27,100,0.202,0.286,0.379,0.665,82,0.29,80,122,3,11,1,0,2,45/H,0,Left,No,No,No,No,No,No,No,No,No
Luke Voit,30,1B,0.3,68,241,213,26,51,7,1,11,35,0,0,21,74,0.239,0.328,0.437,0.764,109,0.335,110,93,12,7,0,0,0,3DH,0,Right,No,No,No,No,No,No,No,No,No
Kyle Higashioka,31,C,0.4,67,211,193,20,35,10,0,10,29,0,0,17,59,0.181,0.246,0.389,0.635,71,0.271,65,75,4,0,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Joey Gallo*,27,LF,0.5,58,228,188,33,30,7,0,13,22,0,0,37,88,0.16,0.303,0.404,0.707,93,0.304,88,76,3,2,0,1,1,7/9D,"AS,GG",Left,No,No,No,No,No,No,No,No,No
Anthony Rizzo*,31,1B,0.5,49,200,173,32,43,7,0,8,21,2,0,16,28,0.249,0.34,0.428,0.768,110,0.354,122,74,5,9,0,2,0,3/H,0,Left,No,No,No,No,No,No,No,No,No
Clint Frazier,26,OF,-1.4,66,218,183,20,34,9,0,5,15,2,0,32,65,0.186,0.317,0.317,0.633,76,0.29,77,58,8,3,0,0,0,79/H,0,Right,No,No,No,No,No,No,No,No,No
Aaron Hicks#,31,CF,-0.3,32,126,108,13,21,3,0,4,14,0,0,14,30,0.194,0.294,0.333,0.627,73,0.277,70,36,3,2,0,2,0,8/H,0,Both,No,No,No,No,No,No,No,No,No
Miguel Andujar,26,LF,-0.3,45,162,154,19,39,2,0,6,12,0,1,7,28,0.253,0.284,0.383,0.667,82,0.289,80,59,8,0,0,1,0,7/5H3,0,Right,No,No,No,No,No,No,No,No,No
Andrew Velazquez#,26,SS,0.0,28,68,67,11,15,4,1,1,6,4,1,1,23,0.224,0.235,0.358,0.594,61,0.258,51,24,1,0,0,0,0,6/H,0,Both,No,No,No,No,No,No,No,No,No
