Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Manny Machado,29,3B,6.7,150,644,578,100,172,37,1,32,102,9,1,63,133,0.298,0.366,0.531,0.898,157,0.392,159,307,12,1,0,2,10,*5D/H,"AS,MVP-2",Right,No,No,No,No,No,No,No,No,No
Jake Cronenworth*,28,2B,3.9,158,684,587,88,140,30,4,17,88,3,0,70,131,0.239,0.332,0.39,0.722,109,0.326,112,229,2,16,0,8,3,*43/6HD,AS,Left,No,No,No,No,No,No,No,No,No
Ha-Seong Kim,26,SS,4.9,150,582,517,58,130,29,3,11,59,12,2,51,100,0.251,0.325,0.383,0.708,105,0.322,107,198,9,7,3,4,0,*65/H,0,Right,No,No,No,No,No,No,No,No,No
Jurickson Profar#,29,LF,3.0,152,658,575,82,140,36,2,15,58,5,1,73,103,0.243,0.331,0.391,0.723,109,0.326,112,225,12,4,3,3,0,*7/DH,0,Both,No,No,No,No,No,No,No,No,No
Trent Grisham*,25,CF,2.5,152,524,451,58,83,16,2,17,53,7,1,57,150,0.184,0.284,0.341,0.626,81,0.284,81,154,3,7,7,2,1,*8H,GG,Left,Yes,No,No,No,No,No,No,No,No
Luke Voit,31,DH,0.6,82,344,298,38,67,18,0,13,48,1,1,39,110,0.225,0.317,0.416,0.733,111,0.327,114,124,5,3,0,4,1,D3/H,0,Right,No,No,No,No,No,No,No,No,No
Wil Myers,31,UT,1.1,77,286,261,29,68,15,0,7,41,2,1,21,86,0.261,0.315,0.398,0.713,106,0.309,100,104,7,1,0,3,1,937/8H15,0,Right,No,No,No,No,No,No,No,No,No
Eric Hosmer*,32,1B,1.0,90,369,335,32,91,16,0,8,40,0,0,33,55,0.272,0.336,0.391,0.727,111,0.328,114,131,10,0,0,1,5,3/D,0,Left,No,No,No,No,No,No,No,No,No
Austin Nola,32,C,1.9,110,397,347,40,87,15,0,4,40,2,1,34,60,0.251,0.321,0.329,0.649,90,0.302,95,114,5,6,1,9,1,2/DH45,0,Right,No,No,No,No,No,No,No,No,No
Jorge Alfaro,29,C,0.8,82,274,256,25,63,14,0,7,40,1,0,11,98,0.246,0.285,0.383,0.667,92,0.291,87,98,5,4,0,3,0,2DH,0,Right,No,No,No,No,No,No,No,No,No
Brandon Drury,29,1B,0.5,46,183,168,25,40,9,0,8,28,0,1,9,42,0.238,0.29,0.435,0.724,107,0.314,106,73,2,4,0,2,0,3D/45H,SS,Right,No,No,No,No,No,No,No,No,No
Nomar Mazara*,27,RF,0.1,55,171,159,16,42,8,0,2,18,0,0,10,40,0.264,0.316,0.352,0.668,94,0.304,97,56,3,2,0,0,0,9H/7,0,Left,No,No,No,No,No,No,No,No,No
Juan Soto*,23,RF,1.8,52,228,182,31,43,8,1,6,16,0,0,44,34,0.236,0.388,0.39,0.778,127,0.355,134,71,1,1,0,0,2,9,"AS,SS",Left,No,No,No,No,No,No,No,No,No
Josh Bell#,29,DH,-0.5,53,210,177,26,34,5,0,3,14,0,0,32,41,0.192,0.316,0.271,0.587,73,0.289,86,48,3,0,0,0,0,D3/H,SS,Both,No,No,No,No,No,No,No,No,No
CJ Abrams*,21,SS,0.1,46,139,125,16,29,5,0,2,11,1,2,4,27,0.232,0.285,0.32,0.605,76,0.268,74,40,4,6,2,2,0,64/H9D,0,Left,No,No,No,No,No,No,No,No,No
José Azocar,26,OF,0.0,98,216,202,24,52,9,3,0,10,5,6,12,44,0.257,0.298,0.332,0.629,83,0.273,81,67,6,0,1,1,0,98H7/D,0,Right,No,No,No,No,No,No,No,No,No
Luis Campusano,23,C,-0.2,16,50,48,4,12,1,0,1,5,0,0,1,11,0.25,0.26,0.333,0.593,71,0.254,61,16,2,0,0,1,0,2/DH,0,Right,No,No,No,No,No,No,No,No,No
Sergio Alcántara#,25,IF,-0.2,22,38,35,3,4,0,0,0,3,0,2,2,12,0.114,0.158,0.114,0.272,-19,0.105,-27,4,0,0,0,1,0,/645HD,0,Both,No,No,No,No,No,No,No,No,No
Trayce Thompson,31,OF,-0.2,6,16,14,1,1,0,0,0,2,0,1,2,7,0.071,0.188,0.071,0.259,-20,0.112,-18,1,0,0,0,0,0,/9H7,0,Right,No,No,No,No,No,No,No,No,No
Esteury Ruiz,23,OF,-0.4,14,27,27,1,6,1,1,0,2,1,2,0,5,0.222,0.222,0.333,0.556,59,0.207,48,9,0,0,0,0,0,/978H,0,Right,No,No,No,No,No,No,No,No,No
Robinson Canó*,39,2B,-0.5,12,34,33,1,3,0,0,0,1,0,0,1,10,0.091,0.118,0.091,0.209,-38,0.1,-49,3,0,0,0,0,0,/4HD,0,Left,No,No,No,No,No,No,No,No,No
Matt Beaty*,29,UT,-0.7,20,47,43,6,4,1,1,0,1,0,0,2,8,0.093,0.17,0.163,0.333,-2,0.157,-9,7,3,2,0,0,0,9/H3D7,0,Left,No,No,No,No,No,No,No,No,No
Matthew Batten,27,UT,-0.1,15,22,19,0,2,1,0,0,1,0,0,2,6,0.105,0.227,0.158,0.385,15,0.194,18,3,0,1,0,0,0,/5H41D7,0,Right,No,No,No,No,No,No,No,No,No
Brandon Dixon,30,UT,0.0,5,14,14,1,3,1,0,0,1,0,0,0,5,0.214,0.214,0.286,0.5,44,0.218,35,4,1,0,0,0,0,/D59H,0,Right,No,No,No,No,No,No,No,No,No
Brent Rooker,27,LF,-0.2,2,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-122,0,0,0,0,0,0,/7,0,Right,No,No,No,No,No,No,No,No,No
Eguy Rosario,22,IF,0.1,7,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,61,0.249,57,1,0,0,0,0,0,/H56D,0,Right,No,No,No,No,No,No,No,No,No
Luis Liberato*,26,DH,-0.2,7,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-123,0,0,0,0,0,0,/HD789,0,Left,No,No,No,No,No,No,No,No,No
Taylor Rogers*,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
