Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Kevin Pillar,30,CF,0.8,156,628,595,82,157,37,3,21,87,14,5,18,86,0.264,0.293,0.442,0.735,92,0.318,92,263,15,9,0,6,4,*89/H,MVP-22,Right,No,No,No,No,No,No,No
Evan Longoria,33,3B,2.4,129,508,453,59,115,19,2,20,69,3,1,43,112,0.254,0.325,0.437,0.762,101,0.334,104,198,14,7,0,5,1,*5H,0,Right,No,No,No,No,No,No,No
Brandon Crawford*,32,SS,-0.5,147,560,500,58,114,24,2,11,59,3,2,53,117,0.228,0.304,0.35,0.654,74,0.289,73,175,10,3,0,4,5,*6/H,0,Left,No,No,No,No,No,No,No
Brandon Belt*,31,1B,0.5,156,616,526,76,123,32,3,17,57,4,3,83,127,0.234,0.339,0.403,0.742,97,0.322,97,212,6,3,0,4,3,*3H7/9D,0,Left,No,No,No,No,No,No,No
Mike Yastrzemski*,28,LF,2.6,107,411,371,64,101,22,3,21,55,2,4,32,107,0.272,0.334,0.518,0.852,122,0.359,125,192,4,4,1,3,1,79H/8,0,Left,No,No,No,No,No,No,No
Pablo Sandoval#,32,3B,1.3,108,296,272,42,73,23,0,14,41,1,0,18,67,0.268,0.313,0.507,0.82,113,0.351,116,138,8,1,2,3,2,H53/D1,0,Both,No,No,No,No,No,No,No
Stephen Vogt*,34,C,1.1,99,280,255,30,67,24,2,10,40,3,1,20,66,0.263,0.314,0.49,0.804,110,0.34,108,125,1,1,0,4,1,2H/7D3,0,Left,No,No,No,No,No,No,No
Buster Posey,32,C,0.8,114,445,405,43,104,24,0,7,38,0,0,34,71,0.257,0.32,0.368,0.688,83,0.301,81,149,18,4,1,1,1,2H/3D,0,Right,No,No,No,No,No,No,No
Steven Duggar*,25,OF,-0.2,73,281,261,26,61,12,2,4,28,1,4,16,78,0.234,0.278,0.341,0.619,64,0.275,67,89,1,1,0,3,0,89/H,0,Left,No,No,No,No,No,No,No
Joe Panik*,28,2B,-1.1,103,388,344,33,81,17,1,3,27,4,2,36,38,0.235,0.31,0.317,0.627,68,0.28,66,109,5,3,1,4,2,4H,0,Left,No,No,No,No,No,No,No
Alex Dickerson*,29,LF,0.7,56,171,155,28,45,13,3,6,26,1,1,13,35,0.29,0.351,0.529,0.88,130,0.374,134,82,5,2,0,1,1,7H/9,0,Left,No,No,No,No,No,No,No
Donovan Solano,31,MI,1.5,81,228,215,27,71,13,1,4,23,0,1,10,49,0.33,0.36,0.456,0.815,116,0.358,124,98,4,1,0,2,0,4H6/5D,0,Right,No,No,No,No,No,No,No
Austin Slater,26,RF,0.6,68,192,168,20,40,9,3,5,21,1,0,22,59,0.238,0.333,0.417,0.75,99,0.334,104,70,1,2,0,0,1,9H/374,0,Right,No,No,No,No,No,No,No
Tyler Austin,27,UT,0.3,70,147,130,24,24,2,1,8,20,1,0,17,57,0.185,0.279,0.4,0.679,78,0.299,78,52,1,0,0,0,0,H73/9D,0,Right,No,No,No,No,No,No,No
Mauricio Dubón,24,2B,0.6,28,109,104,12,29,5,0,4,9,3,1,5,19,0.279,0.312,0.442,0.754,98,0.347,112,46,3,0,0,0,0,4/6,0,Right,No,No,No,No,No,No,No
Yangervis Solarte#,31,UT,-0.4,28,78,73,9,15,5,0,1,7,0,0,4,16,0.205,0.247,0.315,0.562,49,0.236,32,23,4,0,1,0,1,4/7H65,0,Both,No,No,No,No,No,No,No
Mac Williamson,28,LF,-0.5,15,57,51,3,6,1,0,1,7,2,0,5,18,0.118,0.211,0.196,0.407,10,0.199,2,10,2,1,0,0,0,7/9H,0,Right,No,No,No,No,No,No,No
Gerardo Parra*,32,OF,0.3,30,97,86,8,17,3,0,1,6,2,1,8,18,0.198,0.278,0.267,0.546,47,0.267,56,23,0,2,0,1,2,79/H,0,Left,No,No,No,No,No,No,No
Scooter Gennett*,29,2B,-0.1,21,67,64,11,15,4,0,2,6,0,0,1,21,0.234,0.254,0.391,0.644,68,0.283,68,25,1,1,0,1,0,4/H,0,Left,No,No,No,No,No,No,No
Aramis Garcia,26,UT,-0.3,18,46,42,5,6,1,0,2,5,0,0,4,21,0.143,0.217,0.31,0.527,38,0.219,20,13,1,0,0,0,1,2/3H,0,Right,No,No,No,No,No,No,No
Joey Rickard,28,LF,0.1,26,54,50,4,14,2,0,1,4,1,0,4,17,0.28,0.333,0.38,0.713,90,0.311,85,19,1,0,0,0,0,7H/9,0,Right,No,No,No,No,No,No,No
Madison Bumgarner,29,P,0.3,35,76,63,4,8,0,0,2,4,0,0,9,40,0.127,0.236,0.222,0.458,24,0.213,13,14,0,0,4,0,0,1/H,0,Right,No,No,No,No,No,No,No
Erik Kratz,39,C,-0.2,15,36,32,1,4,2,0,1,3,0,0,2,6,0.125,0.222,0.281,0.503,33,0.225,26,9,0,2,0,0,0,2/H,0,Right,No,No,No,No,No,No,No
Jaylin Davis,24,RF,-0.5,17,47,42,2,7,0,0,1,3,1,2,3,11,0.167,0.255,0.238,0.493,33,0.225,38,10,1,2,0,0,0,9/DH,0,Right,No,No,No,No,No,No,No
Corban Joseph*,30,IF,-0.2,8,17,16,0,1,0,0,0,2,0,0,1,6,0.063,0.118,0.063,0.18,-49,0.145,-31,1,0,0,0,0,0,/4H5,0,Left,No,No,No,No,No,No,No
Cristhian Adames#,27,IF,0.2,10,24,22,1,7,1,0,0,2,0,0,2,8,0.318,0.375,0.364,0.739,99,0.327,99,8,0,0,0,0,0,/H45,0,Both,No,No,No,No,No,No,No
Will Smith,29,P,0.1,58,2,1,0,1,0,0,0,2,0,0,0,0,1.0,1.0,1.0,2.0,439,0.887,908,1,0,0,1,0,0,1,AS,Right,No,No,No,No,No,No,No
Zach Green,25,3B,-0.1,8,16,14,1,2,1,0,0,1,0,0,2,6,0.143,0.25,0.214,0.464,26,0.274,61,3,2,0,0,0,0,/5H,0,Right,No,No,No,No,No,No,No
Jeff Samardzija,34,P,0.0,29,56,50,1,6,2,0,0,1,0,0,0,30,0.12,0.12,0.16,0.28,-26,0.138,-53,8,0,0,6,0,0,1,0,Right,No,No,No,No,No,No,No
Tyler Beede,26,P,-0.1,25,43,38,2,4,0,0,0,1,0,0,3,23,0.105,0.171,0.105,0.276,-23,0.137,-43,4,0,0,2,0,0,1/H,0,Right,No,No,No,No,No,No,No
Abiatal Avelino,24,UT,0.0,4,8,7,0,2,0,0,0,1,0,0,1,3,0.286,0.375,0.286,0.661,81,0.308,86,2,0,0,0,0,0,/H67,0,Right,No,No,No,No,No,No,No
Mike Gerber*,26,OF,-0.5,12,26,24,0,1,1,0,0,0,0,0,2,15,0.042,0.115,0.083,0.199,-45,0.1,-63,2,0,0,0,0,0,/79H,0,Left,No,No,No,No,No,No,No
