Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Julio Rodríguez,22,CF,5.3,155,714,654,102,180,37,2,32,103,37,10,47,175,0.275,0.333,0.485,0.818,130,0.359,131,317,14,11,0,2,6,*8/D,"AS,MVP-4,SS",Right,No,Yes,Yes,No,No,No,No
Eugenio Suárez,31,3B,2.3,162,694,598,68,139,29,0,22,96,2,1,70,214,0.232,0.323,0.391,0.714,103,0.315,103,234,10,15,0,11,0,*5/D,0,Right,No,No,No,No,No,No,No
Teoscar Hernández,30,RF,2.1,160,678,625,70,161,29,2,26,93,7,2,38,211,0.258,0.305,0.435,0.741,108,0.318,104,272,6,8,0,7,2,*9D/H,0,Right,No,No,No,No,No,No,No
Cal Raleigh#,26,C,3.2,145,569,513,78,119,23,1,30,75,0,0,54,158,0.232,0.306,0.456,0.762,114,0.331,113,234,6,1,0,1,1,*2HD,MVP-18,Both,No,No,No,No,No,No,No
J.P. Crawford*,28,SS,5.1,145,638,534,94,142,35,0,19,65,2,0,94,125,0.266,0.38,0.438,0.818,133,0.362,136,234,7,5,3,2,1,*6/H,MVP-16,Left,No,No,No,No,No,No,No
Ty France,28,1B,0.7,158,665,587,79,147,32,0,12,58,1,0,43,117,0.25,0.337,0.366,0.703,101,0.318,104,215,25,34,0,1,0,*3/H,0,Right,No,No,No,No,No,No,No
Jarred Kelenic*,23,LF,2.0,105,416,372,44,94,25,2,11,49,13,5,41,132,0.253,0.327,0.419,0.746,111,0.327,110,156,6,1,0,2,4,79/8HD,0,Left,No,No,No,No,No,No,No
Mike Ford*,30,DH,0.8,83,251,219,32,50,6,0,16,34,0,0,24,81,0.228,0.323,0.475,0.798,124,0.341,121,104,4,7,0,1,0,DH3/1,0,Left,No,No,No,No,No,No,No
José Caballero,26,2B,2.4,104,280,231,37,51,9,1,4,26,26,3,28,66,0.221,0.343,0.32,0.663,92,0.323,96,74,0,17,0,4,0,4H6/5D7,0,Right,No,No,No,No,No,No,No
Kolten Wong*,32,2B,-1.3,67,216,194,21,32,6,0,2,19,1,1,16,46,0.165,0.241,0.227,0.468,35,0.213,30,44,0,4,0,2,0,4/H,0,Left,No,No,No,No,No,No,No
