Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nelson Cruz,37,DH,2.9,144,591,519,70,133,18,1,37,97,1,0,55,122,0.256,0.342,0.509,0.85,135,0.36,132,264,15,14,0,3,5,*D/9H,AS,Right,No,No,No,No,No,No,No,No,No
Mitch Haniger,27,RF,6.5,157,683,596,90,170,38,4,26,93,8,2,70,148,0.285,0.366,0.493,0.859,139,0.377,144,294,8,10,0,7,4,*98/7D,"AS,MVP-11",Right,No,No,No,No,No,No,No,No,No
Kyle Seager*,30,3B,1.3,155,630,583,62,129,36,1,22,78,2,2,38,138,0.221,0.273,0.4,0.673,86,0.289,82,233,10,5,0,4,3,*5/H4D,0,Left,No,No,No,No,No,No,No,No,No
Ryon Healy,26,1B,-0.5,133,524,493,51,116,15,0,24,73,0,0,27,113,0.235,0.277,0.412,0.688,91,0.302,90,203,21,2,0,2,0,*3/H5,0,Right,No,No,No,No,No,No,No,No,No
Jean Segura,28,SS,3.5,144,632,586,91,178,29,3,10,63,20,11,32,69,0.304,0.341,0.415,0.755,112,0.333,114,243,17,4,4,6,2,*6,AS,Right,No,No,No,No,No,No,No,No,No
Robinson Canó*,35,2B,3.3,80,348,310,44,94,22,0,10,50,0,0,32,47,0.303,0.374,0.471,0.845,136,0.371,140,146,9,4,0,2,2,43/5DH,0,Left,No,No,No,No,No,No,No,No,No
Mike Zunino,27,C,1.8,113,405,373,37,75,18,0,20,44,0,0,24,150,0.201,0.259,0.41,0.669,85,0.29,82,153,7,6,0,2,0,*2/HD,0,Right,No,No,No,No,No,No,No,No,No
Dee Strange-Gordon*,30,2B,1.1,141,588,556,62,149,17,8,4,36,30,12,9,80,0.268,0.288,0.349,0.637,79,0.284,76,194,10,9,9,5,0,48/6HD,0,Left,No,No,No,No,No,No,No,No,No
Denard Span*,34,LF,1.0,94,328,294,36,80,15,6,7,30,3,2,23,55,0.272,0.329,0.435,0.765,113,0.329,110,128,5,5,0,6,0,7H/D8,0,Left,No,No,No,No,No,No,No,No,No
Guillermo Heredia,27,CF,0.5,125,337,292,29,69,14,1,5,19,2,4,32,52,0.236,0.318,0.342,0.661,87,0.3,92,100,4,4,7,2,0,*87H/9D,0,Right,No,No,No,No,No,No,No,No,No
Ben Gamel*,26,OF,0.6,101,293,257,37,70,14,4,1,19,7,3,31,61,0.272,0.358,0.37,0.728,106,0.324,106,95,4,4,0,1,1,79H/D83,0,Left,No,No,No,No,No,No,No,No,No
Daniel Vogelbach*,25,1B,0.2,37,102,87,9,18,2,0,4,13,0,0,13,26,0.207,0.324,0.368,0.691,95,0.317,101,32,4,2,0,0,0,3H/D,0,Left,No,No,No,No,No,No,No,No,No
Cameron Maybin,31,OF,-0.2,30,97,91,12,22,2,1,1,8,2,0,6,20,0.242,0.289,0.319,0.607,71,0.291,79,29,4,0,0,0,0,87/H,0,Right,No,No,No,No,No,No,No,No,No
Chris Herrmann*,30,C,0.5,36,87,76,6,18,4,2,2,7,0,0,10,24,0.237,0.322,0.421,0.743,107,0.321,104,32,0,0,0,1,0,2H/3,0,Left,No,No,No,No,No,No,No,No,No
David Freitas,29,C,-0.2,36,106,93,9,20,6,0,1,5,0,0,8,25,0.215,0.277,0.312,0.589,66,0.261,59,29,2,0,1,0,0,2/3H,0,Right,No,No,No,No,No,No,No,No,No
Kristopher Negrón,32,UT,0.2,18,30,29,6,6,0,0,1,3,2,0,1,9,0.207,0.233,0.31,0.544,52,0.251,43,9,1,0,0,0,0,/H57D469,0,Right,No,No,No,No,No,No,No,No,No
Andrew Romine#,32,UT,-0.2,72,131,119,15,25,2,1,0,2,1,0,7,39,0.21,0.26,0.244,0.504,44,0.238,41,29,2,1,4,0,0,H463/517D89,0,Both,No,No,No,No,No,No,No,No,No
Gordon Beckham,31,IF,0.5,22,50,44,3,8,1,0,0,1,1,0,4,11,0.182,0.25,0.205,0.455,31,0.236,37,9,1,0,2,0,0,4/5H6D,0,Right,No,No,No,No,No,No,No,No,No
Taylor Motter,28,UT,0.1,7,17,15,2,4,0,0,1,1,0,0,2,5,0.267,0.353,0.467,0.82,129,0.409,167,7,0,0,0,0,0,/317DH,0,Right,No,No,No,No,No,No,No,No,No
Zach Vincej,27,3B,0.0,1,4,4,0,2,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,184,0.447,194,2,0,0,0,0,0,/5,0,Right,No,No,No,No,No,No,No,No,No
Christian Bergman,30,P,0.1,1,2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0,184,0.447,196,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Mike Marjama,28,C,-0.2,10,29,27,1,3,3,0,0,0,0,1,2,6,0.111,0.172,0.222,0.395,10,0.189,22,6,2,0,0,0,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
John Andreoli,28,OF,0.2,3,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,57,0.265,64,1,0,0,0,0,0,/79DH,0,Right,No,No,No,No,No,No,No,No,No
Mike Leake,30,P,0.0,2,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-126,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ichiro Suzuki*,44,OF,-0.5,15,47,44,5,9,0,0,0,0,0,0,3,7,0.205,0.255,0.205,0.46,33,0.207,23,9,0,0,0,0,0,7/DH9,0,Left,No,No,No,No,No,No,No,No,No
Wade LeBlanc*,33,P,0.1,3,4,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,89,0.298,83,1,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Félix Hernández,32,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-126,0,2,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Erasmo Ramírez,28,P,0.0,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-126,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Marco Gonzales*,26,P,0.0,1,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-243,0,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Roenis Elías*,29,P,0.1,3,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,184,0.447,196,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Shawn Armstrong,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Mike Morin,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Adam Warren,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Nick Vincent,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Alex Colomé,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
