Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Yadier Molina,34,C,1.6,136,543,501,60,137,27,1,18,82,9,4,28,74,0.273,0.312,0.439,0.751,96,0.323,92,220,14,4,1,9,4,*2/H3,AS,Right,No,No,No,No,No,No,No,No,No
Tommy Pham,29,LF,6.3,128,530,444,95,136,22,2,23,73,25,7,71,117,0.306,0.411,0.52,0.931,144,0.417,157,231,18,10,2,3,0,*78H/9,MVP-11,Right,No,Yes,No,No,No,No,No,No,No
Matt Carpenter*,31,1B,2.8,145,622,497,91,120,31,2,23,69,2,1,109,125,0.241,0.384,0.451,0.835,120,0.365,123,224,5,9,2,5,4,*354/HD,0,Left,No,No,No,No,No,No,No,No,No
Jedd Gyorko,28,3B,3.0,125,481,426,52,116,21,2,20,67,6,2,47,105,0.272,0.341,0.472,0.813,112,0.352,112,201,12,1,0,7,1,*5H3/47D,0,Right,No,No,No,No,No,No,No,No,No
Paul DeJong,23,SS,2.7,108,443,417,55,119,26,1,25,65,1,0,21,124,0.285,0.325,0.532,0.857,121,0.366,123,222,8,4,0,1,1,64/H,ROY-2,Right,No,No,No,No,No,No,No,No,No
Dexter Fowler#,31,CF,1.7,118,491,420,68,111,22,9,18,64,7,3,63,101,0.264,0.363,0.488,0.851,122,0.373,128,205,10,4,0,4,6,*8/HD,0,Both,No,No,No,No,No,No,No,No,No
Randal Grichuk,25,OF,0.6,122,442,412,53,98,25,3,22,59,6,1,26,133,0.238,0.285,0.473,0.758,95,0.321,89,195,9,2,0,2,3,79H/8,0,Right,No,No,No,No,No,No,No,No,No
José Martínez,28,UT,1.5,106,307,272,47,84,13,1,14,46,4,0,32,60,0.309,0.379,0.518,0.897,134,0.396,143,141,9,0,1,2,2,3H79/D,0,Right,No,No,No,No,No,No,No,No,No
Kolten Wong*,26,2B,1.8,108,411,354,55,101,27,3,4,42,8,2,41,60,0.285,0.376,0.412,0.788,109,0.34,103,146,4,12,1,3,11,4/H,0,Left,No,No,No,No,No,No,No,No,No
Stephen Piscotty,26,RF,0.5,107,401,341,40,80,16,1,9,39,3,6,52,87,0.235,0.342,0.367,0.708,88,0.312,89,125,11,5,0,3,2,9H,0,Right,No,No,No,No,No,No,No,No,No
Aledmys Díaz,26,SS,-0.2,79,301,286,31,74,17,0,7,20,4,1,13,42,0.259,0.29,0.392,0.682,78,0.295,71,112,9,0,1,1,1,6/H574,0,Right,No,No,No,No,No,No,No,No,No
Greg Garcia*,27,IF,0.4,133,290,241,27,61,9,2,2,20,2,1,37,64,0.253,0.365,0.332,0.697,87,0.325,94,80,6,6,5,1,0,H546,0,Left,No,No,No,No,No,No,No,No,No
Luke Voit,26,1B,0.2,62,124,114,18,28,9,0,4,18,0,0,7,31,0.246,0.306,0.43,0.736,92,0.316,88,49,4,3,0,0,0,H3/D,0,Right,No,No,No,No,No,No,No,No,No
Carlos Martínez,25,P,0.2,31,69,62,5,11,3,0,0,11,0,0,1,19,0.177,0.203,0.226,0.429,13,0.189,-12,14,1,1,5,0,0,1/H,AS,Right,No,No,No,No,No,No,No,No,No
Adam Wainwright,35,P,0.6,24,50,42,7,11,2,0,2,11,0,0,1,15,0.262,0.279,0.452,0.731,89,0.309,80,19,2,0,7,0,0,1/H,SS,Right,No,No,No,No,No,No,No,No,No
Harrison Bader,23,CF,0.0,32,92,85,10,20,3,0,3,10,2,1,5,24,0.235,0.283,0.376,0.659,72,0.274,57,32,1,1,0,1,1,8/H79,0,Right,No,No,No,No,No,No,No,No,No
Matt Adams*,28,UT,-0.3,31,53,48,4,14,2,0,1,7,0,0,4,17,0.292,0.34,0.396,0.735,94,0.319,89,19,0,0,0,1,0,H/73D,0,Left,No,No,No,No,No,No,No,No,No
Carson Kelly,22,C,-0.4,34,75,69,5,12,3,0,0,6,0,0,5,11,0.174,0.24,0.217,0.457,23,0.209,11,15,3,1,0,0,0,2H,0,Right,No,No,No,No,No,No,No,No,No
Magneuris Sierra*,21,OF,0.2,22,64,60,10,19,0,0,0,5,2,2,4,14,0.317,0.359,0.317,0.676,82,0.323,99,19,0,0,0,0,0,/98H7,0,Left,No,No,No,No,No,No,No,No,No
Mike Leake,29,P,0.2,26,55,47,2,8,1,0,0,4,0,0,3,15,0.17,0.22,0.191,0.411,11,0.208,1,9,2,0,5,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Eric Fryer,31,C,-0.3,34,83,71,7,11,3,0,0,3,0,0,11,18,0.155,0.277,0.197,0.474,29,0.241,33,14,3,1,0,0,0,2H,0,Right,No,No,No,No,No,No,No,No,No
Michael Wacha,25,P,-0.3,28,55,46,3,2,0,0,0,3,0,0,1,22,0.043,0.063,0.043,0.106,-71,0.089,-101,2,2,0,7,1,0,1,0,Right,No,No,No,No,No,No,No,No,No
Alex Mejia,26,IF,-0.2,29,49,46,6,5,0,0,1,3,0,0,2,13,0.109,0.146,0.174,0.32,-16,0.182,-11,8,2,0,1,0,0,5/46H3,0,Right,No,No,No,No,No,No,No,No,No
Luke Weaver,23,P,0.0,15,23,19,2,3,0,0,0,1,0,0,1,9,0.158,0.2,0.158,0.358,-3,0.169,-36,3,0,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Alberto Rosario,30,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-143,0,1,0,0,0,0,/H,0,Right,No,No,No,No,No,No,No,No,No
Breyvic Valera#,25,2B,-0.3,5,11,10,0,1,0,0,0,0,0,0,1,0,0.1,0.182,0.1,0.282,-22,0.136,-42,1,0,0,0,0,0,/4H,0,Both,No,No,No,No,No,No,No,No,No
Chad Huffman,32,DH,0.0,12,15,14,3,4,0,1,0,0,0,0,1,6,0.286,0.333,0.429,0.762,100,0.323,92,6,0,0,0,0,0,H/9D,0,Right,No,No,No,No,No,No,No,No,No
Jhonny Peralta,35,3B,-0.5,21,58,54,3,11,0,0,0,0,0,0,4,13,0.204,0.259,0.204,0.462,25,0.233,28,11,2,0,0,0,0,5/H,0,Right,No,No,No,No,No,No,No,No,No
Lance Lynn#,30,P,-0.3,31,61,54,2,4,2,0,0,0,0,0,1,25,0.074,0.107,0.111,0.218,-42,0.101,-82,6,1,1,5,0,0,1,0,Both,No,No,No,No,No,No,No,No,No
Jack Flaherty,21,P,-0.1,6,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
John Gant,24,P,0.0,7,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-143,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Tyler Lyons*,29,P,0.0,48,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,51,0.349,113,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Juan Nicasio,30,P,0.0,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Marco Gonzales*,25,P,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,433,0.896,500,1,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Miguel Socolovich,30,P,0.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Brett Cecil,30,P,0.0,68,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
John Brebbia*,27,P,0.0,46,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Matt Bowman,26,P,0.0,71,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Seunghwan Oh,34,P,0.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Mike Mayers,25,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Josh Lucas,26,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Trevor Rosenthal,27,P,0.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ryan Sherriff*,27,P,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Kevin Siegrist*,27,P,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Sam Tuivailala,24,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Zach Duke*,34,P,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Jonathan Broxton,33,P,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sandy Alcántara,21,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
