Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Kodai Senga,30,SP,4.5,12,7,.632,2.98,29,29,0,0,0,0,166.1,126,60,55,17,77,0,202,5,1,14,694,140,3.63,1.220,6.8,0.9,4.2,10.9,2.62,"AS,CYA-7,ROY-2"
2,Tylor Megill,27,SP,0.7,9,8,.529,4.70,25,25,0,0,0,0,126.1,141,76,66,18,58,0,105,6,0,8,567,89,4.96,1.575,10.0,1.3,4.1,7.5,1.81,
3,David Peterson*,27,SP,0.5,3,8,.273,5.03,27,21,0,1,0,0,111.0,124,64,62,16,50,0,128,6,0,6,492,83,4.34,1.568,10.1,1.3,4.1,10.4,2.56,
4,Max Scherzer,38,SP,2.1,9,4,.692,4.01,19,19,0,0,0,0,107.2,98,49,48,23,30,0,121,3,0,1,444,104,4.70,1.189,8.2,1.9,2.5,10.1,4.03,
5,Justin Verlander,40,SP,2.2,6,5,.545,3.15,16,16,0,0,0,0,94.1,77,36,33,9,31,0,81,1,0,3,386,133,3.80,1.145,7.3,0.9,3.0,7.7,2.61,
6,Carlos Carrasco,36,SP,-1.3,3,8,.273,6.80,20,20,0,0,0,0,90.0,115,71,68,18,38,0,66,6,1,3,417,61,5.86,1.700,11.5,1.8,3.8,6.6,1.74,
7,David Robertson,38,CL,1.9,4,2,.667,2.05,40,0,26,0,0,14,44.0,31,13,10,5,13,1,48,2,0,4,172,205,3.57,1.000,6.3,1.0,2.7,9.8,3.69,
8,Adam Ottavino,37,RP,1.2,1,7,.125,3.21,66,0,36,0,0,12,61.2,46,24,22,7,29,3,62,8,3,5,261,130,4.52,1.216,6.7,1.0,4.2,9.0,2.14,
9,Drew Smith,29,RP,0.1,4,6,.400,4.15,62,0,16,0,0,3,56.1,50,31,26,7,29,0,60,5,0,2,244,101,4.55,1.402,8.0,1.1,4.6,9.6,2.07,
10,Brooks Raley*,35,RP,1.3,1,2,.333,2.80,66,0,11,0,0,3,54.2,44,19,17,4,25,3,61,6,0,0,236,150,3.68,1.262,7.2,0.7,4.1,10.0,2.44,
11,Jeff Brigham,31,RP,-0.1,1,3,.250,5.26,37,0,10,0,0,0,37.2,26,23,22,9,18,0,42,5,0,0,160,80,5.96,1.168,6.2,2.2,4.3,10.0,2.33,
12,Jose Quintana*,34,,1.7,3,6,.333,3.57,13,13,0,0,0,0,75.2,75,33,30,5,24,0,60,1,0,2,319,117,3.52,1.308,8.9,0.6,2.9,7.1,2.50,
13,Joey Lucchesi*,30,,1.1,4,0,1.000,2.89,9,9,0,0,0,0,46.2,44,17,15,4,17,0,32,2,1,1,195,145,4.22,1.307,8.5,0.8,3.3,6.2,1.88,
14,José Buttó,25,,0.8,1,4,.200,3.64,9,7,0,0,0,0,42.0,33,17,17,3,23,0,38,0,0,0,179,115,4.02,1.333,7.1,0.6,4.9,8.1,1.65,
15,Grant Hartwig,25,,-0.3,5,2,.714,4.84,28,0,6,0,0,0,35.1,34,23,19,3,15,1,30,6,0,2,158,87,4.44,1.387,8.7,0.8,3.8,7.6,2.00,
16,Dominic Leone,31,,0.2,1,3,.250,4.40,31,0,6,0,0,0,30.2,27,15,15,7,11,2,33,1,0,2,127,96,5.24,1.239,7.9,2.1,3.2,9.7,3.00,
17,Trevor Gott,30,,0.1,0,2,.000,4.34,34,0,9,0,0,1,29.0,30,15,14,2,11,2,30,2,0,0,132,97,3.43,1.414,9.3,0.6,3.4,9.3,2.73,
18,Stephen Nogosek,28,,-0.1,0,1,.000,5.61,13,0,1,0,0,0,25.2,28,16,16,6,14,0,25,2,0,2,118,75,6.22,1.636,9.8,2.1,4.9,8.8,1.79,
19,Phil Bickford,27,,0.0,3,2,.600,4.62,25,0,6,0,0,1,25.1,21,14,13,3,13,1,28,4,0,1,114,91,4.60,1.342,7.5,1.1,4.6,9.9,2.15,
20,Tommy Hunter,36,,-0.4,0,1,.000,6.85,14,0,6,0,0,0,23.2,28,20,18,6,5,0,20,2,0,0,106,62,5.75,1.394,10.6,2.3,1.9,7.6,4.00,
21,Denyi Reyes,26,,-0.4,0,2,.000,7.78,9,3,1,0,0,0,19.2,25,17,17,3,8,0,17,1,0,0,90,55,4.88,1.678,11.4,1.4,3.7,7.8,2.13,
22,John Curtiss,30,,0.1,0,0,,4.58,15,0,4,0,0,0,19.2,17,10,10,3,8,0,16,0,0,0,81,93,4.83,1.271,7.8,1.4,3.7,7.3,2.00,
23,Reed Garrett,30,,-0.1,1,0,1.000,5.82,9,0,2,0,0,0,17.0,15,11,11,3,6,0,16,1,0,0,71,73,4.90,1.235,7.9,1.6,3.2,8.5,2.67,
24,Jimmy Yacabonis,31,,-0.2,2,1,.667,6.59,7,0,2,0,0,0,13.2,14,10,10,2,6,0,11,1,0,0,62,65,5.08,1.463,9.2,1.3,4.0,7.2,1.83,
25,Dennis Santana,27,,-0.1,1,0,1.000,5.91,9,0,4,0,0,0,10.2,10,7,7,2,7,0,12,1,0,1,50,73,5.69,1.594,8.4,1.7,5.9,10.1,1.71,
26,Josh Walker*,28,,-0.5,0,1,.000,8.10,14,0,2,0,0,0,10.0,12,11,9,2,6,0,12,0,1,1,48,53,5.26,1.800,10.8,1.8,5.4,10.8,2.00,
27,Sean Reid-Foley,27,,0.1,0,1,.000,3.52,8,0,1,0,0,0,7.2,4,3,3,0,6,0,16,0,0,0,34,124,1.43,1.304,4.7,0.0,7.0,18.8,2.67,
28,Sam Coonrod,30,,-0.3,0,0,,9.45,10,0,2,0,0,0,6.2,5,7,7,0,8,0,6,2,0,1,34,47,5.96,1.950,6.8,0.0,10.8,8.1,0.75,
29,Zach Muckenhirn*,28,,0.0,0,0,,6.00,3,0,1,0,0,0,6.0,11,4,4,0,2,0,3,1,0,0,31,74,3.76,2.167,16.5,0.0,3.0,4.5,1.50,
30,Adam Kolarek*,34,,0.2,0,0,,0.00,4,0,0,0,0,0,4.2,1,0,0,0,1,0,5,1,0,0,17,,2.40,0.429,1.9,0.0,1.9,9.6,5.00,
31,Vinny Nittoli,32,,0.1,0,0,,2.45,3,0,3,0,0,0,3.2,4,1,1,0,0,0,3,1,1,0,15,187,2.44,1.091,9.8,0.0,0.0,7.4,,
32,Anthony Kay*,28,,0.0,0,0,,5.40,3,0,1,0,0,0,3.1,1,2,2,1,1,0,3,1,0,0,12,86,7.16,0.600,2.7,2.7,2.7,8.1,3.00,
33,Edwin Uceta,25,,0.1,0,0,,0.00,1,0,1,0,0,0,3.0,0,0,0,0,2,0,3,1,0,0,11,,4.26,0.667,0.0,0.0,6.0,9.0,1.50,
34,Tyson Miller,27,,0.1,1,0,1.000,0.00,1,0,0,0,0,0,2.0,0,0,0,0,2,0,0,0,0,0,8,,6.26,1.000,0.0,0.0,9.0,0.0,0.00,
35,Danny Mendick,29,,-0.2,0,0,,36.00,2,0,2,0,0,0,2.0,9,8,8,2,0,0,0,0,0,0,15,14,16.26,4.500,40.5,9.0,0.0,0.0,,
36,T.J. McFarland*,34,,-0.1,0,1,.000,5.40,3,0,1,0,0,0,1.2,4,2,1,0,1,0,2,1,0,0,11,94,4.46,3.000,21.6,0.0,5.4,10.8,2.00,
37,Luis Guillorme,28,,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.26,1.000,9.0,0.0,0.0,0.0,,
