Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Eric Hosmer*,26,1B,1.6,158,667,605,80,161,24,1,25,104,5,3,57,132,0.266,0.328,0.433,0.761,102,0.333,103,262,18,1,0,4,5,*3/D,AS,Left,No,No,No,No,No,No,No,No,No
Kendrys Morales#,33,DH,0.9,154,618,558,65,147,24,0,30,93,0,0,48,120,0.263,0.327,0.468,0.795,110,0.345,111,261,20,7,0,5,2,*D/39H,0,Both,No,No,No,No,No,No,No,No,No
Salvador Perez,26,C,2.9,139,546,514,57,127,28,2,22,64,0,0,22,119,0.247,0.288,0.438,0.725,91,0.31,86,225,12,8,0,2,3,*2/DH3,"AS,GG,SS",Right,No,No,No,No,No,No,No,No,No
Lorenzo Cain,30,CF,3.0,103,434,397,56,114,19,1,9,56,14,5,31,84,0.287,0.339,0.408,0.747,100,0.333,101,162,15,2,0,4,3,89/H,0,Right,No,No,No,No,No,No,No,No,No
Alcides Escobar,29,SS,0.7,162,682,637,57,166,24,6,7,55,17,4,27,96,0.261,0.292,0.35,0.642,72,0.289,67,223,16,3,10,5,2,*6,0,Right,No,No,No,No,No,No,No,No,No
Cheslor Cuthbert,23,3B,0.3,128,510,475,49,130,28,1,12,46,2,0,32,96,0.274,0.318,0.413,0.731,95,0.32,92,196,14,0,1,2,0,*5/H,0,Right,No,No,No,No,No,No,No,No,No
Paulo Orlando,30,RF,2.0,128,484,457,52,138,24,4,5,43,14,3,13,105,0.302,0.329,0.405,0.734,96,0.331,98,185,12,7,3,3,1,*98/HD,0,Right,No,No,No,No,No,No,No,No,No
Alex Gordon*,32,LF,0.7,128,506,445,62,98,16,2,17,40,8,1,52,148,0.22,0.312,0.38,0.692,85,0.309,82,169,9,8,0,1,3,*7/H,0,Left,No,No,No,No,No,No,No,No,No
Whit Merrifield,27,2B,1.5,81,332,311,44,88,22,3,2,29,8,3,19,72,0.283,0.323,0.392,0.716,91,0.316,89,122,1,0,1,1,1,47/5H93D,0,Right,No,No,No,No,No,No,No,No,No
Jarrod Dyson*,31,OF,2.9,107,337,299,46,83,14,8,1,25,30,7,26,39,0.278,0.34,0.388,0.728,96,0.324,87,116,4,3,8,1,2,897H/D,0,Left,No,No,No,No,No,No,No,No,No
Drew Butera,32,C,0.3,55,133,123,18,35,10,1,4,16,0,0,8,36,0.285,0.328,0.48,0.808,113,0.342,109,59,2,0,2,0,0,2/13H,0,Right,No,No,No,No,No,No,No,No,No
Christian Colón,27,2B,0.4,54,161,147,13,34,6,0,1,13,0,1,11,31,0.231,0.294,0.293,0.586,59,0.277,63,43,4,2,1,0,0,45/H6D,0,Right,No,No,No,No,No,No,No,No,No
Mike Moustakas*,27,3B,0.8,27,113,104,12,25,6,0,7,13,0,1,9,13,0.24,0.301,0.5,0.801,110,0.357,123,52,5,0,0,0,0,5/H,0,Left,No,No,No,No,No,No,No,No,No
Adalberto Mondesí#,20,2B,-0.5,47,149,135,16,25,1,3,2,13,9,1,6,48,0.185,0.231,0.281,0.512,37,0.258,37,38,1,2,6,0,0,4/6H,0,Both,No,No,No,No,No,No,No,No,No
Omar Infante,34,2B,-0.4,39,149,134,16,32,9,1,0,11,0,0,9,23,0.239,0.279,0.321,0.6,61,0.27,55,43,0,0,2,4,0,4,0,Right,No,No,No,No,No,No,No,No,No
Brett Eibner,27,OF,0.5,26,85,78,11,18,6,0,3,10,0,0,6,23,0.231,0.286,0.423,0.709,87,0.307,83,33,1,0,1,0,1,/79HD,0,Right,No,No,No,No,No,No,No,No,No
Rey Fuentes*,25,OF,-0.2,13,44,41,2,13,1,0,0,5,0,2,3,8,0.317,0.364,0.341,0.705,92,0.326,114,14,0,0,0,0,0,/97DH,0,Left,No,No,No,No,No,No,No,No,No
Billy Burns#,26,OF,-0.5,24,40,37,7,9,0,0,0,1,3,2,0,7,0.243,0.275,0.243,0.518,42,0.223,27,9,0,2,0,1,0,8H/7D9,0,Both,No,No,No,No,No,No,No,No,No
Hunter Dozier,24,RF,0.0,8,21,19,4,4,1,0,0,1,0,0,2,8,0.211,0.286,0.263,0.549,50,0.295,74,5,0,0,0,0,0,/9DH,0,Right,No,No,No,No,No,No,No,No,No
Tony Cruz,29,C,-0.1,4,5,4,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-140,0,0,0,0,1,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Danny Duffy*,27,P,0.0,2,6,5,1,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,8,0.159,-48,1,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Daniel Nava#,33,1B,-0.1,9,12,11,1,1,1,0,0,0,0,0,1,4,0.091,0.167,0.182,0.348,-6,0.16,-24,2,0,0,0,0,0,/3H,0,Both,No,No,No,No,No,No,No,No,No
Terrance Gore,25,DH,0.2,17,3,3,6,0,0,0,0,0,11,2,0,1,0.0,0.0,0.0,0.0,-100,0.552,-129,0,0,0,0,0,0,H/D7,0,Right,No,No,No,No,No,No,No,No,No
