Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Maikel Franco,27,3B,1.1,60,243,223,23,62,16,0,8,38,1,0,16,38,0.278,0.321,0.457,0.778,108,0.338,105,102,4,0,0,4,1,*5/D3,0,Right,No,No,No,No,No,No,No,No,No
Salvador Perez,30,C,2.1,37,156,150,22,50,12,0,11,32,1,0,3,36,0.333,0.353,0.633,0.986,159,0.425,166,95,0,2,0,1,0,2/3D,"MVP-17,SS",Right,No,No,No,No,No,No,No,No,No
Whit Merrifield,31,RF,0.7,60,265,248,38,70,12,0,9,30,12,3,12,33,0.282,0.325,0.44,0.764,105,0.344,107,109,3,4,0,1,0,*984/73,0,Right,No,No,No,No,No,No,No,No,No
Jorge Soler,28,DH,0.2,43,174,149,17,34,8,0,8,24,0,0,19,60,0.228,0.326,0.443,0.769,106,0.338,106,66,3,3,0,1,0,D/9H,0,Right,No,No,No,No,No,No,No,No,No
Adalberto Mondesí#,24,SS,1.3,59,233,219,33,56,11,3,6,22,24,8,11,70,0.256,0.294,0.416,0.71,90,0.319,88,91,4,1,2,0,0,*6,0,Both,No,No,No,No,No,No,No,No,No
Ryan O'Hearn*,26,1B,-0.6,42,132,113,7,22,6,0,2,18,0,0,18,37,0.195,0.303,0.301,0.604,65,0.27,58,34,5,0,0,1,2,3H/D,0,Left,No,No,No,No,No,No,No,No,No
Nicky Lopez*,25,2B,0.2,56,192,169,15,34,8,0,1,13,0,5,18,41,0.201,0.286,0.266,0.552,51,0.246,50,45,1,2,3,0,0,*4/65H,0,Left,No,No,No,No,No,No,No,No,No
Hunter Dozier,28,1B,0.4,44,186,158,29,36,4,2,6,12,4,0,27,48,0.228,0.344,0.392,0.736,99,0.341,104,62,3,1,0,0,0,39/75,0,Right,No,No,No,No,No,No,No,No,No
Alex Gordon*,36,LF,0.3,50,184,163,15,34,4,0,4,11,0,0,18,37,0.209,0.299,0.307,0.606,65,0.288,71,50,0,3,0,0,0,*7/H,GG,Left,No,No,No,No,No,No,No,No,No
Ryan McBroom,28,UT,0.0,36,85,81,8,20,3,0,6,10,0,0,4,30,0.247,0.282,0.506,0.789,107,0.341,108,41,2,0,0,0,0,H3/D79,0,Right,No,No,No,No,No,No,No,No,No
Franchy Cordero*,25,OF,0.0,16,42,38,7,8,3,0,2,7,1,0,4,4,0.211,0.286,0.447,0.733,94,0.316,87,17,1,0,0,0,0,/98HD7,0,Left,No,No,No,No,No,No,No,No,No
Edward Olivares,24,OF,-0.3,18,65,62,5,17,1,1,2,7,0,1,2,11,0.274,0.292,0.419,0.712,90,0.29,78,26,1,0,0,1,0,8/79,0,Right,No,No,No,No,No,No,No,No,No
Bubba Starling,27,CF,-0.7,35,64,59,5,10,1,0,1,5,0,0,4,27,0.169,0.219,0.237,0.456,24,0.219,23,14,0,0,0,1,0,8/HD79,0,Right,No,No,No,No,No,No,No,No,No
Cam Gallagher,27,C,0.5,25,60,53,10,15,5,0,1,3,0,0,6,11,0.283,0.356,0.434,0.79,113,0.346,112,23,0,0,1,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Nick Heath*,26,OF,0.1,15,18,13,2,2,1,0,0,3,2,2,2,6,0.154,0.313,0.231,0.543,51,0.232,51,3,0,1,1,0,0,/H8D7,0,Left,No,No,No,No,No,No,No,No,No
Brett Phillips*,26,OF,0.0,18,34,31,8,7,0,1,1,2,3,1,3,8,0.226,0.294,0.387,0.681,83,0.327,94,12,0,0,0,0,0,8/H79D,0,Left,No,No,No,No,No,No,No,No,No
Meibrys Viloria*,23,C,-0.2,15,24,21,1,4,1,0,0,0,0,0,2,9,0.19,0.292,0.238,0.53,47,0.244,41,5,0,1,0,0,0,2,0,Left,No,No,No,No,No,No,No,No,No
Erick Mejia#,25,UT,-0.4,8,16,14,1,1,1,0,0,0,1,0,0,7,0.071,0.071,0.143,0.214,-44,0.105,-92,2,0,0,1,0,0,/5H74,0,Both,No,No,No,No,No,No,No,No,No
Kelvin Gutiérrez,25,3B,-0.1,4,12,9,0,1,0,0,0,0,0,0,3,6,0.111,0.333,0.111,0.444,29,0.25,45,1,0,0,0,0,0,/5DH,0,Right,No,No,No,No,No,No,No,No,No
Matt Reynolds,29,3B,-0.2,3,11,11,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,/5,0,Right,No,No,No,No,No,No,No,No,No
Óscar Hernández,26,C,0.0,4,4,4,1,2,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,173,0.449,182,2,1,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Trevor Rosenthal,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
