Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Zach Neto,23,SS,5.1,155,602,542,70,135,34,1,23,77,30,10,39,140,0.249,0.318,0.443,0.761,113,0.334,112,240,14,16,4,1,1,*6/H,0,Right,No,Yes,No,No,No,No,No,
Taylor Ward,30,LF,2.3,156,663,585,73,144,26,2,25,75,6,4,63,163,0.246,0.323,0.426,0.748,111,0.329,111,249,11,7,0,8,0,*7D,0,Right,No,No,No,No,No,No,No,
Jo Adell,25,RF,0.9,130,451,405,54,84,15,2,20,62,15,10,35,126,0.207,0.28,0.402,0.682,91,0.297,90,163,9,7,0,3,1,*9H/D8,0,Right,No,No,No,No,No,No,No,
Logan O'Hoppe,24,C,2.7,136,522,479,64,117,17,1,20,56,2,3,33,155,0.244,0.303,0.409,0.712,100,0.315,102,196,7,8,1,1,0,*2/HD,0,Right,No,No,No,No,No,No,No,
Nolan Schanuel*,22,1B,1.3,147,607,519,62,130,19,0,13,54,10,1,68,103,0.25,0.343,0.362,0.706,101,0.321,103,188,14,9,3,7,0,*3/HD,0,Left,No,No,No,No,No,No,No,
Mickey Moniak*,26,CF,-0.1,124,418,392,48,86,17,2,14,49,8,4,21,114,0.219,0.266,0.38,0.646,81,0.283,78,149,3,4,0,1,0,*89H/D7,0,Left,No,No,No,No,No,No,No,
Kevin Pillar,35,CF,0.3,83,282,259,37,61,14,1,7,41,10,3,12,61,0.236,0.291,0.378,0.669,88,0.298,86,98,10,9,0,2,0,8H79/D,0,Right,No,No,No,No,No,No,No,
Luis Rengifo#,27,IF,1.9,78,304,283,41,85,13,1,6,30,24,7,16,44,0.3,0.347,0.417,0.763,116,0.344,116,118,6,4,1,0,0,54/H69D,0,Both,No,No,No,No,No,No,No,
Willie Calhoun*,29,DH,-0.2,68,254,229,26,56,16,0,5,20,0,1,23,31,0.245,0.315,0.38,0.695,97,0.301,92,87,5,1,0,1,1,D/H37,0,Left,No,No,No,No,No,No,No,
Matt Thaiss*,29,C,0.6,57,186,157,14,32,9,0,2,16,3,0,28,58,0.204,0.323,0.299,0.622,79,0.295,83,47,2,0,0,1,0,2/DH,0,Left,No,No,No,No,No,No,No,
