Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Christian Yelich*,24,LF,4.9,155,659,578,78,172,38,3,21,98,9,4,72,138,0.298,0.376,0.483,0.859,135,0.377,139,279,20,4,0,5,4,*78/HD,"MVP-19,SS",Left,No,No,No,No,No,No,No,No,No
Marcell Ozuna,25,CF,1.9,148,608,557,75,148,23,6,23,76,0,3,43,115,0.266,0.321,0.452,0.773,110,0.344,117,252,11,4,0,4,2,*87/9H,AS,Right,No,No,No,No,No,No,No,No,No
Martín Prado,32,3B,3.6,153,658,600,70,183,37,3,8,75,2,2,49,69,0.305,0.359,0.417,0.775,113,0.35,120,250,24,4,0,5,4,*5/HD,0,Right,No,No,No,No,No,No,No,No,No
Giancarlo Stanton,26,RF,2.4,119,470,413,56,99,20,1,27,74,0,0,50,140,0.24,0.326,0.489,0.815,120,0.353,122,202,6,4,0,2,5,9H/D,0,Right,No,No,No,No,No,No,No,No,No
Justin Bour*,28,1B,1.2,90,321,280,35,74,12,1,15,51,0,0,38,56,0.264,0.349,0.475,0.824,124,0.353,122,133,8,0,0,3,9,3/HD,0,Left,No,No,No,No,No,No,No,No,No
J.T. Realmuto,25,C,2.6,137,545,509,60,154,31,0,11,48,12,4,28,100,0.303,0.343,0.428,0.771,111,0.343,113,218,12,5,0,3,1,*2H/D,0,Right,No,No,No,No,No,No,No,No,No
Derek Dietrich*,26,2B,2.5,128,412,351,39,98,20,5,7,42,1,0,32,84,0.279,0.374,0.425,0.798,120,0.361,127,149,6,24,0,5,2,4H35/7,0,Left,No,No,No,No,No,No,No,No,No
Adeiny Hechavarría,27,SS,1.2,155,547,508,52,120,17,6,3,38,1,0,33,73,0.236,0.283,0.311,0.594,64,0.269,60,158,10,1,2,3,7,*6/H,0,Right,No,No,No,No,No,No,No,No,No
Chris Johnson,31,1B,-0.7,113,264,243,20,54,11,0,5,24,0,0,19,78,0.222,0.281,0.329,0.611,68,0.276,66,80,13,1,1,0,2,3H5/7,0,Right,No,No,No,No,No,No,No,No,No
Ichiro Suzuki*,42,RF,1.6,143,365,327,48,95,15,5,1,22,10,2,30,42,0.291,0.354,0.376,0.73,102,0.331,103,123,4,3,3,2,1,H978/D,0,Left,No,No,No,No,No,No,No,No,No
