Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Willy Adames,27,SS,3.0,149,638,553,73,120,29,2,24,80,5,3,71,165,0.217,0.31,0.407,0.717,94,0.313,94,225,12,6,0,6,1,*6/D,0,Right,No,No,No,No,No,No,No,No,No
William Contreras,25,C,3.8,141,611,540,86,156,38,1,17,78,6,1,63,126,0.289,0.367,0.457,0.825,124,0.362,127,247,23,5,1,2,2,2D/H,"MVP-11,SS",Right,No,No,No,No,No,No,No,No,No
Christian Yelich*,31,LF,3.6,144,632,550,106,153,34,1,19,76,28,3,78,140,0.278,0.37,0.447,0.818,123,0.366,126,246,15,3,0,1,7,*7D/H,0,Left,No,No,No,No,No,No,No,No,No
Rowdy Tellez*,28,1B,-0.6,105,351,311,26,67,9,1,13,47,0,0,35,86,0.215,0.291,0.376,0.667,81,0.294,79,117,11,0,0,5,2,3DH/1,0,Left,No,No,No,No,No,No,No,No,No
Joey Wiemer,24,CF,0.9,132,410,367,48,75,19,0,13,42,11,4,36,116,0.204,0.283,0.362,0.645,75,0.293,78,133,4,5,0,2,0,*89/H7,0,Right,No,No,No,No,No,No,No,No,No
Brian Anderson,30,3B,0.5,96,361,318,38,72,12,3,9,40,1,3,36,108,0.226,0.31,0.368,0.678,85,0.3,86,117,10,4,0,3,0,59/HD,0,Right,No,No,No,No,No,No,No,No,No
Tyrone Taylor,29,RF,0.5,81,243,231,36,54,17,1,10,35,9,0,8,55,0.234,0.267,0.446,0.713,91,0.313,87,103,10,3,0,1,0,97H/8D,0,Right,No,No,No,No,No,No,No,No,No
Brice Turang*,23,2B,1.6,137,448,404,46,88,9,3,6,34,26,4,38,94,0.218,0.285,0.3,0.585,61,0.277,61,121,9,1,3,2,1,*46H/D,0,Left,No,No,No,No,No,No,No,No,No
Mark Canha,34,OF,1.0,50,204,178,23,51,10,0,5,33,4,1,17,27,0.287,0.373,0.427,0.8,119,0.356,123,76,3,8,0,1,1,D79/3H,0,Right,No,No,No,No,No,No,No,No,No
Carlos Santana#,37,1B,1.1,52,226,205,33,51,8,1,11,33,0,0,20,35,0.249,0.314,0.459,0.773,108,0.333,108,94,8,0,0,1,0,3/DH,0,Both,No,No,No,No,No,No,No,No,No
