Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Justin Smoak#,30,1B,3.0,158,637,560,85,151,29,1,38,90,0,1,73,128,0.27,0.355,0.529,0.883,131,0.374,131,296,17,2,0,2,3,*3/HD,AS,Both,No,No,No,No,No,No,No,No,No
Kendrys Morales#,34,DH,0.0,150,608,557,67,139,25,0,28,85,0,0,43,132,0.25,0.308,0.445,0.753,98,0.329,98,248,22,5,0,3,2,*D3/H,0,Both,No,No,No,No,No,No,No,No,No
Josh Donaldson,31,3B,4.6,113,496,415,65,112,21,0,33,78,2,2,76,111,0.27,0.385,0.559,0.944,148,0.396,147,232,5,3,0,2,1,5/D6H,MVP-22,Right,No,No,No,No,No,No,No,No,No
José Bautista,36,RF,-1.0,157,686,587,92,119,27,0,23,65,6,3,84,170,0.203,0.308,0.366,0.674,79,0.298,76,215,16,8,0,7,3,*9D/5H3,0,Right,No,No,No,No,No,No,No,No,No
Ryan Goins*,29,SS,1.0,143,459,418,37,99,21,1,9,62,3,2,31,96,0.237,0.286,0.356,0.643,70,0.286,67,149,14,0,5,5,0,64H/5D,0,Left,No,No,No,No,No,No,No,No,No
Kevin Pillar,28,CF,3.0,154,632,587,72,150,37,1,16,42,15,6,33,95,0.256,0.3,0.404,0.704,86,0.313,86,237,13,6,3,3,0,*8/H,0,Right,No,No,No,No,No,No,No,No,No
Steve Pearce,34,LF,0.2,92,348,313,38,79,17,1,13,37,0,0,27,68,0.252,0.319,0.438,0.757,99,0.332,100,137,11,5,0,3,1,73/HD,0,Right,No,No,No,No,No,No,No,No,No
Russell Martin,34,C,1.7,91,365,307,49,68,12,0,13,35,1,2,50,83,0.221,0.343,0.388,0.731,95,0.328,99,119,13,7,1,0,0,25/H,0,Right,No,No,No,No,No,No,No,No,No
Troy Tulowitzki,32,SS,0.9,66,260,241,16,60,10,0,7,26,0,1,17,40,0.249,0.3,0.378,0.678,80,0.296,76,91,10,1,0,1,1,6/H,0,Right,No,No,No,No,No,No,No,No,No
Darwin Barney,31,2B,-0.3,129,362,336,34,78,14,0,6,25,7,2,18,64,0.232,0.275,0.327,0.602,60,0.282,63,110,13,2,5,1,0,45H6/7D,0,Right,No,No,No,No,No,No,No,No,No
Devon Travis,26,2B,0.5,50,197,185,22,48,18,0,5,24,4,2,7,38,0.259,0.291,0.438,0.729,91,0.311,85,81,5,2,1,2,0,4/H,0,Right,No,No,No,No,No,No,No,No,No
Ezequiel Carrera*,30,LF,-0.1,131,325,287,38,81,10,1,8,20,10,1,30,75,0.282,0.356,0.408,0.764,104,0.341,103,117,4,3,5,0,0,*7H98/D,0,Left,No,No,No,No,No,No,No,No,No
Teoscar Hernández,24,LF,0.7,26,95,88,16,23,6,0,8,20,0,1,6,36,0.261,0.305,0.602,0.908,133,0.374,134,53,0,0,0,1,0,7/89H,0,Right,No,No,No,No,No,No,No,No,No
Rafael Lopez*,29,C,0.3,24,63,54,9,12,1,0,4,12,0,0,7,21,0.222,0.306,0.463,0.769,101,0.324,95,25,1,0,0,1,0,2/5H,0,Left,No,No,No,No,No,No,No,No,No
Nori Aoki*,35,OF,0.2,12,34,32,4,9,1,0,3,8,0,0,1,5,0.281,0.294,0.594,0.888,128,0.358,119,19,0,0,0,1,0,/97H8,0,Left,No,No,No,No,No,No,No,No,No
Miguel Montero*,33,C,-0.6,32,101,87,12,12,3,0,2,8,0,0,12,23,0.138,0.248,0.241,0.489,32,0.236,31,21,3,1,0,1,0,2/HD,0,Left,No,No,No,No,No,No,No,No,No
Luke Maile,26,C,-0.1,46,136,130,10,19,5,0,2,7,1,0,3,35,0.146,0.176,0.231,0.407,8,0.205,8,30,2,2,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Chris Coghlan*,32,UT,-0.5,36,88,75,7,15,2,0,1,5,0,0,9,22,0.2,0.299,0.267,0.566,53,0.261,49,20,2,2,1,1,0,5H/74D,0,Left,No,No,No,No,No,No,No,No,No
Richard Ureña#,21,SS,-0.5,21,75,68,6,14,4,0,1,4,1,0,6,28,0.206,0.27,0.309,0.579,54,0.261,46,21,0,0,1,0,0,6/4H,0,Both,No,No,No,No,No,No,No,No,No
Darrell Ceciliani*,27,OF,0.2,3,5,5,2,2,1,0,1,3,0,0,0,0,0.4,0.4,1.2,1.6,301,0.637,318,6,0,0,0,0,0,/H78D,0,Left,No,No,No,No,No,No,No,No,No
Marcus Stroman,26,P,0.2,3,7,7,2,2,1,0,1,1,0,0,0,4,0.286,0.286,0.857,1.143,186,0.455,188,6,0,0,0,0,0,1/H,"CYA-8,GG",Right,No,No,No,No,No,No,No,No,No
Dwight Smith Jr.*,24,OF,0.1,12,29,27,2,10,2,0,0,1,1,0,1,10,0.37,0.414,0.444,0.858,130,0.385,132,12,0,1,0,0,0,/7H89,0,Left,No,No,No,No,No,No,No,No,No
Mike Ohlman,26,C,0.0,7,13,13,1,3,0,0,0,1,0,0,0,3,0.231,0.231,0.231,0.462,24,0.199,5,3,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Michael Saunders*,30,OF,0.0,12,20,18,1,3,0,0,0,1,0,0,2,4,0.167,0.25,0.167,0.417,15,0.239,33,3,0,0,0,0,0,/H79D,0,Left,No,No,No,No,No,No,No,No,No
Joe Biagini,27,P,0.0,4,3,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-254,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
