Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nolan Arenado,28,3B,7.3,155,662,588,102,185,31,2,41,118,3,2,62,93,0.315,0.379,0.583,0.962,131,0.404,137,343,14,4,0,8,11,*5/H,"AS,MVP-6,GG",Right,No,No,No,No,No,No,No,No,No
Charlie Blackmon*,32,RF,2.3,140,634,580,112,182,42,7,32,86,2,5,40,104,0.314,0.364,0.576,0.94,125,0.393,130,334,11,9,0,5,1,*9/HD,AS,Left,No,No,No,No,No,No,No,No,No
Trevor Story,26,SS,7.0,145,656,588,111,173,38,5,35,85,23,8,58,174,0.294,0.363,0.554,0.917,120,0.392,126,326,3,7,0,3,0,*6/H,"AS,MVP-12,SS",Right,No,Yes,No,No,No,No,No,No,No
Ryan McMahon*,24,2B,1.7,141,539,480,70,120,22,1,24,83,5,1,56,160,0.25,0.329,0.45,0.779,88,0.337,87,216,14,1,1,1,1,*453H,0,Left,No,No,No,No,No,No,No,No,No
Daniel Murphy*,34,1B,0.6,132,478,438,56,122,35,1,13,78,1,1,32,74,0.279,0.328,0.452,0.78,89,0.337,88,198,10,2,0,4,1,*3H/D4,0,Left,No,No,No,No,No,No,No,No,No
Ian Desmond,33,CF,-1.5,140,482,443,64,113,31,4,20,65,3,3,34,119,0.255,0.31,0.479,0.788,89,0.334,86,212,12,2,1,2,1,*87H/D1,0,Right,No,No,No,No,No,No,No,No,No
David Dahl*,25,OF,0.8,100,413,374,67,113,28,5,15,61,4,4,28,110,0.302,0.353,0.524,0.877,111,0.365,109,196,3,4,2,5,0,879/H,AS,Left,No,No,No,No,No,No,No,No,No
Raimel Tapia*,25,LF,-0.6,138,447,426,54,117,23,5,9,44,9,3,21,100,0.275,0.309,0.415,0.724,75,0.318,73,177,2,0,0,0,0,7H8/9D,0,Left,No,No,No,No,No,No,No,No,No
Tony Wolters*,27,C,1.7,121,411,359,42,94,17,2,1,42,0,1,36,68,0.262,0.337,0.329,0.666,65,0.304,64,118,9,8,2,6,5,*2/H45,0,Left,No,No,No,No,No,No,No,No,No
Garrett Hampson,24,UT,0.4,105,327,299,40,74,9,4,8,27,15,3,24,88,0.247,0.302,0.385,0.686,67,0.312,65,115,2,0,2,2,1,48H6/7,0,Right,No,No,No,No,No,No,No,No,No
Chris Iannetta,36,C,-0.5,52,164,144,20,32,10,0,6,21,0,0,18,54,0.222,0.311,0.417,0.728,76,0.309,67,60,9,1,0,1,3,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Mark Reynolds,35,1B,-1.1,78,162,135,13,23,7,0,4,20,2,0,22,57,0.17,0.29,0.311,0.601,48,0.272,39,42,3,2,0,3,0,H3/1D,0,Right,No,No,No,No,No,No,No,No,No
Sam Hilliard*,25,OF,0.6,27,87,77,13,21,4,2,7,13,2,0,9,23,0.273,0.356,0.649,1.006,138,0.414,139,50,1,1,0,0,0,8/9H7,0,Left,No,No,No,No,No,No,No,No,No
Germán Márquez,24,P,0.3,25,58,48,5,11,4,1,0,11,0,0,0,14,0.229,0.229,0.354,0.583,40,0.243,3,17,1,0,10,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Yonder Alonso*,32,1B,0.1,54,84,73,11,19,7,0,3,10,0,0,10,17,0.26,0.357,0.479,0.837,103,0.352,98,35,5,1,0,0,1,H3,0,Left,No,No,No,No,No,No,No,No,No
Joshua Fuentes,26,1B,-0.1,24,56,55,8,12,1,0,3,7,1,0,1,20,0.218,0.232,0.4,0.632,50,0.285,48,22,0,0,0,0,0,H3/5,0,Right,No,No,No,No,No,No,No,No,No
Brendan Rodgers,22,MI,-0.6,25,81,76,8,17,2,0,0,7,0,0,4,27,0.224,0.272,0.25,0.522,30,0.241,18,19,2,1,0,0,0,4/6H,0,Right,No,No,No,No,No,No,No,No,No
Pat Valaika,26,IF,-0.5,40,86,79,11,15,5,1,1,4,0,0,7,34,0.19,0.256,0.316,0.572,40,0.248,24,25,1,0,0,0,0,H4/653D,0,Right,No,No,No,No,No,No,No,No,No
Dom Nuñez*,24,C,-0.1,16,43,39,4,7,3,0,2,4,0,0,3,17,0.179,0.233,0.41,0.643,53,0.265,36,16,0,0,0,1,0,2/H,0,Left,No,No,No,No,No,No,No,No,No
Yonathan Daza,25,CF,-0.8,44,105,97,7,20,1,1,0,3,1,0,7,21,0.206,0.257,0.237,0.494,23,0.231,10,23,2,0,0,1,0,8H/79,0,Right,No,No,No,No,No,No,No,No,No
Antonio Senzatela,24,P,-0.6,24,46,40,2,1,0,0,0,3,0,0,1,24,0.025,0.049,0.025,0.074,-81,0.039,-154,1,0,0,5,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Drew Butera,35,C,-0.4,16,49,43,6,7,3,0,0,3,0,0,4,14,0.163,0.229,0.233,0.462,14,0.208,-7,10,2,0,1,1,0,2/3H,0,Right,No,No,No,No,No,No,No,No,No
Peter Lambert,22,P,0.4,21,34,28,3,9,0,0,0,2,0,0,3,10,0.321,0.387,0.321,0.709,78,0.325,77,9,1,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Chi Chi González,27,P,-0.3,13,24,24,0,1,0,0,0,2,0,0,0,15,0.042,0.042,0.042,0.083,-79,0.037,-128,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Tim Melville,29,P,0.0,7,10,8,0,2,0,0,0,2,0,0,0,3,0.25,0.25,0.25,0.5,24,0.222,-19,2,0,0,2,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Jon Gray,27,P,-0.5,27,59,47,1,3,0,0,0,1,0,0,3,22,0.064,0.12,0.064,0.184,-52,0.095,-120,3,2,0,9,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Jeff Hoffman,26,P,0.0,18,24,21,2,5,0,0,0,1,0,0,0,9,0.238,0.238,0.238,0.476,18,0.198,-28,5,0,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Noel Cuevas,27,LF,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.445,167,0,0,0,0,0,0,/7,0,Right,No,No,No,No,No,No,No,No,No
Kyle Freeland*,26,P,-0.1,19,31,23,1,2,0,0,0,0,0,0,3,15,0.087,0.192,0.087,0.279,-27,0.145,-79,2,1,0,5,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Chad Bettis,30,P,0.0,35,10,5,0,0,0,0,0,0,0,0,2,2,0.0,0.286,0.0,0.286,-19,0.198,-61,0,0,0,3,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Tyler Anderson*,29,P,-0.1,5,8,7,1,1,0,0,0,0,0,0,0,4,0.143,0.143,0.143,0.286,-29,0.127,-87,1,1,0,1,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Jesús Tinoco,24,P,0.0,23,6,5,1,1,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0.4,-1,0.177,-53,1,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Yency Almonte,25,P,-0.1,27,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-155,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Wes Parsons,26,P,0.0,15,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,42,0.346,96,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Rico Garcia,25,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-158,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Scott Oberg,29,P,0.0,45,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-158,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sam Howard,26,P,0.0,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-158,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
DJ Johnson*,29,P,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Carlos Estévez,26,P,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Joe Harvey,27,P,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
