Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Brian Dozier,30,2B,4.7,152,705,617,106,167,30,4,34,93,16,7,78,141,0.271,0.359,0.498,0.856,126,0.366,126,307,11,8,0,2,6,*4/H,"MVP-11,GG",Right,No,No,No,No,No,No,No,
Eddie Rosario*,25,LF,1.6,151,589,542,79,157,33,2,27,78,9,8,35,106,0.29,0.328,0.507,0.836,119,0.35,116,275,10,0,4,8,1,*798/D,0,Left,No,No,No,No,No,No,No,
Miguel Sanó,24,3B,2.8,114,483,424,75,112,15,2,28,77,0,0,54,173,0.264,0.352,0.507,0.859,126,0.369,128,215,12,4,0,1,5,5D/3H,AS,Right,No,No,No,No,No,No,No,
Jorge Polanco#,23,SS,1.4,133,544,488,60,125,30,3,13,74,13,5,41,78,0.256,0.313,0.41,0.723,92,0.32,92,200,7,2,7,6,1,*6/DH,0,Both,No,No,No,No,No,No,No,
Eduardo Escobar#,28,3B,1.3,129,499,457,62,116,16,5,21,73,5,1,33,98,0.254,0.309,0.449,0.758,100,0.327,96,205,5,5,1,3,3,5D6H/472,0,Both,No,No,No,No,No,No,No,
Joe Mauer*,34,1B,3.9,141,597,525,69,160,36,1,7,71,2,1,66,83,0.305,0.384,0.417,0.801,115,0.361,123,219,17,3,0,3,3,*3D/H,0,Left,No,No,No,No,No,No,No,
Max Kepler*,24,RF,1.9,147,568,511,67,124,32,2,19,69,6,1,47,114,0.243,0.312,0.425,0.737,95,0.324,94,217,5,6,1,3,2,*98H/D,0,Left,No,No,No,No,No,No,No,
Byron Buxton,23,CF,4.9,140,511,462,69,117,14,6,16,51,29,1,38,150,0.253,0.314,0.413,0.728,93,0.329,90,191,1,4,5,2,2,*8/HD,"MVP-18,GG",Right,No,No,No,No,No,No,No,
Jason Castro*,30,C,2.6,110,407,356,49,86,22,0,10,47,0,0,45,108,0.242,0.333,0.388,0.72,93,0.321,93,138,10,4,1,1,1,2/H,0,Left,No,No,No,No,No,No,No,
Robbie Grossman#,27,DH,1.0,119,456,382,62,94,22,1,9,45,3,1,67,79,0.246,0.361,0.38,0.741,100,0.332,101,145,6,3,2,2,0,D97H,0,Both,No,No,No,No,No,No,No,
Kennys Vargas#,26,1B,0.8,78,264,241,33,61,13,0,11,41,0,0,20,77,0.253,0.314,0.444,0.758,100,0.332,101,107,10,2,0,1,1,3DH,0,Both,No,No,No,No,No,No,No,
Ehire Adrianza#,27,SS,0.4,70,186,162,30,43,9,2,2,24,8,1,16,25,0.265,0.324,0.383,0.707,89,0.313,82,62,0,1,1,6,1,6H7/453D,0,Both,No,No,No,No,No,No,No,
Chris Gimenez,34,C,0.7,74,225,186,28,41,9,0,7,16,1,0,33,60,0.22,0.35,0.382,0.731,97,0.327,97,71,3,4,2,0,0,2/3H175D,0,Right,No,No,No,No,No,No,No,
Zack Granite*,24,CF,0.3,40,107,93,14,22,2,0,1,13,2,2,12,9,0.237,0.321,0.29,0.611,66,0.282,69,27,6,0,1,1,0,8H/79D,0,Left,No,No,No,No,No,No,No,
Ervin Santana,34,P,0.2,3,10,10,3,2,1,0,0,5,0,0,0,3,0.2,0.2,0.3,0.5,31,0.391,143,3,0,0,0,0,0,1,"AS,CYA-7",Right,No,No,No,No,No,No,No,
Mitch Garver,26,UT,0.1,23,52,46,5,9,1,3,0,3,0,0,6,15,0.196,0.288,0.348,0.636,70,0.294,74,16,1,0,0,0,0,2/DH37,0,Right,No,No,No,No,No,No,No,
Danny Santana#,26,OF,0.2,13,26,25,3,5,1,0,1,1,1,0,1,8,0.2,0.231,0.36,0.591,55,0.258,41,9,1,0,0,0,0,/7H945D,0,Both,No,No,No,No,No,No,No,
Niko Goodrum#,25,UT,-0.2,11,18,17,1,1,0,0,0,0,0,0,1,10,0.059,0.111,0.059,0.17,-52,0.083,-78,1,0,0,0,0,0,/4H9D,0,Both,No,No,No,No,No,No,No,
José Berríos,23,P,0.1,3,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,8,0.357,120,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Bartolo Colon,44,P,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-196,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,
Dietrich Enns*,26,P,0.0,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,170,0.4,150,1,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Nik Turley*,27,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-138,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Alex Wimmers*,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,
Taylor Rogers*,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Ryan Pressly,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Brandon Kintzler,32,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No,
Trevor Hildenberger,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Chris Heston,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Justin Haley*,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Tyler Duffey,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Alan Busenitz,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Craig Breslow*,36,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Buddy Boshers*,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Matt Belisle,37,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
