Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Anthony Rizzo*,26,1B,5.8,155,676,583,94,170,43,4,32,109,3,5,74,108,0.292,0.385,0.544,0.928,143,0.394,145,317,13,16,0,3,8,*3/H4,"AS,MVP-4,GG,SS",Left,No,No,No,No,No,No,No
Kris Bryant,24,3B,7.3,155,699,603,121,176,35,3,39,102,8,5,75,154,0.292,0.385,0.554,0.939,146,0.406,152,334,3,18,0,3,5,579/368D,"AS,MVP-1",Right,No,No,No,No,No,No,No
Addison Russell,22,SS,3.7,151,598,525,67,125,25,3,21,95,5,1,55,135,0.238,0.321,0.417,0.738,94,0.326,92,219,11,12,0,6,6,*6/H,"AS,MVP-19",Right,No,No,No,No,No,No,No
Ben Zobrist#,35,2B,3.4,147,631,523,94,142,31,3,18,76,6,4,96,82,0.272,0.386,0.446,0.831,121,0.37,126,233,17,4,4,4,6,*479/H36,AS,Both,No,No,No,No,No,No,No
Javier Báez,23,IF,2.8,142,450,421,50,115,19,1,14,59,12,3,15,108,0.273,0.314,0.423,0.737,94,0.327,92,178,8,11,1,2,3,546H/37,0,Right,No,No,No,No,No,No,No
Jason Heyward*,26,RF,1.0,142,592,530,61,122,27,1,7,49,11,4,54,93,0.23,0.306,0.325,0.631,68,0.292,68,172,12,5,1,2,0,*98/H,GG,Left,No,No,No,No,No,No,No
Dexter Fowler#,30,CF,4.0,125,551,456,84,126,25,7,13,48,13,4,79,124,0.276,0.393,0.447,0.84,123,0.374,127,204,3,11,1,4,0,*8/HD,AS,Both,No,No,No,No,No,No,No
Willson Contreras,24,UT,1.7,76,283,252,33,71,14,1,12,35,2,2,26,67,0.282,0.357,0.488,0.845,122,0.366,124,123,7,4,0,1,0,27/H3,0,Right,No,No,No,No,No,No,No
Miguel Montero*,32,C,-0.3,86,284,241,33,52,8,1,8,33,1,0,38,58,0.216,0.327,0.357,0.684,82,0.312,82,86,8,3,0,2,5,2H/1D,0,Left,No,No,No,No,No,No,No
David Ross,39,C,1.6,67,205,166,24,38,6,0,10,32,0,1,30,54,0.229,0.338,0.446,0.784,106,0.325,94,74,3,0,4,5,6,2H,0,Right,No,No,No,No,No,No,No
Jorge Soler,24,LF,0.2,86,264,227,37,54,9,0,12,31,0,0,31,66,0.238,0.333,0.436,0.769,103,0.344,106,99,5,3,0,3,0,7H/9D,0,Right,No,No,No,No,No,No,No
Matt Szczur,26,LF,0.2,107,200,185,30,48,9,1,5,24,2,4,13,39,0.259,0.312,0.4,0.712,88,0.307,85,74,2,1,1,0,2,H789,0,Right,No,No,No,No,No,No,No
Chris Coghlan*,31,LF,0.6,48,128,103,21,26,7,2,1,16,1,0,22,26,0.252,0.391,0.388,0.779,109,0.348,108,40,2,2,0,1,2,7H/395,0,Left,No,No,No,No,No,No,No
Albert Almora,22,CF,0.7,47,117,112,14,31,9,1,3,14,0,0,5,20,0.277,0.308,0.455,0.763,99,0.341,105,51,5,0,0,0,0,8H/79,0,Right,No,No,No,No,No,No,No
Tommy La Stella*,27,3B,0.4,74,169,148,17,40,12,1,2,11,0,1,18,27,0.27,0.357,0.405,0.763,103,0.344,109,60,2,2,0,0,1,H5/4,0,Left,No,No,No,No,No,No,No
Jason Hammel,33,P,0.3,35,69,65,6,16,3,0,0,7,0,0,1,24,0.246,0.258,0.292,0.55,46,0.252,37,19,0,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No
Jake Arrieta,30,P,0.8,27,70,65,7,17,2,1,2,7,0,0,4,28,0.262,0.304,0.415,0.72,89,0.312,83,27,1,0,1,0,0,1,"AS,CYA-9,SS",Right,No,No,No,No,No,No,No
Jon Lester*,32,P,-0.1,30,75,59,3,6,3,0,0,6,0,0,6,18,0.102,0.185,0.153,0.337,-9,0.163,-43,9,2,0,10,0,0,1/H,"AS,CYA-2",Left,No,No,No,No,No,No,No
Tim Federowicz,28,C,-0.3,17,33,31,3,6,2,0,0,3,0,0,1,12,0.194,0.212,0.258,0.47,24,0.233,26,8,1,0,0,1,0,2/H,0,Right,No,No,No,No,No,No,No
Ryan Kalish*,28,OF,0.1,7,10,7,1,2,0,0,0,2,0,0,1,0,0.286,0.444,0.286,0.73,101,0.358,118,2,0,1,1,0,0,/H79,0,Left,No,No,No,No,No,No,No
John Lackey,37,P,-0.3,28,69,63,1,6,2,0,0,2,0,0,2,31,0.095,0.123,0.127,0.25,-33,0.115,-69,8,1,0,4,0,0,1,0,Right,No,No,No,No,No,No,No
Kyle Hendricks,26,P,-0.2,30,68,58,1,8,0,0,0,2,0,0,1,29,0.138,0.167,0.138,0.305,-17,0.144,-57,8,0,1,8,0,0,1/H,"CYA-3,MVP-23",Right,No,No,No,No,No,No,No
Travis Wood,29,P,0.0,76,12,11,0,2,0,0,0,1,0,0,1,5,0.182,0.25,0.182,0.432,18,0.208,9,2,0,0,0,0,0,1/H7,0,Right,No,No,No,No,No,No,No
Munenori Kawasaki*,35,2B,0.4,14,26,21,3,7,2,0,0,1,2,0,4,5,0.333,0.462,0.429,0.89,140,0.454,172,9,1,1,0,0,0,4/H5,0,Left,No,No,No,No,No,No,No
Trevor Cahill,28,P,0.0,49,11,8,1,1,0,0,0,1,0,0,1,4,0.125,0.222,0.125,0.347,-4,0.167,-50,1,0,0,2,0,0,1/H,0,Right,No,No,No,No,No,No,No
Mike Montgomery*,26,P,0.0,16,11,11,2,1,0,0,0,1,0,0,0,5,0.091,0.091,0.091,0.182,-51,0.164,-24,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Jeimer Candelario#,22,3B,-0.1,5,14,11,0,1,0,0,0,0,0,0,2,5,0.091,0.286,0.091,0.377,7,0.179,-21,1,0,1,0,0,1,/5H,0,Both,No,No,No,No,No,No,No
Kyle Schwarber*,23,LF,-0.1,2,5,4,0,0,0,0,0,0,0,0,1,2,0.0,0.2,0.0,0.2,-40,0.139,-42,0,0,0,0,0,0,/7,0,Left,No,No,No,No,No,No,No
Adam Warren,28,P,-0.1,29,4,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-226,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
