Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Manny Machado,27,3B,3.2,60,254,224,44,68,12,1,16,47,6,3,26,37,0.304,0.37,0.58,0.95,160,0.397,155,130,9,0,0,4,4,*5/D,"MVP-3,SS",Right,No,No,No,No,No,No,No
Fernando Tatis Jr.,21,SS,2.8,59,257,224,50,62,11,2,17,45,11,3,27,61,0.277,0.366,0.571,0.937,156,0.395,150,128,6,5,0,1,1,*6/D,"MVP-4,SS",Right,No,No,No,No,No,No,No
Wil Myers,29,RF,1.8,55,218,198,34,57,14,2,15,40,2,1,18,56,0.288,0.353,0.606,0.959,160,0.402,158,120,0,2,0,0,0,*9/3D,MVP-16,Right,No,No,No,No,No,No,No
Eric Hosmer*,30,1B,1.2,38,156,143,23,41,6,0,9,36,4,0,9,28,0.287,0.333,0.517,0.851,132,0.365,128,74,3,2,0,2,0,3/DH,0,Left,No,No,No,No,No,No,No
Trent Grisham*,23,CF,2.5,59,252,215,42,54,8,3,10,26,10,1,31,64,0.251,0.352,0.456,0.808,123,0.359,123,98,1,3,1,1,0,*8/H,GG,Left,No,No,No,No,No,No,No
Jurickson Profar#,27,LF,1.3,56,202,180,28,50,6,0,7,25,7,1,15,28,0.278,0.343,0.428,0.771,114,0.344,114,77,1,4,1,2,0,74/H938D,0,Both,No,No,No,No,No,No,No
Jake Cronenworth*,26,2B,1.6,54,192,172,26,49,15,3,4,20,3,1,18,30,0.285,0.354,0.477,0.831,129,0.367,133,82,4,1,0,1,0,463/H5,ROY-2,Left,No,No,No,No,No,No,No
Tommy Pham,32,DH,-0.1,31,125,109,13,23,2,0,3,12,6,0,15,27,0.211,0.312,0.312,0.624,75,0.294,75,34,2,1,0,0,0,7D,0,Right,No,No,No,No,No,No,No
Greg Garcia*,30,IF,-0.1,35,71,60,6,12,3,0,0,11,1,0,7,18,0.2,0.279,0.25,0.529,50,0.247,45,15,0,0,3,1,0,H45D,0,Left,No,No,No,No,No,No,No
Ty France,25,CI,0.5,20,61,55,9,17,4,0,2,10,0,0,5,15,0.309,0.377,0.491,0.868,140,0.376,140,27,1,1,0,0,0,D/H35,0,Right,No,No,No,No,No,No,No
Austin Nola,30,C,0.3,19,74,63,9,14,4,0,2,9,0,0,9,17,0.222,0.324,0.381,0.705,96,0.324,103,24,2,1,0,1,0,2/D,0,Right,No,No,No,No,No,No,No
Mitch Moreland*,34,1B,0.0,20,73,69,8,14,5,0,2,8,0,0,4,14,0.203,0.247,0.362,0.609,67,0.27,65,25,0,0,0,0,1,3/DH,0,Left,No,No,No,No,No,No,No
Austin Hedges,27,C,0.0,29,71,57,7,9,1,0,3,6,1,1,6,18,0.158,0.258,0.333,0.591,63,0.258,58,19,3,2,5,1,0,2/DH,0,Right,No,No,No,No,No,No,No
Josh Naylor*,23,UT,0.0,18,38,36,4,10,0,1,1,4,1,0,1,4,0.278,0.316,0.417,0.732,102,0.347,116,15,2,1,0,0,0,/DH937,0,Left,No,No,No,No,No,No,No
