Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Starlin Castro,29,2B,1.1,162,676,636,68,172,31,4,22,86,2,2,28,111,0.27,0.3,0.436,0.736,92,0.31,87,277,23,3,0,9,2,*45/6H,0,Right,No,No,No,No,No,No,No
Brian Anderson,26,3B,3.3,126,520,459,57,120,33,1,20,66,5,1,44,114,0.261,0.342,0.468,0.811,112,0.353,116,215,15,14,0,3,1,59/HD,0,Right,No,No,No,No,No,No,No
Jorge Alfaro,26,C,1.0,130,465,431,44,113,14,1,18,57,4,4,22,154,0.262,0.312,0.425,0.736,93,0.32,95,183,12,10,0,2,1,*2H/3D,0,Right,No,No,No,No,No,No,No
Garrett Cooper,28,1B,1.4,107,421,381,52,107,16,1,15,50,0,0,33,110,0.281,0.344,0.446,0.791,108,0.347,113,170,10,5,0,2,0,39/HD,0,Right,No,No,No,No,No,No,No
Harold Ramírez,24,RF,0.1,119,446,421,54,116,20,3,11,50,2,1,18,91,0.276,0.312,0.416,0.728,91,0.323,95,175,8,5,0,1,1,*798H,0,Right,No,No,No,No,No,No,No
Miguel Rojas,30,SS,0.9,132,526,483,52,137,29,1,5,46,9,5,32,62,0.284,0.331,0.379,0.71,89,0.311,87,183,15,5,1,5,2,*6/3H4,0,Right,No,No,No,No,No,No,No
Neil Walker#,33,CI,0.3,115,381,337,37,88,19,1,8,38,3,0,42,77,0.261,0.344,0.395,0.738,96,0.327,97,133,8,1,0,1,1,3H5/D4,0,Both,No,No,No,No,No,No,No
Curtis Granderson*,38,LF,-0.6,138,363,317,44,58,17,1,12,34,0,3,41,98,0.183,0.281,0.356,0.637,68,0.29,74,113,3,3,0,2,1,7H/9D,0,Left,No,No,No,No,No,No,No
Jon Berti,29,UT,1.5,73,287,256,52,70,14,1,6,24,17,3,24,73,0.273,0.348,0.406,0.755,100,0.342,103,104,2,6,0,1,0,685/H79,0,Right,No,No,No,No,No,No,No
Isan Díaz*,23,2B,-0.9,49,201,179,17,31,5,2,5,23,0,3,19,59,0.173,0.259,0.307,0.566,50,0.251,49,55,2,2,0,1,0,4/H,0,Left,No,No,No,No,No,No,No
