Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Justyn-Henry Malloy,24,DH,-0.4,71,230,202,18,41,7,1,8,21,1,1,23,85,0.203,0.291,0.366,0.658,86,0.289,84,74,2,3,0,2,0,D7H/9,0,Right,No,No,No,No,No,No,No,No,No
Trey Sweeney*,24,SS,0.7,36,119,110,11,24,5,0,4,17,2,0,7,32,0.218,0.269,0.373,0.642,81,0.29,81,41,3,1,0,1,0,6,0,Left,No,No,No,No,No,No,No,No,No
Dillon Dingler,25,C,-0.3,27,87,84,2,14,5,2,1,11,0,0,3,30,0.167,0.195,0.31,0.505,41,0.217,31,26,2,0,0,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Bligh Madris*,28,1B,0.2,21,75,67,8,18,3,0,1,5,0,0,6,20,0.269,0.324,0.358,0.683,95,0.298,89,24,0,0,0,1,0,3/9H,0,Left,No,No,No,No,No,No,No,No,No
Akil Baddoo*,25,LF,-0.5,31,82,73,7,10,2,2,2,5,1,0,8,27,0.137,0.22,0.301,0.521,47,0.23,39,22,0,0,0,1,0,7/89H,0,Left,No,No,No,No,No,No,No,No,No
Ryan Vilade,25,OF,-0.7,17,49,45,5,8,0,0,1,5,0,0,2,12,0.178,0.208,0.244,0.453,29,0.218,31,11,2,0,1,1,0,7/98H3,0,Right,No,No,No,No,No,No,No,No,No
Buddy Kennedy,25,IF,0.2,6,13,10,2,2,0,0,1,4,1,0,2,4,0.2,0.308,0.5,0.808,125,0.35,114,5,0,0,0,1,0,/4H5,0,Right,No,No,No,No,No,No,No,No,No
Jace Jung*,23,3B,-0.5,34,94,79,14,19,5,0,0,3,0,1,15,29,0.241,0.362,0.304,0.665,93,0.304,97,24,3,0,0,0,0,5H/D4,0,Left,No,No,No,No,No,No,No,No,No
Ryan Kreidler,26,SS,-0.5,35,65,59,9,7,0,0,1,2,5,3,6,19,0.119,0.2,0.169,0.369,7,0.17,1,10,2,0,0,0,0,6/5H78D,0,Right,No,No,No,No,No,No,No,No,No
Jason Foley,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Mason Englert#,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,No,No
