Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Paul Goldschmidt,29,1B,6.3,155,665,558,117,166,34,3,36,120,18,5,94,147,0.297,0.404,0.563,0.966,142,0.411,145,314,14,8,0,4,15,*3/DH,"AS,MVP-3,GG,SS",Right,No,No,No,No,No,No,No
Jake Lamb*,26,3B,2.0,149,635,536,89,133,30,4,30,105,6,4,87,152,0.248,0.357,0.487,0.844,112,0.36,110,261,15,7,0,5,13,*5/HD,AS,Left,No,No,No,No,No,No,No
J.D. Martinez,29,RF,2.4,62,257,232,47,70,13,1,29,65,2,0,24,74,0.302,0.366,0.741,1.107,170,0.451,175,172,13,0,0,1,3,9/DH,MVP-14,Right,No,No,No,No,No,No,No
Brandon Drury,24,2B,1.4,135,480,445,41,119,37,2,13,63,1,1,28,103,0.267,0.317,0.447,0.764,91,0.332,90,199,9,5,0,2,1,*4H/D5,0,Right,No,No,No,No,No,No,No
David Peralta*,29,RF,2.4,140,577,525,82,154,31,3,14,57,8,4,43,94,0.293,0.352,0.444,0.796,100,0.352,104,233,7,6,0,3,1,*97H/D,0,Left,No,No,No,No,No,No,No
Chris Owings,25,UT,1.0,97,386,362,41,97,25,1,12,51,12,2,17,87,0.268,0.299,0.442,0.741,85,0.333,86,160,3,1,2,4,0,694/H7,0,Right,No,No,No,No,No,No,No
Daniel Descalso*,30,UT,-0.2,130,398,344,47,80,16,5,10,51,4,0,48,89,0.233,0.332,0.395,0.727,84,0.324,82,136,6,4,0,2,0,47H35/16D,0,Left,No,No,No,No,No,No,No
AJ Pollock,29,CF,2.9,112,466,425,73,113,33,6,14,49,20,6,35,71,0.266,0.33,0.471,0.801,100,0.357,105,200,8,6,0,0,1,*8/HD,0,Right,No,No,No,No,No,No,No
Chris Iannetta,34,C,1.8,89,316,272,38,69,19,0,17,43,0,0,37,87,0.254,0.354,0.511,0.865,116,0.375,120,139,3,6,0,1,0,2H/5,0,Right,No,No,No,No,No,No,No
Yasmany Tomás,26,LF,-0.4,47,180,166,19,40,11,1,8,32,0,0,13,50,0.241,0.294,0.464,0.758,88,0.335,92,77,2,0,0,1,0,7/H,0,Right,No,No,No,No,No,No,No
Chris Herrmann*,29,UT,-0.8,106,256,226,35,41,7,0,10,27,5,0,29,67,0.181,0.273,0.345,0.619,56,0.281,49,78,1,0,0,1,0,2H7/39,0,Left,No,No,No,No,No,No,No
Nick Ahmed,27,SS,0.5,53,178,167,24,42,8,1,6,21,3,4,10,39,0.251,0.298,0.419,0.717,79,0.296,69,70,6,1,0,0,3,6/H,0,Right,No,No,No,No,No,No,No
Ketel Marte#,23,SS,1.4,73,255,223,30,58,11,2,5,18,3,1,29,37,0.26,0.345,0.395,0.74,88,0.328,86,88,3,1,0,2,3,6/H5,0,Both,No,No,No,No,No,No,No
Grégor Blanco*,33,OF,-0.2,90,256,224,43,55,10,3,3,13,15,1,31,59,0.246,0.337,0.357,0.694,77,0.325,75,80,2,0,1,0,0,78H/9,0,Left,No,No,No,No,No,No,No
Jeff Mathis,34,C,-0.4,60,203,186,13,40,10,2,2,11,1,0,14,61,0.215,0.277,0.323,0.6,52,0.265,40,60,6,2,1,0,1,2/H,0,Right,No,No,No,No,No,No,No
Jeremy Hazelbaker*,29,OF,0.9,41,61,52,10,18,2,2,2,10,1,0,9,20,0.346,0.443,0.577,1.02,156,0.439,166,30,0,0,0,0,2,H7/98,0,Left,No,No,No,No,No,No,No
