Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Pete Alonso,24,1B,5.5,161,693,597,103,155,30,2,53,120,1,0,72,183,0.26,0.358,0.583,0.941,147,0.399,154,348,13,21,0,3,6,*3/HD,"AS,MVP-7,ROY-1",Right,No,No,No,No,No,No,No,No,No
Michael Conforto*,26,RF,3.6,151,648,549,90,141,29,1,33,92,7,2,84,149,0.257,0.363,0.494,0.856,127,0.365,128,271,11,10,0,5,5,*98/H,0,Left,No,No,No,No,No,No,No,No,No
Jeff McNeil*,27,UT,5.1,133,567,510,83,162,38,1,23,75,5,6,35,75,0.318,0.384,0.531,0.916,143,0.389,149,271,5,21,0,1,2,7945/H,AS,Left,No,No,No,No,No,No,No,No,No
Wilson Ramos,31,C,2.1,141,524,473,52,136,19,0,14,73,1,0,44,69,0.288,0.351,0.416,0.768,106,0.336,108,197,16,4,0,3,5,*2H/D,0,Right,No,No,No,No,No,No,No,No,No
Amed Rosario,23,SS,3.0,157,655,616,75,177,30,7,15,72,19,10,31,124,0.287,0.323,0.432,0.755,101,0.329,104,266,13,3,2,3,2,*6/H7D,0,Right,No,No,No,No,No,No,No,No,No
Todd Frazier,33,3B,2.1,133,499,447,63,112,19,2,21,67,1,2,40,106,0.251,0.329,0.443,0.772,105,0.335,109,198,9,12,0,0,1,*5H/3D,0,Right,No,No,No,No,No,No,No,No,No
J.D. Davis,26,LF,1.2,140,453,410,65,126,22,1,22,57,3,0,38,97,0.307,0.369,0.527,0.895,137,0.384,142,216,14,3,0,2,2,7H5/D,0,Right,No,No,No,No,No,No,No,No,No
Robinson Canó*,36,2B,0.6,107,423,390,46,100,28,0,13,39,0,0,25,69,0.256,0.307,0.428,0.736,95,0.314,92,167,16,5,0,3,3,4/HD,0,Left,No,No,No,No,No,No,No,No,No
Brandon Nimmo*,26,OF,0.9,69,254,199,34,44,11,1,8,29,3,0,46,71,0.221,0.375,0.407,0.783,111,0.348,115,81,1,5,1,3,2,87/H9,0,Left,No,No,No,No,No,No,No,No,No
Juan Lagares,30,CF,-0.7,133,285,258,38,55,12,1,5,27,4,1,22,75,0.213,0.279,0.326,0.605,62,0.265,55,84,8,2,2,1,4,*8H,0,Right,No,No,No,No,No,No,No,No,No
Dominic Smith*,24,LF,0.7,89,197,177,35,50,10,0,11,25,1,2,19,44,0.282,0.355,0.525,0.881,132,0.367,133,93,5,1,0,0,0,H37/9,0,Left,No,No,No,No,No,No,No,No,No
Adeiny Hechavarría,30,2B,-0.3,60,151,142,20,29,7,0,5,18,3,1,8,33,0.204,0.252,0.359,0.611,62,0.279,66,51,2,1,0,0,0,4H6/5,0,Right,No,No,No,No,No,No,No,No,No
Tomás Nido,25,C,-0.8,50,144,136,9,26,5,0,4,14,0,0,7,37,0.191,0.231,0.316,0.547,45,0.229,30,43,4,0,1,0,2,2/H,0,Right,No,No,No,No,No,No,No,No,No
Joe Panik*,28,2B,0.4,39,103,94,17,26,4,1,2,12,0,0,7,9,0.277,0.333,0.404,0.738,98,0.338,110,38,1,1,1,0,0,4H,0,Left,No,No,No,No,No,No,No,No,No
Carlos Gómez,33,OF,-0.3,34,99,86,10,17,3,0,3,10,4,1,7,30,0.198,0.278,0.337,0.616,65,0.284,67,29,3,3,2,1,0,87/9H,0,Right,No,No,No,No,No,No,No,No,No
Rajai Davis,38,OF,-0.1,29,26,25,4,5,2,0,1,8,0,1,1,5,0.2,0.231,0.4,0.631,65,0.279,81,10,0,0,0,0,0,H7/9,0,Right,No,No,No,No,No,No,No,No,No
Jacob deGrom*,31,P,0.6,31,70,65,4,13,2,0,2,6,0,0,4,19,0.2,0.246,0.323,0.569,52,0.245,42,21,0,0,1,0,0,1/H,"AS,CYA-1,MVP-10",Left,No,No,No,No,No,No,No,No,No
Zack Wheeler*,29,P,0.6,28,64,57,5,12,2,0,1,6,0,0,2,19,0.211,0.262,0.298,0.561,51,0.261,52,17,0,2,3,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Luis Guillorme*,24,IF,0.4,45,70,61,8,15,4,0,1,3,0,0,7,14,0.246,0.324,0.361,0.684,84,0.302,83,22,2,0,2,0,0,H/465D,0,Left,No,No,No,No,No,No,No,No,No
René Rivera,35,C,-0.1,9,20,17,2,4,0,0,1,3,0,0,3,4,0.235,0.35,0.412,0.762,104,0.334,107,7,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Keon Broxton,29,OF,-0.5,34,53,49,5,7,1,0,0,2,4,1,4,22,0.143,0.208,0.163,0.371,2,0.181,-9,8,1,0,0,0,0,7H/89,0,Right,No,No,No,No,No,No,No,No,No
Travis d'Arnaud,30,C,-0.4,10,25,23,2,2,0,0,0,2,0,0,2,5,0.087,0.16,0.087,0.247,-30,0.126,-42,2,1,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Aaron Altherr,28,OF,-0.3,26,35,31,6,4,1,0,1,2,0,0,2,15,0.129,0.2,0.258,0.458,22,0.199,10,8,0,1,0,1,0,7H/89,0,Right,No,No,No,No,No,No,No,No,No
Noah Syndergaard*,26,P,-0.1,30,69,65,6,6,1,0,2,2,0,0,3,47,0.092,0.132,0.2,0.332,-12,0.145,-31,13,1,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Steven Matz,28,P,0.3,35,61,57,4,13,0,0,1,1,0,0,0,17,0.228,0.228,0.281,0.509,36,0.232,29,16,0,0,4,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Corey Oswalt,25,P,0.0,2,3,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-250,0,0,0,1,1,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Seth Lugo,29,P,0.1,57,1,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,444,0.887,508,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sam Haggerty#,25,UT,-0.1,11,4,4,2,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,H/49,0,Both,No,No,No,No,No,No,No,No,No
Jed Lowrie#,35,0,0,9,8,7,0,0,0,0,0,0,0,0,1,4,0.0,0.125,0.0,0.125,-61,0.087,-71,0,0,0,0,0,0,/H,0,Both,No,No,No,No,No,No,No,No,No
Jason Vargas*,36,P,-0.3,17,31,28,0,2,0,0,0,0,0,0,0,16,0.071,0.071,0.071,0.143,-61,0.063,-107,2,1,0,3,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Rubén Tejada,29,IF,-0.2,6,9,9,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/456H,0,Right,No,No,No,No,No,No,No,No,No
Marcus Stroman,28,P,-0.2,11,23,21,2,1,0,0,0,0,0,0,0,11,0.048,0.048,0.048,0.095,-74,0.038,-125,1,1,0,2,0,0,1,AS,Right,No,No,No,No,No,No,No,No,No
Walker Lockett,25,P,0.0,9,7,6,0,1,0,0,0,0,0,0,1,4,0.167,0.286,0.167,0.452,28,0.226,29,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Drew Gagnon,29,P,0.0,17,4,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,81,0.296,72,1,1,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Wilmer Font,29,P,0.1,14,4,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,81,0.296,72,1,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Chris Mazza,29,P,0.0,8,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Chris Flexen,24,P,0.1,9,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,172,0.444,188,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Paul Sewald,29,P,0.0,17,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Robert Gsellman,25,P,0.1,50,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.693,367,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Donnie Hart*,28,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
