Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Bryan Reynolds#,28,LF,2.4,145,640,574,85,151,31,5,24,84,12,1,53,138,0.263,0.33,0.46,0.79,111,0.343,111,264,13,7,0,6,2,*7D8/H,0,Both,No,No,No,No,No,No,No
Jack Suwinski*,24,CF,2.2,144,534,447,63,100,21,2,26,74,13,2,75,172,0.224,0.339,0.454,0.793,113,0.349,115,203,2,6,0,6,2,*897H/D,0,Left,No,No,No,No,No,No,No
Ke'Bryan Hayes,26,3B,4.0,124,525,494,65,134,31,7,15,61,10,6,28,104,0.271,0.309,0.453,0.762,103,0.324,101,224,11,0,0,3,1,*5/DH,GG,Right,No,No,No,No,No,No,No
Carlos Santana#,37,1B,1.6,94,393,345,45,81,25,0,12,53,6,0,45,69,0.235,0.321,0.412,0.732,97,0.329,101,142,3,0,0,3,0,3/D,0,Both,No,No,No,No,No,No,No
Andrew McCutchen,36,DH,1.5,112,473,390,55,100,19,0,12,43,11,3,75,100,0.256,0.378,0.397,0.776,112,0.348,115,155,8,4,0,4,1,D/9H,0,Right,No,No,No,No,No,No,No
Connor Joe,30,UT,0.7,133,472,413,63,102,31,4,11,42,3,5,50,110,0.247,0.339,0.421,0.76,105,0.332,108,174,4,8,0,1,0,937H/D,0,Right,No,No,No,No,No,No,No
Joshua Palacios*,27,OF,-0.2,91,264,247,26,59,9,2,10,40,5,0,12,56,0.239,0.279,0.413,0.692,85,0.3,80,102,7,2,2,1,0,9H78/D,0,Left,No,No,No,No,No,No,No
Ji Hwan Bae*,23,2B,-0.4,111,371,334,54,77,17,2,2,32,24,9,30,92,0.231,0.296,0.311,0.608,66,0.276,64,104,4,2,3,2,0,48H/6,0,Left,No,No,No,No,No,No,No
Liover Peguero,22,MI,-0.5,59,213,198,21,47,4,1,7,26,6,2,11,67,0.237,0.28,0.374,0.653,75,0.282,69,74,6,1,2,1,0,64,0,Right,No,No,No,No,No,No,No
Henry Davis,23,RF,-1.4,62,255,225,27,48,10,0,7,24,3,5,25,69,0.213,0.302,0.351,0.653,77,0.283,76,79,3,4,0,1,2,9D/2H,0,Right,No,No,No,No,No,No,No
Rodolfo Castro#,24,MI,-0.1,78,224,197,19,45,7,0,6,22,1,4,21,62,0.228,0.317,0.355,0.672,83,0.301,89,70,4,5,0,1,1,46H/5D,0,Both,No,No,No,No,No,No,No
Jared Triolo,25,3B,2.1,54,209,181,30,54,9,0,3,21,6,1,24,63,0.298,0.388,0.398,0.785,114,0.367,128,72,0,3,0,1,0,54/3HD,0,Right,No,No,No,No,No,No,No
Tucupita Marcano*,23,SS,-0.3,75,220,202,16,47,12,2,3,18,5,2,10,35,0.233,0.276,0.356,0.633,70,0.284,71,72,2,3,3,2,0,64H/5D,0,Left,No,No,No,No,No,No,No
Miguel Andujar,28,RF,0.0,30,90,84,9,21,7,0,4,18,2,0,6,13,0.25,0.3,0.476,0.776,106,0.345,111,40,1,0,0,0,0,9/HD7,0,Right,No,No,No,No,No,No,No
Jason Delay,28,C,0.0,70,187,167,20,42,11,1,1,18,0,0,14,44,0.251,0.319,0.347,0.666,81,0.294,79,58,5,3,2,1,0,2/H,0,Right,No,No,No,No,No,No,No
Austin Hedges,30,C,-1.0,65,187,161,13,29,5,0,1,14,1,0,11,39,0.18,0.237,0.23,0.467,28,0.214,16,37,7,2,9,3,0,2,0,Right,No,No,No,No,No,No,No
Alfonso Rivas III*,26,1B,0.3,40,106,94,6,22,8,1,3,14,1,0,7,29,0.234,0.305,0.436,0.741,98,0.319,95,41,1,3,1,1,0,3/H7,0,Left,No,No,No,No,No,No,No
Nick Gonzales,24,2B,-0.2,35,128,115,12,24,8,1,2,13,0,1,6,36,0.209,0.268,0.348,0.616,66,0.261,57,40,0,4,1,2,0,4/6H,0,Right,No,No,No,No,No,No,No
