Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
José Abreu,29,1B,3.1,159,695,624,67,183,32,1,25,100,0,2,47,125,0.293,0.353,0.468,0.82,124,0.357,127,292,21,15,0,9,7,*3/D,0,Right,No
Todd Frazier,30,3B,3.4,158,666,590,89,133,21,0,40,98,15,5,64,163,0.225,0.302,0.464,0.767,107,0.337,110,274,11,4,1,7,1,*5/3D,0,Right,No
Melky Cabrera#,31,LF,2.5,151,646,591,70,175,42,5,14,86,2,0,47,69,0.296,0.345,0.455,0.8,118,0.349,119,269,17,0,3,5,2,*7/DH,0,Both,No
Adam Eaton*,27,RF,6.6,157,706,619,91,176,29,9,14,59,14,5,63,115,0.284,0.362,0.428,0.79,117,0.348,118,265,6,14,7,3,2,*98/7DH,MVP-19,Left,No
Avisaíl García,25,DH,0.9,120,453,413,59,101,18,2,12,51,4,4,34,115,0.245,0.307,0.385,0.692,89,0.315,97,159,9,4,0,2,0,D97/H,0,Right,No
Tyler Saladino,26,MI,1.9,93,319,298,33,84,14,0,8,38,11,5,13,62,0.282,0.315,0.409,0.725,98,0.32,98,122,11,3,2,3,0,465/H3D789,0,Right,No
Brett Lawrie,26,2B,1.2,94,384,351,35,87,22,0,12,36,7,3,30,109,0.248,0.31,0.413,0.723,97,0.315,95,145,3,2,0,1,2,4/D,0,Right,No
Dioner Navarro#,32,C,-0.8,85,298,271,25,57,13,2,6,32,1,2,20,63,0.21,0.267,0.339,0.606,66,0.264,59,92,5,2,2,3,0,2/HD,0,Both,No
Tim Anderson,23,SS,2.4,99,431,410,57,116,22,6,9,30,10,2,13,117,0.283,0.306,0.432,0.738,100,0.326,101,177,15,1,6,1,0,6,ROY-7,Right,No
Justin Morneau*,35,DH,0.2,58,218,203,16,53,14,1,6,25,0,0,12,52,0.261,0.303,0.429,0.731,99,0.318,97,87,5,1,0,2,1,D/H,0,Left,No
Yolmer Sánchez#,24,2B,-0.3,53,163,154,15,32,9,1,4,21,0,1,5,42,0.208,0.236,0.357,0.593,60,0.26,57,55,1,1,2,1,0,4H/56D,0,Both,No
Austin Jackson,29,CF,-0.1,54,203,181,24,46,12,2,0,18,2,1,17,39,0.254,0.318,0.343,0.661,83,0.293,79,62,3,1,2,2,0,8/H,0,Right,No
JB Shuck*,29,CF,-1.8,80,241,224,27,46,5,2,4,14,3,3,12,21,0.205,0.248,0.299,0.547,50,0.243,44,67,5,1,3,1,0,8HD/791,0,Left,No
Alex Avila*,29,C,1.0,57,209,169,19,36,6,0,7,11,0,0,38,78,0.213,0.359,0.373,0.732,103,0.328,105,63,3,1,0,1,0,2/DH,0,Left,No
Omar Narváez*,24,C,0.3,34,117,101,13,27,4,0,1,10,0,0,14,14,0.267,0.35,0.337,0.687,92,0.312,93,34,0,0,0,2,1,2/H,0,Left,No
Jimmy Rollins#,37,SS,-0.4,41,166,149,25,33,8,1,2,8,5,2,16,33,0.221,0.295,0.329,0.624,72,0.277,66,49,2,0,0,1,0,6/DH,0,Both,No
Jerry Sands,28,UT,-0.3,24,58,55,2,13,0,0,1,7,0,0,3,24,0.236,0.276,0.291,0.567,57,0.255,51,16,3,0,0,0,0,D/H379,0,Right,No
Leury García#,25,CF,-0.2,18,50,48,6,11,1,1,1,5,2,1,1,13,0.229,0.26,0.354,0.614,67,0.261,56,17,0,1,0,0,0,8/H,0,Both,No
Jason Coats,26,OF,0.2,28,58,50,8,10,4,0,1,4,1,0,5,12,0.2,0.298,0.34,0.638,76,0.302,83,17,1,2,1,0,0,9H/7D,0,Right,No
Héctor Sánchez#,26,C,-0.1,2,8,7,0,1,0,0,0,1,0,0,1,2,0.143,0.25,0.143,0.393,13,0.198,10,1,0,0,0,0,0,/2,0,Both,No
Matt Davidson,25,DH,0.0,1,2,2,1,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,178,0.446,191,1,0,0,0,0,0,/D,0,Right,No
Anthony Ranaudo,26,P,0.1,2,3,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667,326,0.664,346,4,0,0,0,0,0,/1,0,Right,No
Kevan Smith,28,C,-0.1,7,16,16,2,2,0,0,0,0,0,0,0,6,0.125,0.125,0.125,0.25,-30,0.161,-17,2,1,0,0,0,0,/2D,0,Right,No
Charlie Tilson*,23,CF,0.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,178,0.446,191,1,0,0,0,0,0,/8,0,Left,No
Chris Sale*,27,P,0.0,3,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7,0.133,-38,1,0,0,0,0,0,1,"AS,CYA-5,MVP-16",Left,No
James Shields,34,P,0.0,2,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,39,0.199,11,1,0,0,0,0,0,1,0,Right,No
Carlos Rodón*,23,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,1,0,Left,No
Mat Latos,28,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Right,No
Jose Quintana,27,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,"AS,CYA-10",Right,No
Matt Albers*,33,P,0.1,4,1,1,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,697,1.233,742,2,0,0,0,0,0,1,0,Left,No
Miguel González,32,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No
Blake Smith*,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No
Jacob Turner,25,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Michael Ynoa,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
David Robertson,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Zach Putnam,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Juan Minaya,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Tommy Kahnle,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Nate Jones,30,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Dan Jennings*,29,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Carson Fulmer,22,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No
Zach Duke*,33,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Chris Beck,25,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
