Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Kutter Crawford,28,SP,2.0,9,16,.360,4.36,33,33,0,0,0,0,183.2,155,97,89,34,51,0,175,9,0,4,759,98,4.65,1.122,7.6,1.7,2.5,8.6,3.43,
2,Tanner Houck,28,SP,3.5,9,10,.474,3.12,30,30,0,1,1,0,178.2,156,75,62,11,48,1,154,16,0,2,743,137,3.32,1.142,7.9,0.6,2.4,7.8,3.21,AS
3,Brayan Bello,25,SP,1.5,14,8,.636,4.49,30,30,0,0,0,0,162.1,157,84,81,19,64,0,153,11,1,6,702,95,4.19,1.361,8.7,1.1,3.5,8.5,2.39,
4,Nick Pivetta,31,SP,1.8,6,12,.333,4.14,27,26,0,0,0,0,145.2,128,70,67,28,36,1,172,1,0,4,595,103,4.07,1.126,7.9,1.7,2.2,10.6,4.78,
5,Cooper Criswell,27,SP,0.7,6,5,.545,4.08,26,18,4,0,0,0,99.1,103,52,45,10,31,0,73,7,0,2,424,105,4.15,1.349,9.3,0.9,2.8,6.6,2.35,
6,Kenley Jansen,36,CL,1.3,4,2,.667,3.29,54,0,38,0,0,27,54.2,38,20,20,4,20,2,62,1,2,2,218,130,3.00,1.061,6.3,0.7,3.3,10.2,3.10,
7,Greg Weissert,29,RP,0.6,4,2,.667,3.13,62,0,16,0,0,1,63.1,65,32,22,7,20,4,58,0,0,2,263,137,3.72,1.342,9.2,1.0,2.8,8.2,2.90,
8,Zack Kelly,29,RP,0.6,6,3,.667,3.97,49,3,8,0,0,0,56.2,44,31,25,10,27,3,61,2,1,2,241,108,4.84,1.253,7.0,1.6,4.3,9.7,2.26,
9,Brennan Bernardino*,32,RP,0.5,4,3,.571,4.06,57,3,4,0,0,0,51.0,50,25,23,6,22,6,56,6,0,7,226,106,4.15,1.412,8.8,1.1,3.9,9.9,2.55,
10,Chris Martin,38,RP,0.2,3,1,.750,3.45,45,0,9,0,0,2,44.1,47,22,17,5,3,1,50,3,0,2,180,124,2.78,1.128,9.5,1.0,0.6,10.2,16.67,
11,Josh Winckowski,26,,0.4,4,2,.667,4.14,40,6,16,0,0,2,76.0,81,44,35,10,26,3,60,4,0,1,336,103,4.48,1.408,9.6,1.2,3.1,7.1,2.31,
12,Justin Slaten,26,,0.9,6,2,.750,2.93,44,0,8,0,0,2,55.1,47,21,18,4,9,0,58,2,0,4,224,146,2.61,1.012,7.6,0.7,1.5,9.4,6.44,
13,Chase Anderson,36,,-0.4,0,2,.000,4.85,27,1,22,0,0,3,52.0,46,34,28,10,19,1,35,3,0,2,224,89,5.59,1.250,8.0,1.7,3.3,6.1,1.84,
14,Cam Booser*,32,,0.8,2,3,.400,3.38,43,0,7,0,0,1,42.2,41,17,16,5,16,1,43,0,0,0,183,127,3.80,1.336,8.6,1.1,3.4,9.1,2.69,
15,Brad Keller,28,,-0.3,0,2,.000,5.84,11,0,6,0,0,1,24.2,31,18,16,4,9,0,19,2,0,1,116,74,5.07,1.622,11.3,1.5,3.3,6.9,2.11,
16,Richard Fitts,24,,0.6,0,1,.000,1.74,4,4,0,0,0,0,20.2,19,6,4,0,7,0,9,0,0,1,85,249,3.31,1.258,8.3,0.0,3.0,3.9,1.29,
17,Garrett Whitlock,28,,0.9,1,0,1.000,1.96,4,4,0,0,0,0,18.1,14,4,4,1,7,0,17,1,0,0,75,221,3.33,1.145,6.9,0.5,3.4,8.3,2.43,
18,Bailey Horn*,26,,-0.3,1,1,.500,6.50,18,0,3,0,0,0,18.0,22,14,13,5,10,2,13,0,0,0,88,67,7.00,1.778,11.0,2.5,5.0,6.5,1.30,
19,Luis García,37,,-0.6,0,0,,8.22,15,0,2,0,0,0,15.1,24,15,14,4,1,1,13,0,0,0,72,53,5.06,1.630,14.1,2.3,0.6,7.6,13.00,
20,Lucas Sims,30,,-0.3,0,2,.000,6.43,15,0,1,0,0,0,14.0,11,10,10,2,10,0,9,1,0,1,61,68,6.09,1.500,7.1,1.3,6.4,5.8,0.90,
21,Joely Rodríguez*,32,,-0.5,0,1,.000,5.93,14,0,2,0,0,0,13.2,19,13,9,3,2,0,12,1,0,1,64,74,4.92,1.537,12.5,2.0,1.3,7.9,6.00,
22,James Paxton*,35,,-0.1,1,1,.500,4.09,3,3,0,0,0,0,11.0,13,8,5,1,2,0,9,0,0,0,47,108,3.26,1.364,10.6,0.8,1.6,7.4,4.50,
23,Luis Guerrero,23,,0.5,0,0,,0.00,9,0,2,0,0,0,10.0,6,1,0,0,2,0,9,0,0,0,36,,1.97,0.800,5.4,0.0,1.8,8.1,4.50,
24,Chase Shugart,27,,0.0,0,0,,4.15,6,0,4,0,0,1,8.2,8,4,4,1,3,0,8,0,0,0,36,107,3.86,1.269,8.3,1.0,3.1,8.3,2.67,
25,Isaiah Campbell,26,,-1.2,0,1,.000,16.20,8,0,1,0,0,0,6.2,14,13,12,3,2,0,6,0,0,1,37,28,8.12,2.400,18.9,4.1,2.7,8.1,3.00,
26,Quinn Priester,23,,0.2,1,0,1.000,1.80,1,1,0,0,0,0,5.0,4,1,1,0,1,0,2,1,0,0,20,254,3.57,1.000,7.2,0.0,1.8,3.6,2.00,
27,Zach Penrod*,27,,0.1,0,0,,2.25,7,0,0,0,0,0,4.0,3,2,1,0,4,0,3,1,0,1,20,206,5.42,1.750,6.8,0.0,9.0,6.8,0.75,
28,Naoyuki Uwasawa,30,,0.1,0,0,,2.25,2,0,2,0,0,0,4.0,2,1,1,0,2,0,3,0,0,0,16,206,3.17,1.000,4.5,0.0,4.5,6.8,1.50,
29,Rich Hill*,44,,0.0,0,1,.000,4.91,4,0,1,0,0,0,3.2,1,2,2,1,3,0,5,1,0,0,15,95,7.26,1.091,2.5,2.5,7.4,12.3,1.67,
30,Dominic Smith*,29,,0.1,0,0,,0.00,3,0,3,0,0,0,3.0,2,0,0,0,1,0,0,0,0,0,11,,4.17,1.000,6.0,0.0,3.0,0.0,0.00,
31,Trey Wingenter,30,,-0.2,0,0,,27.00,2,0,1,0,0,0,2.1,5,7,7,1,2,0,3,0,0,1,14,18,8.74,3.000,19.3,3.9,7.7,11.6,1.50,
32,Joe Jacques*,29,,0.0,0,0,,5.40,1,0,0,0,0,0,1.2,3,1,1,0,0,0,2,1,0,1,9,96,2.57,1.800,16.2,0.0,0.0,10.8,,
33,Yohan Ramírez,29,,-0.2,0,0,,13.50,1,0,0,0,0,0,1.1,3,3,2,0,0,0,1,2,0,1,9,40,6.17,2.250,20.3,0.0,0.0,6.8,,
34,Pablo Reyes,30,,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,5,,6.17,2.000,9.0,0.0,9.0,0.0,0.00,
