Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Gabriel Arias,22,IF,0.2,16,57,47,9,9,1,1,1,5,1,0,8,16,0.191,0.321,0.319,0.641,87,0.325,108,15,1,1,1,0,0,/5463H,0,Right,No,No,No,No,No,No,No,No,No
Will Benson*,24,OF,-0.3,28,61,55,8,10,1,0,0,3,0,0,3,19,0.182,0.25,0.2,0.45,33,0.226,38,11,1,2,1,0,0,8/H97D,0,Left,No,No,No,No,No,No,No,No,No
Tyler Freeman,23,IF,-0.3,24,86,77,9,19,3,0,0,3,1,0,4,11,0.247,0.314,0.286,0.6,76,0.288,82,22,2,4,0,1,0,5/64HD,0,Right,No,No,No,No,No,No,No,No,No
Sandy León#,33,C,-0.2,8,21,15,0,2,0,0,0,0,0,0,6,4,0.133,0.381,0.133,0.514,59,0.282,80,2,1,0,0,0,0,/21,0,Both,No,No,No,No,No,No,No,No,No
Bobby Bradley*,26,1B,-0.4,8,17,17,1,2,0,0,0,0,0,0,0,9,0.118,0.118,0.118,0.235,-31,0.106,-48,2,0,0,0,0,0,/3H,0,Left,No,No,No,No,No,No,No,No,No
Alex Call,27,OF,0.1,12,16,12,2,2,0,0,0,0,0,0,4,4,0.167,0.375,0.167,0.542,65,0.278,77,2,0,0,0,0,0,/9H87,0,Right,No,No,No,No,No,No,No,No,No
Bryan Lavastida,23,C,-0.1,6,15,12,0,1,0,0,0,0,0,0,3,4,0.083,0.267,0.083,0.35,8,0.197,18,1,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Yu Chang,26,IF,-0.3,4,10,10,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/345H,0,Right,No,No,No,No,No,No,No,No,No
Bo Naylor*,22,C,-0.2,5,8,8,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/2D,0,Left,No,No,No,No,No,No,No,No,No
Enyel De Los Santos,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Bryan Shaw#,34,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,No,No
