Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Cal Quantrill,26,SP,3.7,8,3,.727,2.89,40,22,2,0,0,0,149.2,129,55,48,16,47,0,121,9,0,3,616,149,4.07,1.176,7.8,1.0,2.8,7.3,2.57,
2,Zach Plesac,26,SP,1.1,10,6,.625,4.67,25,25,0,0,0,0,142.2,137,79,74,23,34,1,100,7,1,5,598,92,4.73,1.199,8.6,1.5,2.1,6.3,2.94,
3,Aaron Civale,26,SP,2.0,12,5,.706,3.84,21,21,0,0,0,0,124.1,108,56,53,23,31,0,99,4,1,3,498,112,4.83,1.118,7.8,1.7,2.2,7.2,3.19,
4,Triston McKenzie,23,SP,1.0,5,9,.357,4.95,25,24,0,0,0,0,120.0,84,66,66,21,58,0,136,3,2,2,495,87,4.70,1.183,6.3,1.6,4.4,10.2,2.34,
5,Shane Bieber,26,SP,2.6,7,4,.636,3.17,16,16,0,0,0,0,96.2,84,36,34,11,33,0,134,4,0,5,405,136,3.03,1.210,7.8,1.0,3.1,12.5,4.06,AS
6,Eli Morgan,25,SP,0.3,5,7,.417,5.34,18,18,0,0,0,0,89.1,90,54,53,20,22,0,81,4,1,0,379,81,5.14,1.254,9.1,2.0,2.2,8.2,3.68,
7,Emmanuel Clase,23,CL,2.8,4,5,.444,1.29,71,0,51,0,0,24,69.2,51,18,10,2,16,3,74,0,1,3,279,333,2.11,0.962,6.6,0.3,2.1,9.6,4.63,ROY-5
8,Bryan Shaw,33,RP,1.2,6,7,.462,3.49,81,0,10,0,0,2,77.1,69,33,30,10,38,0,71,1,0,6,334,123,4.53,1.384,8.0,1.2,4.4,8.3,1.87,
9,Nick Wittgren,30,RP,-0.1,2,9,.182,5.05,60,1,13,0,0,1,62.1,61,38,35,13,17,5,61,2,0,2,258,85,4.84,1.251,8.8,1.9,2.5,8.8,3.59,
10,James Karinchak,25,RP,0.9,7,4,.636,4.07,60,0,26,0,0,11,55.1,35,27,25,9,32,0,78,2,0,3,235,106,4.31,1.211,5.7,1.5,5.2,12.7,2.44,
11,Blake Parker,36,RP,0.9,2,1,.667,3.09,47,0,13,0,0,0,43.2,43,15,15,5,14,0,37,2,0,1,185,140,4.06,1.305,8.9,1.0,2.9,7.6,2.64,
12,Sam Hentges*,24,,-1.0,1,4,.200,6.68,30,12,6,0,0,0,68.2,90,54,51,10,32,0,68,0,0,11,318,64,4.48,1.777,11.8,1.3,4.2,8.9,2.13,
13,Trevor Stephan,25,,0.4,3,1,.750,4.41,43,0,13,0,0,1,63.1,58,32,31,15,31,1,75,3,0,0,282,98,5.49,1.405,8.2,2.1,4.4,10.7,2.42,
14,J.C. Mejía,24,,-1.2,1,7,.125,8.25,17,11,1,0,0,0,52.1,60,48,48,13,24,0,47,3,2,2,238,52,6.15,1.605,10.3,2.2,4.1,8.1,1.96,
15,Logan Allen*,24,,-0.7,2,7,.222,6.26,14,11,1,0,0,0,50.1,58,39,35,12,17,0,37,4,0,4,222,69,6.05,1.490,10.4,2.1,3.0,6.6,2.18,
16,Phil Maton,28,,0.2,2,0,1.000,4.57,38,1,3,0,0,0,41.1,36,21,21,4,20,0,61,3,0,0,178,94,3.15,1.355,7.8,0.9,4.4,13.3,3.05,
17,Nick Sandlin,24,,0.4,1,1,.500,2.94,34,0,4,0,0,0,33.2,21,15,11,2,17,0,48,4,0,1,141,147,2.96,1.129,5.6,0.5,4.5,12.8,2.82,
18,Justin Garza,27,,0.1,2,1,.667,4.71,21,0,6,0,0,0,28.2,27,16,15,5,18,0,29,0,0,0,128,92,5.30,1.570,8.5,1.6,5.7,9.1,1.61,
19,Alex Young*,27,,-0.3,0,0,,7.84,10,0,5,0,0,0,10.1,15,9,9,1,7,1,5,2,0,1,53,57,6.07,2.129,13.1,0.9,6.1,4.4,0.71,
20,Kyle Nelson*,24,,-0.3,0,0,,9.31,10,0,4,0,0,0,9.2,10,10,10,0,8,0,8,2,0,0,49,48,4.62,1.862,9.3,0.0,7.4,7.4,1.00,
21,Francisco Pérez*,23,,0.1,0,0,,4.05,4,0,1,0,0,0,6.2,6,3,3,0,3,0,5,0,0,0,28,111,3.02,1.350,8.1,0.0,4.1,6.8,1.67,
22,Anthony Gose*,30,,0.2,0,0,,1.35,6,0,0,0,0,0,6.2,2,1,1,0,2,0,9,0,0,0,24,334,1.37,0.600,2.7,0.0,2.7,12.2,4.50,
23,Óliver Pérez*,39,,0.2,0,1,.000,0.00,5,0,3,0,0,0,3.2,5,1,0,0,1,1,4,0,0,0,18,,1.81,1.636,12.3,0.0,2.5,9.8,4.00,
24,DJ Johnson,31,,0.0,0,0,,5.40,1,0,0,0,0,0,1.2,2,1,1,1,0,0,3,0,0,0,7,96,7.37,1.200,10.8,5.4,0.0,16.2,,
