Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Keston Hiura,23,2B,-0.4,59,246,217,30,46,4,0,13,32,3,2,16,85,0.212,0.297,0.41,0.707,87,0.311,86,89,7,11,0,2,2,*4D,0,Right,No,No,No,No,No,No,No,
Ryan Braun,36,DH,0.1,39,141,129,14,30,7,1,8,26,1,0,7,27,0.233,0.281,0.488,0.769,101,0.33,97,63,6,2,0,1,0,9D/H3,0,Right,No,No,No,No,No,No,No,
Christian Yelich*,28,LF,0.5,58,247,200,39,41,7,1,12,22,4,2,46,76,0.205,0.356,0.43,0.786,110,0.35,113,86,4,1,0,0,2,*7/D,0,Left,No,No,No,No,No,No,No,
Orlando Arcia,25,SS,0.3,59,189,173,22,45,10,1,5,20,2,0,14,32,0.26,0.317,0.416,0.734,95,0.326,94,72,10,1,0,1,0,*6/H18,0,Right,No,No,No,No,No,No,No,
Jedd Gyorko,31,1B,0.7,42,135,117,19,29,3,0,9,17,0,0,15,38,0.248,0.333,0.504,0.838,120,0.365,123,59,4,1,0,2,1,35/H1D,0,Right,No,No,No,No,No,No,No,
Avisaíl García,29,CF,-0.3,53,207,181,20,43,10,0,2,15,1,3,20,49,0.238,0.333,0.326,0.659,78,0.295,79,59,2,6,0,0,2,*8/9DH,0,Right,No,No,No,No,No,No,No,
Justin Smoak#,33,1B,-0.5,33,126,113,14,21,7,0,5,15,0,0,10,40,0.186,0.262,0.381,0.642,69,0.285,67,43,3,2,0,1,0,3/HD,0,Both,No,No,No,No,No,No,No,
Jacob Nottingham,25,C,0.5,20,54,48,8,9,1,0,4,13,0,0,5,20,0.188,0.278,0.458,0.736,93,0.327,96,22,1,1,0,0,0,2/H,0,Right,No,No,No,No,No,No,No,
Daniel Vogelbach*,27,DH,0.5,19,67,58,13,19,2,0,4,12,0,0,8,18,0.328,0.418,0.569,0.987,161,0.424,163,33,2,1,0,0,0,D/3H,0,Left,No,No,No,No,No,No,No,
Luis Urías,23,3B,0.1,41,120,109,11,26,4,1,0,11,2,2,10,32,0.239,0.308,0.294,0.602,63,0.267,58,32,4,1,0,0,0,54/6H,0,Right,No,No,No,No,No,No,No,
Omar Narváez*,28,C,-0.1,40,126,108,8,19,4,0,2,10,0,0,16,39,0.176,0.294,0.269,0.562,53,0.264,52,29,1,2,0,0,0,2/H,0,Left,No,No,No,No,No,No,No,
Eric Sogard*,34,3B,-0.3,43,128,115,10,24,5,0,1,10,0,0,11,20,0.209,0.281,0.278,0.56,51,0.256,47,32,1,1,0,1,0,5H/467D,0,Left,No,No,No,No,No,No,No,
Ben Gamel*,28,RF,-0.4,40,127,114,13,27,8,1,3,10,0,2,13,39,0.237,0.315,0.404,0.718,91,0.307,88,46,4,0,0,0,0,98/H7,0,Left,No,No,No,No,No,No,No,
Tyrone Taylor,26,OF,0.2,22,41,38,6,9,4,0,2,6,0,0,2,8,0.237,0.293,0.5,0.793,107,0.332,100,19,1,1,0,0,0,9/8H7,0,Right,No,No,No,No,No,No,No,
Jace Peterson*,30,UT,0.3,26,61,45,6,9,1,0,2,5,1,0,15,20,0.2,0.393,0.356,0.749,104,0.346,106,16,0,0,0,1,0,9/H3574,0,Left,No,No,No,No,No,No,No,
Manny Piña,33,C,0.6,15,45,39,4,9,1,0,2,5,0,0,3,11,0.231,0.333,0.41,0.744,98,0.33,99,16,0,3,0,0,0,2/H,0,Right,No,No,No,No,No,No,No,
Mark Mathias,25,UT,0.0,16,36,36,2,10,3,0,0,4,1,0,0,7,0.278,0.278,0.361,0.639,70,0.329,93,13,0,0,0,0,0,/9H7D348,0,Right,No,No,No,No,No,No,No,
Logan Morrison*,32,DH,-0.3,9,28,25,3,3,1,0,1,2,0,0,3,8,0.12,0.214,0.28,0.494,31,0.222,23,7,0,0,0,0,0,/DH3,0,Left,No,No,No,No,No,No,No,
Lorenzo Cain,34,CF,0.2,5,21,18,4,6,1,0,0,2,0,0,3,2,0.333,0.429,0.389,0.817,122,0.357,118,7,1,0,0,0,1,/8,0,Right,No,No,No,No,No,No,No,
Brock Holt*,32,UT,-0.5,16,36,30,1,3,0,0,0,1,0,0,4,9,0.1,0.222,0.1,0.322,-9,0.168,-14,3,2,1,0,1,0,5/H79,0,Left,No,No,No,No,No,No,No,
Ryon Healy,28,DH,-0.1,4,7,7,0,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,-23,0.115,-51,1,0,0,0,0,0,/3DH,0,Right,No,No,No,No,No,No,No,
David Phelps,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Josh Hader*,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
