Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Cody Bellinger*,27,CF,4.4,130,556,499,95,153,29,1,26,97,20,6,40,87,0.307,0.356,0.525,0.881,139,0.382,135,262,7,5,0,12,3,83/DH,"MVP-10,SS",Left,No,Yes,No,No,No,No,No,No,No
Ian Happ#,28,LF,3.0,158,691,580,86,144,35,4,21,84,14,3,99,153,0.248,0.36,0.431,0.791,118,0.351,114,250,12,6,0,6,2,*7/DH,GG,Both,No,No,No,No,No,No,No,No,No
Dansby Swanson,29,SS,4.8,147,638,565,81,138,25,3,22,80,9,1,66,154,0.244,0.328,0.416,0.744,104,0.328,97,235,9,5,0,2,0,*6,"AS,MVP-19,GG",Right,No,No,No,No,No,No,No,No,No
Seiya Suzuki,28,RF,2.8,138,583,515,75,147,31,6,20,74,6,7,59,130,0.285,0.357,0.485,0.842,130,0.357,122,250,8,2,0,7,3,*9/DH,0,Right,No,No,No,No,No,No,No,No,No
Christopher Morel,24,DH,1.2,107,429,388,62,96,17,3,26,70,6,2,36,133,0.247,0.313,0.508,0.821,122,0.351,115,197,7,2,1,2,0,D48/795H6,0,Right,No,No,No,No,No,No,No,No,No
Nico Hoerner,26,2B,5.1,150,688,619,98,175,27,4,9,68,43,7,49,83,0.283,0.346,0.383,0.729,102,0.344,104,237,12,14,1,5,0,*46/DH,GG,Right,No,No,No,No,No,No,No,No,No
Yan Gomes,35,C,1.7,116,419,382,44,102,20,2,10,63,1,0,21,81,0.267,0.315,0.408,0.723,98,0.313,87,156,9,9,0,7,1,2DH,0,Right,No,No,No,No,No,No,No,No,No
Mike Tauchman*,32,CF,2.4,108,401,337,64,85,18,0,8,48,7,1,56,86,0.252,0.363,0.377,0.739,105,0.342,107,127,3,4,1,3,1,8HD9/7,0,Left,No,No,No,No,No,No,No,No,No
Patrick Wisdom,31,3B,0.3,97,302,268,43,55,8,1,23,46,4,2,30,111,0.205,0.289,0.5,0.789,112,0.334,104,134,4,2,1,1,0,5H3D/794,0,Right,No,No,No,No,No,No,No,No,No
Nick Madrigal,26,3B,1.2,92,294,270,34,71,16,1,2,28,10,2,10,24,0.263,0.311,0.352,0.663,83,0.298,74,95,3,9,5,0,0,5H4/D,0,Right,No,No,No,No,No,No,No,No,No
Trey Mancini,31,1B,-1.4,79,263,235,31,55,12,0,4,28,0,0,21,78,0.234,0.299,0.336,0.635,75,0.281,65,79,5,2,0,3,1,3DH/9,0,Right,No,No,No,No,No,No,No,No,No
Miguel Amaya,24,C,0.2,53,156,131,17,28,4,0,5,18,0,0,12,40,0.214,0.329,0.359,0.688,90,0.31,86,47,2,11,1,1,0,2/DH,0,Right,No,No,No,No,No,No,No,No,No
Jeimer Candelario#,29,CI,0.1,41,157,137,20,32,9,1,6,17,2,0,17,39,0.234,0.318,0.445,0.764,108,0.334,101,61,1,1,0,2,0,35/DH,0,Both,No,No,No,No,No,No,No,No,No
