Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Eddie Rosario*,27,LF,1.5,137,590,562,91,155,28,1,32,109,3,1,22,86,0.276,0.3,0.5,0.8,107,0.335,105,281,10,0,0,6,2,*79/8DH,MVP-18,Left,No,No,No,No,No,No,No,No,No
Nelson Cruz,38,DH,4.4,120,521,454,81,141,26,0,41,108,0,1,56,131,0.311,0.392,0.639,1.031,168,0.418,165,290,14,7,0,3,8,*D/H,"MVP-9,SS",Right,No,No,No,No,No,No,No,No,No
Max Kepler*,26,RF,4.0,134,596,524,98,132,32,0,36,90,1,5,60,99,0.252,0.336,0.519,0.855,123,0.358,124,272,5,8,0,4,0,*98/HD,MVP-20,Left,No,No,No,No,No,No,No,No,No
Jorge Polanco#,25,SS,4.7,153,704,631,107,186,40,7,22,79,4,3,60,116,0.295,0.356,0.485,0.841,121,0.364,126,306,11,4,2,7,2,*6D/H,"AS,MVP-13",Both,No,No,No,No,No,No,No,No,No
Miguel Sanó,26,3B,2.5,105,439,380,76,94,19,2,34,79,0,1,55,159,0.247,0.346,0.576,0.923,139,0.389,144,219,5,3,0,1,0,5/3DH,0,Right,No,No,No,No,No,No,No,No,No
C.J. Cron,29,1B,1.4,125,499,458,51,116,24,0,25,78,0,0,29,107,0.253,0.311,0.469,0.78,104,0.333,104,215,13,10,0,2,3,*3/HD,0,Right,No,No,No,No,No,No,No,No,No
Mitch Garver,28,C,4.1,93,359,311,70,85,16,1,31,67,0,0,41,87,0.273,0.365,0.63,0.995,157,0.41,158,196,5,5,0,2,0,2H/D3,SS,Right,No,No,No,No,No,No,No,No,No
Jonathan Schoop,27,2B,1.5,121,464,433,61,111,23,1,23,59,1,1,20,116,0.256,0.304,0.473,0.777,102,0.325,98,205,13,10,0,1,1,*4/HD,0,Right,No,No,No,No,No,No,No,No,No
Marwin González#,30,UT,1.9,114,463,425,52,112,19,0,15,55,1,0,31,98,0.264,0.322,0.414,0.736,94,0.315,91,176,7,6,0,1,2,9537/HD46,0,Both,No,No,No,No,No,No,No,No,No
Byron Buxton,25,CF,3.0,87,295,271,48,71,30,4,10,46,14,3,19,68,0.262,0.314,0.513,0.827,115,0.354,115,139,3,2,2,1,1,8/HD,0,Right,No,No,No,No,No,No,No,No,No
Jason Castro*,32,C,0.7,79,275,237,39,55,9,0,13,30,0,0,33,88,0.232,0.332,0.435,0.767,102,0.327,100,103,0,3,1,1,0,2/H,0,Left,No,No,No,No,No,No,No,No,No
Luis Arráez*,22,UT,1.6,92,366,326,54,109,20,1,4,28,2,2,36,29,0.334,0.399,0.439,0.838,124,0.359,123,143,2,1,0,3,1,475/6HD,ROY-6,Left,No,No,No,No,No,No,No,No,No
Jake Cave*,26,OF,0.7,72,228,198,28,51,11,2,8,25,0,0,21,71,0.258,0.351,0.455,0.805,113,0.347,114,90,5,8,0,1,0,987/HD,0,Left,No,No,No,No,No,No,No,No,No
Ehire Adrianza#,29,IF,0.9,83,236,202,34,55,8,3,5,22,0,2,20,40,0.272,0.349,0.416,0.765,103,0.337,110,84,2,6,2,4,1,563H/4917,0,Both,No,No,No,No,No,No,No,No,No
Willians Astudillo,27,UT,0.0,58,204,190,28,51,9,0,4,21,0,0,5,8,0.268,0.299,0.379,0.678,79,0.298,79,72,6,5,0,4,0,235/H974D,0,Right,No,No,No,No,No,No,No,No,No
LaMonte Wade Jr.*,25,UT,-0.1,26,69,56,10,11,2,1,2,5,0,1,11,9,0.196,0.348,0.375,0.723,94,0.312,94,21,0,2,0,0,0,8/7H93D,0,Left,No,No,No,No,No,No,No,No,No
Ryan LaMarre,30,OF,0.0,14,26,23,3,5,0,0,2,3,1,1,3,5,0.217,0.308,0.478,0.786,105,0.316,99,11,0,0,0,0,0,8/9HD,0,Right,No,No,No,No,No,No,No,No,No
Ronald Torreyes,26,IF,-0.2,7,17,16,3,3,0,0,0,1,1,0,0,3,0.188,0.235,0.188,0.423,16,0.259,43,3,0,1,0,0,0,/6457,0,Right,No,No,No,No,No,No,No,No,No
