Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
David Bote,27,3B,-0.1,45,145,125,15,25,3,1,7,29,2,0,17,40,0.2,0.303,0.408,0.711,90,0.312,86,51,6,2,0,1,0,5/4HD3,0,Right,No,No,No,No,No,No,No
Ian Happ#,25,CF,1.4,57,231,198,27,51,11,1,12,28,1,3,30,63,0.258,0.361,0.505,0.866,131,0.371,133,100,1,2,1,0,1,*87/9H3D,MVP-18,Both,No,No,No,No,No,No,No
Willson Contreras,28,C,1.0,57,225,189,37,46,10,0,7,26,1,2,20,57,0.243,0.356,0.407,0.763,106,0.337,108,77,6,14,0,2,1,*2D,0,Right,No,No,No,No,No,No,No
Javier Báez,27,SS,0.8,59,235,222,27,45,9,1,8,24,3,0,7,75,0.203,0.238,0.36,0.599,59,0.278,62,80,8,4,0,2,0,*6/7DH,GG,Right,No,No,No,No,No,No,No
Anthony Rizzo*,30,1B,1.1,58,243,203,26,45,6,0,11,24,3,1,28,38,0.222,0.342,0.414,0.755,103,0.344,110,84,6,10,0,2,4,*3/DH,GG,Left,No,No,No,No,No,No,No
Kyle Schwarber*,27,LF,0.1,59,224,191,30,36,6,0,11,24,1,0,30,66,0.188,0.308,0.393,0.701,88,0.316,90,75,3,3,0,0,1,*7/DH,0,Left,No,No,No,No,No,No,No
Jason Heyward*,30,RF,1.5,50,181,147,20,39,6,2,6,22,2,0,30,37,0.265,0.392,0.456,0.848,129,0.376,131,67,1,2,0,2,1,*9/H,0,Left,No,No,No,No,No,No,No
Jason Kipnis*,33,2B,0.8,44,135,114,13,27,8,1,3,16,1,0,18,41,0.237,0.341,0.404,0.744,101,0.339,106,46,1,1,0,2,0,4/DH3,0,Left,No,No,No,No,No,No,No
Victor Caratini#,26,DH,-0.2,44,132,116,10,28,7,0,1,16,0,1,12,31,0.241,0.333,0.328,0.661,80,0.295,79,38,4,4,0,0,1,2D/H3,0,Both,No,No,No,No,No,No,No
Nico Hoerner,23,2B,0.7,48,126,108,19,24,4,0,0,13,3,2,12,24,0.222,0.312,0.259,0.571,57,0.277,65,28,3,3,0,2,0,46/5H78D,0,Right,No,No,No,No,No,No,No
Kris Bryant,28,3B,0.5,34,147,131,20,27,5,1,4,11,0,0,12,40,0.206,0.293,0.351,0.644,73,0.311,87,46,1,4,0,0,0,5/7D3,0,Right,No,No,No,No,No,No,No
Cameron Maybin,33,OF,0.0,18,56,52,3,13,4,1,0,5,3,0,3,12,0.25,0.304,0.365,0.669,80,0.319,84,19,1,1,0,0,0,/97H8D,0,Right,No,No,No,No,No,No,No
Steven Souza Jr.,31,OF,0.0,11,31,27,3,4,2,0,1,5,1,0,4,15,0.148,0.258,0.333,0.591,58,0.267,52,9,0,0,0,0,0,/97HD,0,Right,No,No,No,No,No,No,No
Josh Phegley,32,DH,-0.1,11,18,16,4,1,0,0,1,2,0,0,1,3,0.063,0.167,0.25,0.417,11,0.239,37,4,0,1,0,0,0,/DH2,0,Right,No,No,No,No,No,No,No
Albert Almora,26,CF,-0.1,28,34,30,4,5,1,0,0,1,0,0,3,9,0.167,0.265,0.2,0.465,29,0.223,26,6,0,1,0,0,0,8/H,0,Right,No,No,No,No,No,No,No
Ildemaro Vargas#,28,IF,0.0,6,9,9,1,2,0,0,1,1,0,0,0,3,0.222,0.222,0.556,0.778,100,0.318,92,5,0,0,0,0,0,/4H5,0,Both,No,No,No,No,No,No,No
Billy Hamilton,29,CF,0.2,14,11,10,6,3,0,0,1,1,3,1,1,4,0.3,0.364,0.6,0.964,154,0.423,154,6,0,0,0,0,0,8/HD,0,Right,No,No,No,No,No,No,No
José Martínez,31,DH,-0.6,10,22,21,0,0,0,0,0,0,0,0,1,7,0.0,0.045,0.0,0.045,-86,0.032,-107,0,1,0,0,0,0,/DH,0,Right,No,No,No,No,No,No,No
Hernán Pérez,29,UT,-0.1,3,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-9,0.15,-26,1,0,0,0,0,0,/347DH,0,Right,No,No,No,No,No,No,No
Patrick Wisdom,28,1B,-0.1,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-128,0,0,0,0,0,0,/3H,0,Right,No,No,No,No,No,No,No
Ian Miller*,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/H,0,Left,No,No,No,No,No,No,No
Alec Mills,28,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1/H,0,Right,No,No,No,No,No,No,No
Kyle Hendricks,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,CYA-9,Right,No,No,No,No,No,No,No
Craig Kimbrel,32,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jeremy Jeffress,32,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Rowan Wick*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Dan Winkler,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
