Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Eric Hosmer*,27,1B,4.3,162,671,603,98,192,31,1,25,94,6,1,66,104,0.318,0.385,0.498,0.882,133,0.388,139,300,20,0,0,2,3,*3/DH,"MVP-14,GG,SS",Left,No,No,No,No,No,No,No
Mike Moustakas*,28,3B,1.6,148,598,555,75,151,24,0,38,85,0,0,34,94,0.272,0.314,0.521,0.835,117,0.348,112,289,18,3,0,6,7,*5D/H,AS,Left,No,No,No,No,No,No,No
Salvador Perez,27,C,2.5,129,499,471,57,126,24,1,27,80,1,0,17,95,0.268,0.297,0.495,0.792,106,0.329,98,233,23,5,0,5,3,*2D/H,AS,Right,No,No,No,No,No,No,No
Whit Merrifield,28,2B,3.2,145,630,587,80,169,32,6,19,78,34,8,29,88,0.288,0.324,0.46,0.784,106,0.348,107,270,13,6,1,7,0,*49/7H35,0,Right,No,No,No,No,No,No,No
Alcides Escobar,30,SS,-0.7,162,629,599,71,150,36,5,6,54,4,7,15,102,0.25,0.272,0.357,0.629,66,0.276,63,214,14,4,7,4,1,*6,0,Right,No,No,No,No,No,No,No
Brandon Moss*,33,DH,-0.9,118,401,362,41,75,14,0,22,50,2,0,37,128,0.207,0.279,0.428,0.707,85,0.302,78,155,7,0,0,2,0,D3H/79,0,Left,No,No,No,No,No,No,No
Lorenzo Cain,31,CF,5.5,155,645,584,86,175,27,5,15,49,26,2,54,100,0.3,0.363,0.44,0.803,113,0.369,121,257,20,5,0,2,1,*8/DH,0,Right,No,No,No,No,No,No,No
Alex Gordon*,33,LF,-0.2,148,541,476,52,99,20,2,9,45,7,4,45,126,0.208,0.293,0.315,0.608,63,0.275,60,150,7,14,2,4,3,*78/H9,GG,Left,No,No,No,No,No,No,No
Jorge Bonifacio,24,RF,0.4,113,422,384,55,98,15,1,17,40,1,1,35,118,0.255,0.32,0.432,0.752,98,0.323,94,166,8,2,0,1,0,9H/7D8,0,Right,No,No,No,No,No,No,No
Melky Cabrera#,32,RF,-1.0,58,238,223,24,60,13,2,4,29,1,2,11,22,0.269,0.303,0.399,0.702,85,0.312,89,89,12,1,0,3,0,97/D,0,Both,No,No,No,No,No,No,No
Cheslor Cuthbert,24,3B,-0.6,58,153,143,10,33,7,0,2,18,0,0,9,39,0.231,0.275,0.322,0.596,59,0.28,63,46,2,0,0,1,0,5/3DH4,0,Right,No,No,No,No,No,No,No
Drew Butera,33,C,-0.5,75,177,163,18,37,4,1,3,14,0,0,12,41,0.227,0.284,0.319,0.603,61,0.272,57,52,0,1,1,0,0,2/3H,0,Right,No,No,No,No,No,No,No
Jorge Soler,25,OF,-1.2,35,110,97,7,14,5,0,2,6,0,0,12,36,0.144,0.245,0.258,0.503,35,0.226,24,25,5,1,0,0,1,9D/7H,0,Right,No,No,No,No,No,No,No
Paulo Orlando,31,OF,-0.5,39,90,86,9,17,3,0,2,6,1,1,1,20,0.198,0.225,0.302,0.527,39,0.237,33,26,3,2,0,0,0,98/H,0,Right,No,No,No,No,No,No,No
Cam Gallagher,24,C,0.1,13,27,24,2,6,1,0,1,5,0,0,3,4,0.25,0.333,0.417,0.75,99,0.361,121,10,1,0,0,0,0,2/H,0,Right,No,No,No,No,No,No,No
Ramón Torres#,24,IF,-0.2,33,79,74,9,18,3,0,0,4,1,0,4,12,0.243,0.291,0.284,0.575,55,0.261,47,21,1,1,0,0,0,45/6H,0,Both,No,No,No,No,No,No,No
Adalberto Mondesí#,21,2B,-0.8,25,60,53,4,9,1,0,1,3,5,2,3,22,0.17,0.214,0.245,0.46,23,0.223,14,13,2,0,4,0,0,4/6HD,0,Both,No,No,No,No,No,No,No
Christian Colón,28,2B,-0.1,7,19,17,1,3,0,0,0,0,0,0,1,3,0.176,0.222,0.176,0.399,9,0.182,-13,3,2,0,1,0,0,/4H,0,Right,No,No,No,No,No,No,No
Billy Burns#,27,OF,-0.2,7,6,6,1,1,0,0,0,0,0,1,0,1,0.167,0.167,0.167,0.333,-10,0.05,-42,1,0,0,0,0,0,/8H9,0,Both,No,No,No,No,No,No,No
Terrance Gore,26,DH,-0.3,12,5,4,2,0,0,0,0,0,2,2,1,2,0.0,0.2,0.0,0.2,-39,0.034,-35,0,0,0,0,0,0,H/D7,0,Right,No,No,No,No,No,No,No
Jason Hammel,34,P,-0.1,3,9,8,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-167,0,1,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Ian Kennedy,32,P,0.1,2,4,3,0,1,0,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833,131,0.397,148,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jason Vargas*,34,P,0.0,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,35,0.2,6,1,0,0,0,0,0,1,AS,Left,No,No,No,No,No,No,No
Scott Alexander*,27,P,0.0,4,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Jakob Junis,24,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Danny Duffy*,28,P,0.1,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,169,0.446,183,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Trevor Cahill,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Travis Wood,30,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,1,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
