Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Kyle Schwarber*,31,DH,3.5,150,692,573,110,142,22,0,38,104,5,3,106,197,0.248,0.366,0.485,0.851,137,0.367,137,278,6,5,0,8,4,*D/7H,MVP-15,Left,No
Alec Bohm,27,3B,3.0,143,606,554,62,155,44,2,15,97,5,2,40,86,0.28,0.332,0.448,0.779,117,0.34,117,248,18,6,0,6,2,*53/DH,AS,Right,No
Bryce Harper*,31,1B,4.8,145,631,550,85,157,42,0,30,87,7,4,76,138,0.285,0.373,0.525,0.898,149,0.381,148,289,18,2,1,2,11,*3/D,"AS,MVP-6,SS",Left,No
Nick Castellanos,32,RF,0.8,162,659,606,80,154,30,4,23,86,6,2,41,139,0.254,0.311,0.431,0.742,106,0.327,108,261,14,10,0,2,2,*9/D,0,Right,No
Trea Turner,31,SS,3.0,121,539,505,88,149,25,0,21,62,19,4,27,98,0.295,0.338,0.469,0.807,124,0.358,127,237,10,6,0,1,0,*6/D,AS,Right,No
Brandon Marsh*,26,LF,3.1,135,476,418,55,104,17,3,16,60,19,3,50,154,0.249,0.328,0.419,0.747,109,0.338,111,175,2,2,1,5,0,*78H/9,0,Left,No
Bryson Stott*,26,2B,2.5,148,571,506,65,124,19,2,11,57,32,3,53,93,0.245,0.315,0.356,0.671,89,0.309,87,180,9,3,0,9,1,*46H/D,0,Left,No
J.T. Realmuto,33,C,3.0,99,413,380,50,101,18,1,14,47,2,2,27,102,0.266,0.322,0.429,0.751,109,0.331,112,163,7,5,0,1,1,2,0,Right,No
Johan Rojas,23,CF,0.7,120,363,338,47,82,12,3,3,32,25,4,13,69,0.243,0.279,0.322,0.601,69,0.277,63,109,7,4,8,0,0,*8/HD,0,Right,No
Edmundo Sosa,28,IF,2.3,90,274,249,39,64,12,4,7,31,7,1,13,66,0.257,0.313,0.422,0.734,104,0.33,107,105,5,8,1,2,0,654H,0,Right,No
Kody Clemens*,28,UT,0.3,43,120,114,17,25,9,1,5,18,0,0,5,29,0.219,0.258,0.447,0.706,94,0.3,88,51,2,1,0,0,0,H35/471D,0,Left,No
Garrett Stubbs*,31,C,0.4,54,187,164,18,34,4,1,1,11,5,0,17,50,0.207,0.296,0.262,0.558,59,0.271,63,43,0,4,0,1,0,2/1H,0,Left,No
Whit Merrifield,35,UT,0.1,53,174,156,21,31,4,1,3,11,11,1,15,19,0.199,0.277,0.295,0.572,62,0.292,74,46,2,2,1,0,0,745H/D,0,Right,No
Weston Wilson,29,LF,0.7,40,98,88,13,25,7,1,3,10,3,0,8,29,0.284,0.347,0.489,0.836,132,0.372,135,43,2,1,0,1,0,7H/549318,0,Right,No
Cristian Pache,25,OF,0.1,50,118,104,9,21,5,1,0,9,0,0,13,43,0.202,0.288,0.269,0.557,59,0.255,56,28,1,0,0,1,0,87H/D9,0,Right,No
David Dahl*,30,OF,0.3,19,62,58,6,12,2,0,3,8,0,0,3,21,0.207,0.242,0.397,0.638,76,0.287,79,23,0,0,0,1,0,7/D9H,0,Left,No
Austin Hays,28,LF,-0.3,22,80,78,8,20,5,0,2,6,2,1,0,19,0.256,0.275,0.397,0.672,86,0.286,79,31,1,2,0,0,0,7/H,0,Right,No
Rafael Marchán#,25,C,0.7,17,56,51,8,15,4,0,3,6,0,0,3,8,0.294,0.345,0.549,0.894,147,0.379,147,28,1,1,1,0,0,2,0,Both,No
Cal Stevenson*,27,OF,-0.1,18,27,24,2,6,3,0,0,6,0,0,3,4,0.25,0.333,0.375,0.708,99,0.311,96,9,1,0,0,0,0,8/H97,0,Left,No
Buddy Kennedy,25,IF,0.0,8,13,11,1,2,1,0,0,2,0,0,2,3,0.182,0.308,0.273,0.58,66,0.271,67,3,0,0,0,0,0,/H54D,0,Right,No
Aramis Garcia,31,C,-0.1,3,7,7,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-129,0,1,0,0,0,0,/2,0,Right,No
