Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Kyle Farmer,31,SS,1.2,145,583,526,58,134,25,1,14,78,4,3,33,99,0.255,0.315,0.386,0.701,92,0.312,91,203,20,16,2,6,0,65D/H3,0,Right,No,No,No,No,No,No,No,No,No
Brandon Drury,29,3B,2.3,92,385,350,62,96,22,2,20,59,2,2,29,84,0.274,0.335,0.52,0.855,131,0.371,133,182,6,4,0,2,0,54D/3H69,SS,Right,No,No,No,No,No,No,No,No,No
Jonathan India,25,2B,-0.3,103,431,386,48,96,16,2,10,41,3,4,31,94,0.249,0.327,0.378,0.705,94,0.319,97,146,5,14,0,0,1,4D/H,0,Right,No,No,No,No,No,No,No,No,No
Joey Votto*,38,1B,-0.2,91,376,322,31,66,18,1,11,41,0,0,44,97,0.205,0.319,0.37,0.689,89,0.317,93,119,8,10,0,0,0,3D/H,0,Left,No,No,No,No,No,No,No,No,No
Tommy Pham,34,LF,0.7,91,387,340,57,81,11,1,11,39,7,2,42,100,0.238,0.32,0.374,0.694,90,0.308,86,127,13,1,0,4,0,7/DH,0,Right,No,No,No,No,No,No,No,No,No
Tyler Stephenson,25,C,1.6,50,183,166,24,53,9,0,6,35,1,0,12,47,0.319,0.372,0.482,0.854,133,0.377,136,80,4,3,0,2,0,2/DH3,0,Right,No,No,No,No,No,No,No,No,No
Tyler Naquin*,31,RF,0.4,56,204,187,29,46,12,2,7,33,3,2,13,53,0.246,0.305,0.444,0.749,103,0.318,95,83,1,3,1,0,2,9D/H8,0,Left,No,No,No,No,No,No,No,No,No
Aristides Aquino,28,RF,1.3,80,276,259,24,51,13,0,10,30,2,3,17,101,0.197,0.246,0.363,0.609,65,0.267,60,94,1,0,0,0,0,9/7H8D,0,Right,No,No,No,No,No,No,No,No,No
Albert Almora,28,OF,0.6,64,235,215,26,48,10,1,5,29,3,2,17,46,0.223,0.282,0.349,0.631,73,0.284,70,75,9,1,1,1,0,987/HD,0,Right,No,No,No,No,No,No,No,No,No
Jake Fraley*,27,OF,0.5,68,247,216,33,56,9,0,12,28,4,1,26,54,0.259,0.344,0.468,0.812,121,0.356,120,101,1,3,0,2,1,79DH/8,0,Left,No,No,No,No,No,No,No,No,No
TJ Friedl*,26,OF,0.5,72,258,225,33,54,10,5,8,25,7,2,20,40,0.24,0.314,0.436,0.75,104,0.324,96,98,3,7,0,6,0,789H/D,0,Left,No,No,No,No,No,No,No,No,No
Mike Moustakas*,33,DH,-0.9,78,285,252,30,54,12,0,7,25,2,0,24,75,0.214,0.295,0.345,0.64,76,0.287,70,87,8,6,0,3,0,D53/H,0,Left,No,No,No,No,No,No,No,No,No
Nick Senzel,27,CF,-1.1,110,420,373,45,86,13,0,5,25,8,5,30,76,0.231,0.296,0.306,0.601,66,0.283,69,114,7,5,2,1,0,8/DH54,0,Right,No,No,No,No,No,No,No,No,No
Donovan Solano,34,CI,0.9,80,304,278,22,79,16,0,4,24,0,0,19,61,0.284,0.339,0.385,0.724,99,0.324,99,107,5,5,0,2,1,3D5/H4,0,Right,No,No,No,No,No,No,No,No,No
Matt Reynolds,31,MI,0.7,92,272,244,31,60,10,1,3,23,5,0,26,78,0.246,0.32,0.332,0.652,80,0.304,81,81,7,1,0,1,0,465H39/718D,0,Right,No,No,No,No,No,No,No,No,No
Colin Moran*,29,1B,-0.3,42,128,109,11,23,3,0,5,23,0,0,16,30,0.211,0.305,0.376,0.681,86,0.301,82,41,4,0,0,3,0,35/HD,0,Left,No,No,No,No,No,No,No,No,No
Jose Barrero,24,SS,-1.6,48,174,165,13,25,3,0,2,10,4,1,9,76,0.152,0.195,0.206,0.401,11,0.186,-2,34,4,0,0,0,0,6,0,Right,No,No,No,No,No,No,No,No,No
