Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Josh Bell#,24,1B,0.7,159,620,549,75,140,26,6,26,90,2,4,66,117,0.255,0.334,0.466,0.8,109,0.347,113,256,15,1,0,4,4,*3H/D,ROY-3,Both,No,No,No,No,No,No,No,No,No
Andrew McCutchen,30,CF,3.0,156,650,570,94,159,30,2,28,88,11,5,73,116,0.279,0.363,0.486,0.849,123,0.365,124,277,10,4,0,3,5,*89/DH,0,Right,No,No,No,No,No,No,No,No,No
Jordy Mercer,30,SS,0.2,145,558,502,52,128,24,5,14,58,0,4,51,88,0.255,0.326,0.406,0.733,93,0.314,89,204,16,3,0,2,13,*6/H,0,Right,No,No,No,No,No,No,No,No,No
Adam Frazier*,25,UT,1.1,121,454,406,55,112,20,6,6,53,9,5,36,57,0.276,0.344,0.399,0.743,97,0.333,102,162,9,8,1,3,2,74H9/856D,0,Left,No,No,No,No,No,No,No,No,No
David Freese,34,3B,2.2,130,503,426,44,112,16,0,10,52,0,1,58,116,0.263,0.368,0.371,0.739,98,0.333,102,158,10,15,0,4,5,*5H/3D,0,Right,No,No,No,No,No,No,No,No,No
Josh Harrison,29,2B,3.6,128,542,486,66,132,26,2,16,47,12,4,28,90,0.272,0.339,0.432,0.771,103,0.346,109,210,5,23,2,3,2,45/7H9,AS,Right,No,No,No,No,No,No,No,No,No
Gregory Polanco*,25,RF,0.3,108,411,379,39,95,20,0,11,35,8,1,27,60,0.251,0.305,0.391,0.695,83,0.304,77,148,5,3,0,1,4,97H/8D,0,Left,No,No,No,No,No,No,No,No,No
John Jaso*,33,RF,-0.2,126,302,256,28,54,19,0,10,35,1,1,40,66,0.211,0.328,0.402,0.73,93,0.327,97,103,5,5,0,1,2,H937,0,Left,No,No,No,No,No,No,No,No,No
Francisco Cervelli,31,C,0.7,81,304,265,31,66,13,2,5,31,0,2,32,65,0.249,0.342,0.37,0.712,90,0.325,97,98,7,6,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Starling Marte,28,LF,1.2,77,339,309,48,85,7,2,7,31,21,4,20,63,0.275,0.333,0.379,0.712,89,0.324,88,117,5,8,0,2,0,78/H,0,Right,No,No,No,No,No,No,No,No,No
