Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Daniel Vogelbach*,26,DH,1.1,144,558,462,73,96,17,0,30,76,0,0,92,149,0.208,0.341,0.439,0.78,111,0.338,112,203,4,2,0,2,2,D3H,AS,Left,No,No,No,No,No,No,No
Domingo Santana,26,LF,0.5,121,507,451,63,114,20,1,21,69,8,3,50,164,0.253,0.329,0.441,0.77,107,0.334,109,199,11,2,0,2,1,79D/H,0,Right,No,No,No,No,No,No,No
Kyle Seager*,31,3B,3.2,106,443,393,55,94,19,1,23,63,2,2,44,86,0.239,0.321,0.468,0.789,111,0.334,110,184,12,4,0,2,0,5/HD,0,Left,No,No,No,No,No,No,No
Omar Narváez*,27,C,2.2,132,482,428,63,119,12,0,22,55,0,0,47,92,0.278,0.353,0.46,0.813,119,0.348,119,197,5,4,0,3,1,2DH/4,0,Left,No,No,No,No,No,No,No
Edwin Encarnación,36,1B,2.1,65,289,241,48,58,7,0,21,49,0,1,41,55,0.241,0.356,0.531,0.888,137,0.381,144,128,3,4,0,3,0,3D/4H,0,Right,No,No,No,No,No,No,No
Tim Beckham,29,SS,0.4,88,328,304,39,72,21,1,15,47,1,3,21,102,0.237,0.293,0.461,0.753,100,0.318,101,140,7,3,0,0,0,675D/43H,0,Right,No,No,No,No,No,No,No
J.P. Crawford*,24,SS,1.6,93,396,345,43,78,21,4,7,46,5,3,43,83,0.226,0.313,0.371,0.684,86,0.304,89,128,4,2,3,3,0,6,0,Left,No,No,No,No,No,No,No
Tom Murphy,28,C,2.6,75,281,260,32,71,12,1,18,40,2,0,19,87,0.273,0.324,0.535,0.858,128,0.353,122,139,0,1,0,1,0,2/D1H7,0,Right,No,No,No,No,No,No,No
Mallex Smith*,26,CF,0.0,134,566,510,70,116,19,9,6,37,46,9,42,141,0.227,0.3,0.335,0.635,73,0.298,77,171,7,11,2,1,0,*89/7HD,0,Left,No,No,No,No,No,No,No
Dee Strange-Gordon*,31,2B,1.1,117,421,393,36,108,12,6,3,34,22,5,18,61,0.275,0.304,0.359,0.663,80,0.297,80,141,8,1,3,6,1,*4/HD6,0,Left,No,No,No,No,No,No,No
Mitch Haniger,28,RF,1.5,63,283,246,46,54,13,1,15,32,4,0,30,81,0.22,0.314,0.463,0.778,108,0.338,110,114,3,5,0,2,1,98/DH,0,Right,No,No,No,No,No,No,No
Austin Nola,29,1B,1.4,79,267,238,37,64,12,1,10,31,1,0,23,63,0.269,0.342,0.454,0.796,114,0.338,112,108,8,4,1,1,1,34/25H79,0,Right,No,No,No,No,No,No,No
Dylan Moore,26,UT,0.4,113,282,247,31,51,14,2,9,28,11,9,25,93,0.206,0.302,0.389,0.691,87,0.291,85,96,6,9,1,0,0,674H59/3D81,0,Right,No,No,No,No,No,No,No
