Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Adolis García,28,CF,3.9,149,622,581,77,141,26,2,31,90,16,5,32,194,0.243,0.286,0.454,0.741,100,0.321,99,264,15,5,0,4,0,*89D/7H,"AS,ROY-4",Right,No,No,No,No,No,No,No,No,No
Nathaniel Lowe*,25,1B,2.3,157,642,557,75,147,24,3,18,72,8,0,80,162,0.264,0.357,0.415,0.771,112,0.344,115,231,13,2,0,3,2,*3/DH5,0,Left,No,No,No,No,No,No,No,No,No
Joey Gallo*,27,RF,4.1,95,388,310,57,69,6,1,25,55,6,0,74,125,0.223,0.379,0.49,0.869,138,0.374,136,152,3,4,0,0,4,9D/H,"AS,GG",Left,No,No,No,No,No,No,No,No,No
Isiah Kiner-Falefa,26,SS,3.9,158,677,635,74,172,25,3,8,53,20,5,28,90,0.271,0.312,0.357,0.67,85,0.306,87,227,11,11,1,2,2,*6/HD,0,Right,No,No,No,No,No,No,No,No,No
Nick Solak,26,2B,1.0,127,511,458,57,111,18,2,11,49,7,5,34,107,0.242,0.314,0.362,0.677,87,0.303,89,166,11,15,2,2,0,*4/DH,0,Right,No,No,No,No,No,No,No,No,No
DJ Peters,25,OF,-0.1,52,206,197,24,39,7,1,12,34,2,0,4,68,0.198,0.218,0.426,0.645,72,0.266,60,84,4,2,0,3,0,789/DH,0,Right,No,No,No,No,No,No,No,No,No
Jonah Heim#,26,C,-0.1,82,285,265,22,52,13,0,10,32,3,1,15,58,0.196,0.239,0.358,0.598,62,0.259,56,95,8,1,1,3,0,2/DH,0,Both,No,No,No,No,No,No,No,No,No
Jose Trevino,28,C,0.1,89,302,285,23,68,14,0,5,30,1,1,12,57,0.239,0.267,0.34,0.607,66,0.265,61,97,13,0,2,3,1,2/H,0,Right,No,No,No,No,No,No,No,No,No
Andy Ibáñez,28,2B,1.7,76,272,253,31,70,15,2,7,25,0,0,15,35,0.277,0.321,0.435,0.756,106,0.33,107,110,6,2,1,1,0,4D35H/7,0,Right,No,No,No,No,No,No,No,No,No
Willie Calhoun*,26,LF,-0.4,75,284,260,26,65,10,3,6,25,0,2,21,34,0.25,0.31,0.381,0.691,89,0.296,86,99,6,2,0,1,0,7D/H,0,Left,No,No,No,No,No,No,No,No,No
Brock Holt*,33,3B,0.0,76,260,235,21,49,13,1,2,23,5,1,23,49,0.209,0.281,0.298,0.579,60,0.261,56,70,5,1,0,1,0,5H/D1,0,Left,No,No,No,No,No,No,No,No,No
Charlie Culberson,32,3B,1.0,90,271,247,23,60,15,2,5,22,7,1,17,64,0.243,0.296,0.381,0.676,85,0.304,85,94,3,2,4,1,1,5H/73461D9,0,Right,No,No,No,No,No,No,No,No,No
David Dahl*,27,LF,-0.8,63,220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55,0.253,52,66,3,1,1,3,0,7D9/H8,0,Left,No,No,No,No,No,No,No,No,No
Jason Martin*,25,LF,-0.3,58,154,144,14,30,3,0,6,17,3,1,8,41,0.208,0.248,0.354,0.603,64,0.261,57,51,1,0,1,1,0,7H/89D,0,Left,No,No,No,No,No,No,No,No,No
