Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Rougned Odor*,26,2B,-0.5,38,148,138,15,23,4,0,10,30,0,1,7,47,0.167,0.209,0.413,0.623,66,0.266,63,57,2,1,0,2,0,4/D,0,Left,No,No,No,No,No,No,No,No,No
Joey Gallo*,26,RF,1.6,57,226,193,23,35,8,0,10,26,2,0,29,79,0.181,0.301,0.378,0.679,87,0.302,84,73,0,4,0,0,2,*9/DH8,GG,Left,No,No,No,No,No,No,No,No,No
Nick Solak,25,LF,-1.1,58,233,209,27,56,10,0,2,23,7,1,18,42,0.268,0.326,0.344,0.671,86,0.304,84,72,6,2,0,4,0,748/D3H,0,Right,No,No,No,No,No,No,No,No,No
Shin-Soo Choo*,37,LF,0.1,33,127,110,13,26,3,0,5,15,6,2,13,33,0.236,0.323,0.4,0.723,99,0.321,97,44,1,2,0,2,1,7D/9H,0,Left,No,No,No,No,No,No,No,No,No
Willie Calhoun*,25,DH,-1.0,29,108,100,3,19,2,1,1,13,0,0,5,17,0.19,0.231,0.26,0.491,36,0.217,26,26,1,1,0,2,0,D/7H,0,Left,No,No,No,No,No,No,No,No,No
Isiah Kiner-Falefa,25,3B,2.1,58,228,211,28,59,4,3,3,10,8,5,14,32,0.28,0.329,0.37,0.699,93,0.319,99,78,6,2,0,1,0,*56/H,GG,Right,No,No,No,No,No,No,No,No,No
Jeff Mathis,37,C,0.5,24,68,62,6,10,1,1,3,9,1,0,5,24,0.161,0.221,0.355,0.575,56,0.249,46,22,0,0,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Ronald Guzmán*,25,1B,0.5,26,86,78,10,19,1,1,4,9,1,0,7,24,0.244,0.314,0.436,0.75,105,0.347,115,34,0,1,0,0,0,3/H,0,Left,No,No,No,No,No,No,No,No,No
Jose Trevino,27,C,0.4,24,83,76,10,19,8,0,2,9,0,0,3,15,0.25,0.28,0.434,0.715,94,0.311,92,33,1,1,1,2,0,2/D3H,0,Right,No,No,No,No,No,No,No,No,No
Anderson Tejeda#,22,SS,0.4,23,77,75,7,19,4,1,3,8,4,1,2,30,0.253,0.273,0.453,0.726,96,0.312,89,34,2,0,0,0,0,6/4D,0,Both,No,No,No,No,No,No,No,No,No
Derek Dietrich*,30,IF,0.2,25,75,61,9,12,1,0,5,8,1,1,9,21,0.197,0.347,0.459,0.806,121,0.359,128,28,4,5,0,0,0,/D3H45,0,Left,No,No,No,No,No,No,No,No,No
Elvis Andrus,31,SS,-0.3,29,111,103,11,20,5,0,3,7,3,1,8,15,0.194,0.252,0.33,0.582,60,0.264,58,34,5,0,0,0,0,6/H,0,Right,No,No,No,No,No,No,No,No,No
Danny Santana#,29,UT,-0.1,15,63,55,6,8,4,0,1,7,2,0,7,24,0.145,0.238,0.273,0.511,41,0.238,36,15,1,0,0,1,0,/38D7H,0,Both,No,No,No,No,No,No,No,No,No
Todd Frazier,34,CI,0.1,31,121,108,11,26,7,1,2,7,1,1,10,26,0.241,0.322,0.38,0.702,94,0.314,96,41,0,3,0,0,0,35/H,0,Right,No,No,No,No,No,No,No,No,No
Scott Heineman,27,UT,-0.3,24,54,52,6,8,3,0,1,7,3,0,2,11,0.154,0.185,0.269,0.454,24,0.209,12,14,1,0,0,0,0,8/H7D39,0,Right,No,No,No,No,No,No,No,No,No
Leody Taveras#,21,CF,1.3,33,134,119,20,27,6,1,4,6,8,0,14,43,0.227,0.308,0.395,0.703,93,0.326,92,47,0,0,1,0,0,8,0,Both,No,No,No,No,No,No,No,No,No
Sam Huff,22,C,0.5,10,33,31,5,11,3,0,3,4,0,0,2,11,0.355,0.394,0.742,1.136,204,0.47,203,23,0,0,0,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Eli White,26,OF,-0.3,19,52,48,5,9,2,0,0,3,1,1,3,16,0.188,0.231,0.229,0.46,28,0.203,21,11,0,0,0,1,0,7/9H8D,0,Right,No,No,No,No,No,No,No,No,No
Robinson Chirinos,36,C,-0.7,14,49,42,3,5,1,0,0,2,0,0,5,12,0.119,0.224,0.143,0.367,5,0.185,4,6,3,1,0,1,0,2/DH,0,Right,No,No,No,No,No,No,No,No,No
Rob Refsnyder,29,UT,0.0,15,34,30,4,6,1,0,0,1,0,0,2,11,0.2,0.265,0.233,0.498,40,0.228,34,7,0,1,0,1,0,/D3H97,0,Right,No,No,No,No,No,No,No,No,No
Sherten Apostel,21,CI,-0.5,7,21,20,1,2,1,0,0,0,0,0,1,9,0.1,0.143,0.15,0.293,-19,0.135,-31,3,0,0,0,0,0,/35,0,Right,No,No,No,No,No,No,No,No,No
Adolis García,27,LF,0.0,3,7,6,0,0,0,0,0,0,0,0,1,4,0.0,0.143,0.0,0.143,-55,0.1,-55,0,0,0,0,0,0,/7,0,Right,No,No,No,No,No,No,No,No,No
Yadiel Rivera,28,IF,0.0,4,5,5,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,-100,0.227,2,0,0,0,0,0,0,/6H34,0,Right,No,No,No,No,No,No,No,No,No
Andrew Romine#,34,DH,0.0,2,4,4,1,1,1,0,0,0,0,0,0,1,0.25,0.25,0.5,0.75,100,0.309,90,2,0,0,0,0,0,/6DH,0,Both,No,No,No,No,No,No,No,No,No
