Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Corey Seager*,26,SS,2.1,52,232,212,38,65,12,1,15,41,1,0,17,37,0.307,0.358,0.585,0.943,150,0.402,150,124,8,1,0,2,0,*6/D,MVP-9,Left,No,No,No,No,No,No,No
Mookie Betts,27,RF,3.6,55,246,219,47,64,9,1,16,39,10,2,24,38,0.292,0.366,0.562,0.927,147,0.417,158,123,2,2,0,1,1,*9/D48,"MVP-2,GG,SS",Right,No,No,No,No,No,No,No
AJ Pollock,32,LF,0.9,55,210,196,30,54,9,0,16,34,2,2,12,45,0.276,0.314,0.566,0.881,132,0.364,127,111,6,0,0,2,1,*78D/H,0,Right,No,No,No,No,No,No,No
Chris Taylor,29,UT,1.9,56,214,185,30,50,10,2,8,32,3,2,26,55,0.27,0.366,0.476,0.842,127,0.374,133,88,3,2,1,0,0,674/8DH,0,Right,No,No,No,No,No,No,No
Cody Bellinger*,24,CF,1.5,56,243,213,33,51,10,0,12,30,6,1,30,42,0.239,0.333,0.455,0.789,112,0.34,106,97,4,0,0,0,2,83/D9,0,Left,No,No,No,No,No,No,No
Max Muncy*,29,1B,0.5,58,248,203,36,39,4,0,12,27,1,0,39,60,0.192,0.331,0.389,0.72,95,0.316,91,79,3,4,0,2,2,354/D,0,Left,No,No,No,No,No,No,No
Will Smith,25,C,1.4,37,137,114,23,33,9,0,8,25,0,0,20,22,0.289,0.401,0.579,0.98,162,0.41,157,66,2,2,0,1,1,2/DH,0,Right,No,No,No,No,No,No,No
Justin Turner,35,3B,1.5,42,175,150,26,46,9,1,4,23,1,0,18,26,0.307,0.4,0.46,0.86,133,0.395,145,69,2,6,0,1,0,5D,0,Right,No,No,No,No,No,No,No
Kiké Hernández,28,2B,1.1,48,148,139,20,32,8,1,5,20,0,1,6,31,0.23,0.27,0.41,0.68,81,0.299,82,57,5,2,0,1,0,4H/97836D,0,Right,No,No,No,No,No,No,No
Edwin Ríos*,26,3B,0.6,32,83,76,13,19,6,0,8,17,0,0,4,18,0.25,0.301,0.645,0.946,147,0.394,146,49,2,2,0,1,0,5/H3D,0,Left,No,No,No,No,No,No,No
Joc Pederson*,28,DH,-0.3,43,138,121,21,23,4,0,7,16,1,0,11,34,0.19,0.285,0.397,0.681,83,0.305,82,48,5,5,0,0,0,7D/9H,0,Left,No,No,No,No,No,No,No
Austin Barnes,30,C,0.7,29,104,86,14,21,3,0,1,9,3,0,13,24,0.244,0.353,0.314,0.667,84,0.321,90,27,0,2,2,1,0,2/DH,0,Right,No,No,No,No,No,No,No
Gavin Lux*,22,2B,0.6,19,69,63,8,11,2,0,3,8,1,0,6,19,0.175,0.246,0.349,0.596,59,0.276,61,22,0,0,0,0,0,4/D,0,Left,No,No,No,No,No,No,No
Matt Beaty*,27,UT,-0.5,21,54,50,8,11,1,0,2,5,0,0,2,14,0.22,0.278,0.36,0.638,72,0.277,65,18,3,2,0,0,0,3/DH7,0,Left,No,No,No,No,No,No,No
Keibert Ruiz#,21,C,0.1,2,8,8,1,2,0,0,1,1,0,0,0,3,0.25,0.25,0.625,0.875,126,0.358,120,5,0,0,0,0,0,/2,0,Both,No,No,No,No,No,No,No
Zach McKinstry*,25,UT,0.0,4,7,7,1,2,1,0,0,0,0,0,0,3,0.286,0.286,0.429,0.714,90,0.292,75,3,1,0,0,0,0,/HD49,0,Left,No,No,No,No,No,No,No
Terrance Gore,29,DH,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/8DH,0,Right,No,No,No,No,No,No,No
Adam Kolarek*,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1/9,0,Left,No,No,No,No,No,No,No
Tony Gonsolin,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,ROY-4,Right,No,No,No,No,No,No,No
