Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Will Benson*,25,RF,1.6,108,329,287,51,79,15,8,11,31,19,3,40,103,0.275,0.365,0.498,0.863,128,0.383,132,143,3,1,0,1,0,97H/D8,0,Left,No,No,No,No,No,No,No
Stuart Fairchild,27,LF,0.5,97,255,219,34,50,16,2,5,28,10,3,25,69,0.228,0.321,0.388,0.71,89,0.318,90,85,2,6,3,2,0,798H/D,0,Right,No,No,No,No,No,No,No
Kevin Newman,29,IF,-0.4,74,253,225,28,57,16,0,3,28,8,1,17,34,0.253,0.311,0.364,0.675,80,0.307,80,82,7,4,2,5,0,564H/3D,0,Right,No,No,No,No,No,No,No
Luke Maile,32,C,0.9,74,199,179,17,42,10,0,6,25,2,1,14,49,0.235,0.308,0.391,0.699,85,0.32,93,70,8,5,1,0,0,2/1HD,0,Right,No,No,No,No,No,No,No
Jose Barrero,25,UT,-0.5,46,149,133,15,29,8,0,2,17,3,2,15,44,0.218,0.295,0.323,0.619,66,0.273,61,43,1,0,0,1,0,68/HD,0,Right,No,No,No,No,No,No,No
Nick Martini*,33,UT,0.2,29,79,72,10,19,3,1,6,16,0,0,5,15,0.264,0.329,0.583,0.912,137,0.382,137,42,1,2,0,0,0,7HD/39,0,Left,No,No,No,No,No,No,No
Noelvi Marté,21,3B,0.8,35,123,114,15,36,7,0,3,15,6,2,8,25,0.316,0.366,0.456,0.822,118,0.355,116,52,1,1,0,0,0,5/6HD4,0,Right,No,No,No,No,No,No,No
Wil Myers,32,RF,-0.6,37,141,127,11,24,3,0,3,12,2,1,12,48,0.189,0.257,0.283,0.541,45,0.243,38,36,3,0,1,1,0,93/DH,0,Right,No,No,No,No,No,No,No
Jason Vosler*,29,1B,-0.4,20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,48,0.241,37,23,0,0,0,0,0,3/51H,0,Left,No,No,No,No,No,No,No
Curt Casali,34,C,0.1,40,96,80,8,14,2,0,0,6,0,0,11,23,0.175,0.29,0.2,0.49,35,0.249,41,16,1,2,3,0,0,2/35,0,Right,No,No,No,No,No,No,No
Henry Ramos#,31,OF,0.2,23,86,74,9,18,3,1,0,5,2,1,11,21,0.243,0.349,0.311,0.66,79,0.301,80,23,2,1,0,0,0,9/D7H,0,Both,No,No,No,No,No,No,No
Hunter Renfroe,31,DH,-0.6,14,44,39,4,5,0,0,1,4,0,0,5,12,0.128,0.227,0.205,0.432,17,0.206,12,8,0,0,0,0,0,/D9H,0,Right,No,No,No,No,No,No,No
Harrison Bader,29,CF,-0.3,14,34,31,4,5,1,0,0,3,3,1,3,3,0.161,0.235,0.194,0.429,17,0.21,11,6,1,0,0,0,0,8/HD,0,Right,No,No,No,No,No,No,No
TJ Hopkins,26,OF,-0.3,25,44,41,7,7,0,0,0,1,1,0,2,17,0.171,0.227,0.171,0.398,9,0.194,0,7,1,1,0,0,0,H/9D7,0,Right,No,No,No,No,No,No,No
Alejo López#,27,2B,0.2,1,2,2,1,1,1,0,0,1,0,0,0,1,0.5,0.5,1.0,1.5,287,0.618,304,2,0,0,0,0,0,/4,0,Both,No,No,No,No,No,No,No
Matt Reynolds,32,CI,-0.1,2,5,5,1,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,8,0.179,-7,1,0,0,0,0,0,/53,0,Right,No,No,No,No,No,No,No
Michael Siani*,23,OF,-0.1,3,1,0,1,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0,0.195,367,0,0,0,0,0,0,/78H,0,Left,No,No,No,No,No,No,No
Alex Young*,29,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Alexis Díaz,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No
Daniel Duarte,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Carson Spiers,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Lucas Sims,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Buck Farmer*,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Tony Santillan,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Ian Gibaut,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Derek Law,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
