Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Ryan Zimmerman,32,1B,2.7,144,576,524,90,159,33,0,36,108,1,0,44,126,0.303,0.358,0.573,0.93,134,0.395,138,300,16,3,0,5,1,*3/HD,"AS,MVP-20",Right,No,No,No,No,No,No,No,No,No
Anthony Rendon,27,3B,6.1,147,605,508,81,153,41,1,25,100,7,2,84,82,0.301,0.403,0.533,0.937,139,0.4,141,271,7,7,0,6,6,*5/H,MVP-6,Right,No,No,No,No,No,No,No,No,No
Daniel Murphy*,32,2B,3.2,144,593,534,94,172,43,3,23,93,2,0,52,77,0.322,0.384,0.543,0.928,136,0.39,135,290,16,4,0,3,14,*4/H,"AS,MVP-19,SS",Left,No,No,No,No,No,No,No,No,No
Bryce Harper*,24,RF,4.7,111,492,420,95,134,27,1,29,87,4,2,68,99,0.319,0.413,0.595,1.008,156,0.422,159,250,15,1,0,3,11,*9/H,"AS,MVP-12",Left,No,No,No,No,No,No,No,No,No
Adam Lind*,33,UT,1.0,116,301,267,39,81,14,0,14,59,1,0,28,47,0.303,0.362,0.513,0.875,122,0.372,122,137,6,0,0,6,5,H37/D,0,Left,No,No,No,No,No,No,No,No,No
Michael A. Taylor,26,CF,2.7,118,432,399,55,108,23,3,19,53,17,7,29,137,0.271,0.32,0.486,0.806,104,0.347,103,194,3,1,1,2,3,*8/H9,0,Right,No,No,No,No,No,No,No,No,No
Matt Wieters#,31,C,-0.8,123,465,422,43,95,20,0,10,52,1,0,38,94,0.225,0.288,0.344,0.632,62,0.281,55,145,14,1,0,4,4,*2/H,0,Both,No,No,No,No,No,No,No,No,No
Trea Turner,24,SS,2.9,98,447,412,75,117,24,6,11,45,46,8,30,80,0.284,0.338,0.451,0.789,101,0.372,111,186,4,4,0,1,0,6/H,0,Right,No,No,No,No,No,No,No,No,No
Brian Goodwin*,26,OF,0.3,74,278,251,41,63,21,1,13,30,6,0,23,69,0.251,0.313,0.498,0.811,104,0.356,107,125,3,1,0,3,2,879H,0,Left,No,No,No,No,No,No,No,No,No
Jayson Werth,38,LF,-0.7,70,289,252,35,57,10,1,10,29,4,3,35,69,0.226,0.322,0.393,0.715,83,0.313,81,99,4,1,0,1,1,79/DH,0,Right,No,No,No,No,No,No,No,No,No
