Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Tommy Edman#,25,3B,1.3,55,227,204,29,51,7,1,5,26,2,4,16,48,0.25,0.317,0.368,0.685,90,0.302,92,75,5,5,0,2,0,569/47H,0,Both,No,No,No,No,No,No,No,
Brad Miller*,30,DH,0.9,48,171,142,21,33,8,1,7,25,1,0,25,46,0.232,0.357,0.451,0.807,122,0.361,128,64,2,3,0,1,1,D5/H64,0,Left,No,No,No,No,No,No,No,
Paul DeJong,26,SS,0.4,45,174,152,17,38,6,0,3,25,1,0,17,50,0.25,0.322,0.349,0.671,87,0.299,84,53,4,1,0,4,0,*6,0,Right,No,No,No,No,No,No,No,
Matt Carpenter*,34,3B,0.2,50,169,140,22,26,6,0,4,24,0,0,23,48,0.186,0.325,0.314,0.64,79,0.294,82,44,1,6,0,0,1,5D/3H,0,Left,No,No,No,No,No,No,No,
Paul Goldschmidt,32,1B,2.1,58,231,191,31,58,13,0,6,21,1,0,37,43,0.304,0.417,0.466,0.883,145,0.387,146,89,4,1,0,1,0,*3/D,MVP-15,Right,No,No,No,No,No,No,No,
Tyler O'Neill,25,LF,0.9,50,157,139,20,24,5,0,7,19,3,1,15,43,0.173,0.261,0.36,0.621,70,0.283,73,50,3,2,0,1,0,*7/HD,GG,Right,No,No,No,No,No,No,No,
Yadier Molina,37,C,0.4,42,156,145,12,38,2,0,4,16,0,0,6,21,0.262,0.303,0.359,0.662,83,0.291,80,52,7,3,1,1,0,*2/3,0,Right,No,No,No,No,No,No,No,
Kolten Wong*,29,2B,1.3,53,208,181,26,48,4,2,1,16,5,2,20,30,0.265,0.35,0.326,0.675,90,0.305,89,59,1,4,2,1,1,*4/H,GG,Left,No,No,No,No,No,No,No,
Dylan Carlson#,21,OF,0.1,35,119,110,11,22,7,1,3,16,1,1,8,35,0.2,0.252,0.364,0.616,68,0.262,61,40,3,0,0,1,0,987/H,0,Both,No,No,No,No,No,No,No,
Dexter Fowler#,34,RF,0.0,31,101,90,14,21,2,0,4,15,1,1,10,28,0.233,0.317,0.389,0.706,95,0.309,94,35,2,1,0,0,0,9/DH,0,Both,No,No,No,No,No,No,No,
Harrison Bader,26,CF,1.0,50,125,106,21,24,7,2,4,11,3,1,13,40,0.226,0.336,0.443,0.779,114,0.359,126,47,2,5,0,1,0,*8/HD,0,Right,No,No,No,No,No,No,No,
Rangel Ravelo,28,UT,-0.2,13,41,35,5,6,1,0,1,6,0,0,4,6,0.171,0.244,0.286,0.53,47,0.232,39,10,0,0,0,2,0,/D93H7,0,Right,No,No,No,No,No,No,No,
Matt Wieters#,34,C,0.0,19,41,35,3,7,1,0,0,4,0,0,3,10,0.2,0.3,0.229,0.529,50,0.253,52,8,1,2,1,0,0,2/H,0,Both,No,No,No,No,No,No,No,
Andrew Knizner,25,C,-0.1,8,17,16,1,4,1,0,0,4,0,0,0,5,0.25,0.235,0.313,0.548,50,0.231,38,5,2,0,0,1,0,/2HD,0,Right,No,No,No,No,No,No,No,
Lane Thomas,24,OF,-0.2,18,40,36,5,4,2,0,1,2,0,0,4,13,0.111,0.2,0.25,0.45,24,0.204,19,9,1,0,0,0,0,9/8H,0,Right,No,No,No,No,No,No,No,
Max Schrock*,25,IF,0.0,11,17,17,1,3,0,0,1,1,0,0,0,6,0.176,0.176,0.353,0.529,42,0.221,31,6,0,0,0,0,0,/4H51D,0,Left,No,No,No,No,No,No,No,
Austin Dean,26,UT,0.0,3,7,4,1,1,1,0,0,0,0,0,3,2,0.25,0.571,0.5,1.071,202,0.478,209,2,0,0,0,0,0,/739H,0,Right,No,No,No,No,No,No,No,
Justin Williams*,24,RF,0.0,3,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,54,0.267,64,1,0,0,0,0,0,/9DH,0,Left,No,No,No,No,No,No,No,
John Nogowski,27,1B,-0.1,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,40,0.225,33,1,0,0,0,0,0,/3,0,Right,No,No,No,No,No,No,No,
Seth Elledge,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Jake Woodford,23,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
