Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Yordan Alvarez*,24,DH,3.1,144,598,537,92,149,35,1,33,104,1,0,50,145,0.277,0.346,0.531,0.877,136,0.369,133,285,16,8,0,3,3,D7/H,0,Left,No,No,No,No,No,No,No,No,No
Carlos Correa,26,SS,7.3,148,640,555,104,155,34,1,26,92,0,0,75,116,0.279,0.366,0.485,0.85,131,0.369,133,269,16,4,0,6,2,*6,"AS,MVP-5,GG",Right,No,No,No,No,No,No,No,No,No
Kyle Tucker*,24,RF,5.3,140,567,506,83,149,37,3,30,92,14,2,53,90,0.294,0.359,0.557,0.917,147,0.39,146,282,10,1,0,5,5,*9/8DH,MVP-20,Left,No,No,No,No,No,No,No,No,No
Jose Altuve,31,2B,4.5,146,678,601,117,167,32,1,31,83,5,3,66,91,0.278,0.35,0.489,0.839,127,0.359,127,294,9,4,1,6,3,*4/HD,"AS,MVP-18",Right,No,No,No,No,No,No,No,No,No
Yuli Gurriel,37,1B,3.8,143,605,530,83,169,31,0,15,81,1,1,59,68,0.319,0.383,0.462,0.846,131,0.362,128,245,16,4,0,12,2,*3/5D,GG,Right,No,No,No,No,No,No,No,No,No
Alex Bregman,27,3B,2.3,91,400,348,54,94,17,0,12,55,1,0,44,53,0.27,0.355,0.422,0.777,113,0.34,113,147,13,4,0,4,4,5/H,0,Right,No,No,No,No,No,No,No,No,No
Chas McCormick,26,OF,2.4,108,320,284,47,73,12,0,14,50,4,2,25,104,0.257,0.319,0.447,0.766,107,0.331,106,127,5,4,0,7,0,789H/D,0,Right,No,No,No,No,No,No,No,No,No
Michael Brantley*,34,LF,2.2,121,508,469,68,146,29,3,8,47,1,0,33,53,0.311,0.362,0.437,0.799,119,0.353,122,205,11,5,0,1,1,7D/9H,AS,Left,No,No,No,No,No,No,No,No,No
Aledmys Díaz,30,3B,1.6,84,319,294,28,76,19,0,8,45,0,1,16,62,0.259,0.317,0.405,0.721,97,0.317,98,119,7,9,0,0,3,5743H/6D9,0,Right,No,No,No,No,No,No,No,No,No
Martín Maldonado,34,C,0.0,125,426,373,40,64,10,1,12,36,0,0,47,127,0.172,0.272,0.3,0.573,58,0.266,61,112,9,5,0,1,1,*2/3H,0,Right,No,No,No,No,No,No,No,No,No
