Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Khris Davis,30,DH,2.9,151,654,576,98,142,28,1,48,123,0,0,59,175,0.247,0.326,0.549,0.874,137,0.367,134,316,16,12,0,7,5,*D7/H,MVP-8,Right,No
Jed Lowrie#,34,2B,4.0,157,680,596,78,159,37,1,23,99,0,0,78,128,0.267,0.353,0.448,0.801,121,0.352,123,267,8,3,0,3,1,*45/HD,"AS,MVP-20",Both,No
Stephen Piscotty,27,RF,2.9,151,605,546,78,146,41,0,27,88,2,0,42,114,0.267,0.331,0.491,0.821,124,0.355,125,268,21,12,0,5,0,*9/H,0,Right,No
Matt Olson*,24,1B,3.7,162,660,580,85,143,33,0,29,84,2,1,70,163,0.247,0.335,0.453,0.788,117,0.346,119,263,13,8,0,2,3,*3/H,GG,Left,No
Marcus Semien,27,SS,4.4,159,703,632,89,161,35,2,15,70,14,6,61,131,0.255,0.318,0.388,0.706,95,0.316,97,245,12,1,2,7,1,*6,0,Right,No
Matt Chapman,25,3B,7.6,145,616,547,100,152,42,6,24,68,1,2,58,146,0.278,0.356,0.508,0.864,137,0.37,137,278,18,9,0,2,0,*5,"MVP-7,GG",Right,No
Mark Canha,29,CF,1.7,122,411,365,60,91,22,0,17,52,1,2,34,88,0.249,0.328,0.449,0.778,114,0.343,118,164,11,10,0,2,3,87H39/D,0,Right,No
Jonathan Lucroy,32,C,-0.6,126,454,415,41,100,21,1,4,51,0,0,29,65,0.241,0.291,0.325,0.617,72,0.276,69,135,12,3,1,6,1,*2/HD,0,Right,No
Chad Pinder,26,LF,2.1,110,333,298,43,77,12,1,13,27,0,2,27,88,0.258,0.332,0.436,0.769,112,0.335,114,130,4,6,2,0,1,7H45/9863D,0,Right,No
Dustin Fowler*,23,CF,-1.0,69,203,192,19,43,3,2,6,23,6,4,8,47,0.224,0.256,0.354,0.61,68,0.265,62,68,2,1,0,2,0,8H/79,0,Left,No
Nick Martini*,28,LF,1.4,55,179,152,26,45,9,3,1,19,0,0,21,36,0.296,0.397,0.414,0.811,127,0.366,134,63,0,5,0,1,1,7H/89,0,Left,No
Ramón Laureano,23,CF,2.2,48,176,156,27,45,12,1,5,19,7,1,16,50,0.288,0.358,0.474,0.832,129,0.367,129,74,0,2,0,2,0,8/H,0,Right,No
Franklin Barreto,22,2B,0.1,32,75,73,10,17,4,0,5,16,0,0,1,29,0.233,0.253,0.493,0.746,100,0.308,91,36,3,1,0,0,0,4/H6D,0,Right,No
Matt Joyce*,33,LF,-0.2,83,246,207,34,43,9,0,7,15,0,2,35,53,0.208,0.322,0.353,0.675,88,0.303,90,73,3,1,1,2,2,7HD/98,0,Left,No
Josh Phegley,30,C,0.2,39,102,93,13,19,7,0,2,15,0,0,6,27,0.204,0.255,0.344,0.599,65,0.274,67,32,3,1,0,2,0,2/H,0,Right,No
Bruce Maxwell*,27,C,-0.1,18,58,55,5,10,4,0,1,6,0,0,2,13,0.182,0.207,0.309,0.516,41,0.236,40,17,3,0,0,1,0,2/HD,0,Left,No
Jake Smolinski,29,CF,-0.3,19,41,39,2,5,1,1,0,2,1,0,1,10,0.128,0.171,0.205,0.376,4,0.167,-14,8,4,1,0,0,0,8/H17,0,Right,No
Daniel Mengden,25,P,0.0,1,3,3,1,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667,87,0.298,86,1,0,0,0,0,0,1,0,Right,No
Boog Powell*,25,CF,-0.5,7,25,24,3,4,1,1,0,0,1,1,1,6,0.167,0.2,0.292,0.492,34,0.197,19,7,1,0,0,0,0,/8H,0,Left,No
Beau Taylor*,28,C,0.0,7,6,5,0,1,1,0,0,0,0,0,1,2,0.2,0.333,0.4,0.733,103,0.322,101,2,0,0,0,0,0,/2HD,0,Left,No
