Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Anthony Rendon,29,3B,7.1,146,646,545,117,174,44,3,34,126,5,1,80,86,0.319,0.412,0.598,1.01,157,0.422,160,326,13,12,0,9,8,*5/4,"AS,MVP-3,SS",Right,No,No,No,No,No,No,No,No,No
Juan Soto*,20,LF,5.0,150,659,542,110,153,32,5,34,110,12,1,108,132,0.282,0.401,0.548,0.949,142,0.404,145,297,11,3,0,6,3,*7,MVP-9,Left,No,No,No,No,No,No,No,No,No
Víctor Robles,22,CF,4.4,155,617,546,86,139,33,3,17,65,28,9,35,140,0.255,0.326,0.419,0.745,91,0.334,95,229,6,25,6,5,3,*89/H,ROY-6,Right,No,No,No,No,No,No,No,No,No
Kurt Suzuki,35,C,0.5,85,309,280,37,74,11,0,17,63,0,1,20,36,0.264,0.324,0.486,0.809,105,0.343,105,136,10,6,0,3,1,2H,0,Right,No,No,No,No,No,No,No,No,No
Howie Kendrick,35,IF,2.8,121,370,334,61,115,23,1,17,62,2,1,27,49,0.344,0.395,0.572,0.966,146,0.413,154,191,11,4,0,5,1,3H45/D,0,Right,No,No,No,No,No,No,No,No,No
Trea Turner,26,SS,4.0,122,569,521,96,155,37,5,19,57,35,5,43,113,0.298,0.353,0.497,0.85,117,0.372,118,259,10,3,0,2,2,*6,0,Right,No,No,No,No,No,No,No,No,No
Matt Adams*,30,1B,0.5,111,333,310,42,70,14,0,20,56,0,0,20,115,0.226,0.276,0.465,0.741,86,0.313,82,144,7,2,0,1,1,3H,0,Left,No,No,No,No,No,No,No,No,No
Brian Dozier,32,2B,1.3,135,482,416,54,99,20,0,20,50,3,4,61,105,0.238,0.34,0.43,0.771,98,0.333,99,179,11,4,0,1,2,*4H/1,0,Right,No,No,No,No,No,No,No,No,No
Adam Eaton*,30,RF,1.8,151,656,566,103,158,25,7,15,49,15,3,65,106,0.279,0.365,0.428,0.792,105,0.347,104,242,8,13,9,3,0,*9/7H,0,Left,No,No,No,No,No,No,No,No,No
Yan Gomes,31,C,1.4,97,358,314,36,70,16,0,12,43,2,0,38,84,0.223,0.316,0.389,0.704,81,0.311,79,122,7,5,0,1,6,2/H3,0,Right,No,No,No,No,No,No,No,No,No
Gerardo Parra*,32,UT,0.5,89,204,188,30,47,11,1,8,42,6,2,11,41,0.25,0.3,0.447,0.747,90,0.329,92,84,7,3,1,1,1,H938/7145,0,Left,No,No,No,No,No,No,No,No,No
Asdrúbal Cabrera#,33,2B,0.9,38,146,124,24,40,10,1,6,40,0,0,19,18,0.323,0.404,0.565,0.969,147,0.406,150,70,3,0,0,3,1,4/5H3,0,Both,No,No,No,No,No,No,No,No,No
