Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Paul Goldschmidt,31,1B,2.6,161,682,597,97,155,25,1,34,97,3,1,78,166,0.26,0.346,0.476,0.821,115,0.357,120,284,11,2,0,3,2,*3/H,MVP-20,Right,No,No,No,No,No,No,No
Marcell Ozuna,28,LF,2.3,130,549,485,80,117,23,1,29,89,12,2,62,114,0.241,0.328,0.472,0.8,109,0.347,110,229,21,1,0,1,2,*7/H,0,Right,No,No,No,No,No,No,No
Paul DeJong,25,SS,5.3,159,664,583,97,136,31,1,30,78,9,5,62,149,0.233,0.318,0.444,0.762,99,0.331,102,259,15,13,0,6,1,*6/H,AS,Right,No,No,No,No,No,No,No
Dexter Fowler#,33,RF,1.4,150,574,487,69,116,24,1,19,67,8,5,74,142,0.238,0.346,0.409,0.754,100,0.333,104,199,6,8,1,4,1,*98H,0,Both,No,No,No,No,No,No,No
Kolten Wong*,28,2B,5.1,148,549,478,61,136,25,4,11,59,24,4,47,83,0.285,0.361,0.423,0.784,108,0.354,113,202,2,13,6,5,5,*4/H,"MVP-20,GG",Left,No,No,No,No,No,No,No
Yadier Molina,36,C,1.3,113,452,419,45,113,24,0,10,57,6,0,23,58,0.27,0.312,0.399,0.711,87,0.316,88,167,14,5,0,5,0,*2/3H5,0,Right,No,No,No,No,No,No,No
Matt Carpenter*,33,3B,1.1,129,492,416,59,94,20,2,15,46,6,1,63,129,0.226,0.334,0.392,0.726,92,0.321,93,163,3,7,1,5,0,5H/3D,0,Left,No,No,No,No,No,No,No
José Martínez,30,RF,-0.4,128,373,334,45,90,13,2,10,42,3,0,35,82,0.269,0.34,0.41,0.751,98,0.336,103,137,14,2,0,2,0,9H/D7,0,Right,No,No,No,No,No,No,No
Harrison Bader,25,CF,2.3,128,406,347,54,71,14,3,12,39,11,3,46,117,0.205,0.314,0.366,0.68,80,0.312,86,127,3,10,1,2,4,*8H,0,Right,No,No,No,No,No,No,No
Tommy Edman#,24,IF,3.9,92,349,326,59,99,17,7,11,36,15,1,16,61,0.304,0.35,0.5,0.85,122,0.382,132,163,3,7,0,0,0,54H9/78,0,Both,No,No,No,No,No,No,No
Matt Wieters#,33,C,0.5,67,183,168,15,36,4,0,11,27,1,1,12,47,0.214,0.268,0.435,0.702,82,0.297,78,73,3,1,0,2,0,2H,0,Both,No,No,No,No,No,No,No
Tyler O'Neill,24,LF,0.3,60,151,141,18,37,6,0,5,16,1,0,10,53,0.262,0.311,0.411,0.723,90,0.328,98,58,3,0,0,0,0,7H/98,0,Right,No,No,No,No,No,No,No
Yairo Muñoz,24,UT,-0.6,88,181,172,20,46,7,1,2,13,8,3,7,37,0.267,0.298,0.355,0.653,73,0.291,71,61,5,1,0,1,0,H5697/84,0,Right,No,No,No,No,No,No,No
Lane Thomas,23,OF,0.5,34,44,38,6,12,0,1,4,12,1,1,4,8,0.316,0.409,0.684,1.093,182,0.437,182,26,1,2,0,0,0,8H/97,0,Right,No,No,No,No,No,No,No
Jedd Gyorko,30,IF,0.0,38,62,56,5,11,0,0,2,7,2,0,6,14,0.196,0.274,0.304,0.578,54,0.279,59,17,1,0,0,0,0,H5/413,0,Right,No,No,No,No,No,No,No
Andrew Knizner,24,C,0.2,18,58,53,7,12,2,0,2,7,2,0,4,14,0.226,0.293,0.377,0.67,76,0.314,83,20,3,1,0,0,0,2/H3,0,Right,No,No,No,No,No,No,No
Rangel Ravelo,27,1B,-0.3,29,43,39,4,8,2,0,2,7,0,0,3,12,0.205,0.256,0.41,0.666,72,0.278,63,16,1,0,0,1,0,H/3,0,Right,No,No,No,No,No,No,No
Jack Flaherty,23,P,0.1,35,66,54,4,10,3,0,0,4,1,1,2,17,0.185,0.211,0.241,0.451,20,0.188,-13,13,0,0,9,1,0,1/H,"CYA-4,MVP-13",Right,No,No,No,No,No,No,No
Michael Wacha,27,P,0.0,28,39,36,3,6,1,0,0,3,0,0,0,21,0.167,0.167,0.194,0.361,-4,0.152,-38,7,0,0,3,0,0,1,0,Right,No,No,No,No,No,No,No
