Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Bobby Witt Jr.,23,SS,4.4,158,694,641,97,177,28,11,30,96,49,15,40,121,0.276,0.319,0.495,0.813,118,0.348,116,317,11,4,1,8,1,*6D/H,MVP-7,Right,No,Yes,Yes,No,No,No,No,No,No
Salvador Perez,33,C,0.5,140,580,538,59,137,21,0,23,80,0,0,19,135,0.255,0.292,0.422,0.714,92,0.303,88,227,11,13,0,8,6,2D3,AS,Right,No,No,No,No,No,No,No,No,No
MJ Melendez*,24,RF,-0.4,148,602,533,65,125,29,5,16,56,6,4,62,170,0.235,0.316,0.398,0.713,94,0.315,97,212,4,3,0,4,2,*97D2/H3,0,Left,No,No,No,No,No,No,No,No,No
Michael Massey*,25,2B,-0.1,129,461,428,42,98,18,1,15,55,6,2,24,99,0.229,0.274,0.381,0.655,77,0.29,78,163,3,4,1,4,0,*4H/D,0,Left,No,No,No,No,No,No,No,No,No
Maikel Garcia,23,3B,1.1,123,515,464,59,126,20,4,4,50,23,7,38,115,0.272,0.323,0.358,0.681,86,0.305,87,166,9,2,1,10,0,56/D4H,0,Right,No,No,No,No,No,No,No,No,No
Edward Olivares,27,LF,0.3,107,385,354,47,93,23,4,12,36,11,5,22,64,0.263,0.317,0.452,0.769,107,0.34,114,160,7,7,0,2,1,7DH/98,0,Right,No,No,No,No,No,No,No,No,No
Nick Pratto*,24,1B,-1.3,95,345,306,33,71,16,0,7,35,1,1,29,138,0.232,0.307,0.353,0.66,80,0.291,80,108,3,6,0,4,0,37/H9,0,Left,No,No,No,No,No,No,No,No,No
Kyle Isbel*,26,CF,2.1,91,313,292,45,70,22,2,5,34,7,1,17,59,0.24,0.282,0.38,0.662,79,0.289,75,111,5,1,1,2,0,8/HD,0,Left,No,No,No,No,No,No,No,No,No
Drew Waters#,24,OF,0.7,98,337,302,40,69,11,5,8,32,16,5,27,107,0.228,0.3,0.377,0.677,84,0.302,84,114,4,5,0,3,0,89/D7H,0,Both,No,No,No,No,No,No,No,No,No
Freddy Fermin,28,C,1.7,70,235,217,26,61,10,1,9,32,0,0,13,50,0.281,0.321,0.461,0.781,110,0.335,110,100,11,1,1,3,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Nelson Velázquez,24,RF,1.2,40,147,133,27,31,4,0,14,28,0,0,11,43,0.233,0.299,0.579,0.878,132,0.38,142,77,2,2,0,1,0,9D/7H,0,Right,No,No,No,No,No,No,No,No,No
Vinnie Pasquantino*,25,DH,0.1,61,260,231,24,57,17,0,9,26,0,0,25,31,0.247,0.324,0.437,0.762,106,0.328,105,101,7,2,0,1,2,3D/H,0,Left,No,No,No,No,No,No,No,No,No
Dairon Blanco,30,OF,1.2,69,138,124,19,32,7,4,3,18,24,5,10,33,0.258,0.324,0.452,0.775,109,0.37,120,56,2,2,2,0,0,79H/8D,0,Right,No,No,No,No,No,No,No,No,No
Matt Duffy,32,IF,0.3,78,209,191,17,48,8,0,2,16,1,0,12,39,0.251,0.306,0.325,0.631,73,0.298,83,62,4,4,0,2,0,54H3/D16,0,Right,No,No,No,No,No,No,No,No,No
Nicky Lopez*,28,IF,1.0,68,190,160,19,34,5,3,0,13,4,2,21,30,0.213,0.323,0.281,0.604,68,0.278,69,45,3,5,4,0,0,45/H637D,0,Left,No,No,No,No,No,No,No,No,No
Nick Loftin,24,IF,0.6,19,68,62,10,20,5,1,0,10,2,0,4,12,0.323,0.368,0.435,0.803,119,0.363,126,27,0,1,0,1,0,/345DH,0,Right,No,No,No,No,No,No,No,No,No
Hunter Dozier,31,3B,-0.1,29,91,82,8,15,2,1,2,9,2,0,8,29,0.183,0.253,0.305,0.558,52,0.269,59,25,0,0,0,1,0,5/397HD,0,Right,No,No,No,No,No,No,No,No,No
Franmil Reyes,27,DH,-0.5,19,65,59,5,11,0,0,2,7,0,0,4,24,0.186,0.231,0.288,0.519,41,0.226,32,17,3,0,0,2,0,D/7H9,0,Right,No,No,No,No,No,No,No,No,No
Jackie Bradley Jr.*,33,CF,-0.3,43,113,105,10,14,5,0,1,6,0,0,5,29,0.133,0.188,0.21,0.397,9,0.188,5,22,3,2,1,0,0,89/7H,0,Left,No,No,No,No,No,No,No,No,No
Samad Taylor,24,UT,-0.2,31,69,60,11,12,2,1,0,4,8,0,7,22,0.2,0.279,0.267,0.546,51,0.284,54,16,1,0,1,1,0,74H/58,0,Right,No,No,No,No,No,No,No,No,No
Matt Beaty*,30,1B,-0.1,26,67,56,7,13,4,0,0,3,0,0,6,12,0.232,0.358,0.304,0.662,84,0.321,101,17,1,5,0,0,0,3/HD9,0,Left,No,No,No,No,No,No,No,No,No
Logan Porter,27,C,0.0,11,38,31,4,6,1,0,1,3,0,0,5,11,0.194,0.324,0.323,0.647,78,0.321,100,10,2,1,1,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Nate Eaton,26,OF,-0.6,28,56,53,2,4,0,0,0,1,3,0,2,21,0.075,0.125,0.075,0.2,-43,0.128,-46,4,0,1,0,0,0,7/H89D15,0,Right,No,No,No,No,No,No,No,No,No
Tyler Cropley,27,C,-0.1,2,7,6,0,1,0,0,0,1,0,0,0,2,0.167,0.143,0.167,0.31,-16,0.127,-38,1,0,0,0,1,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Carlos Hernández,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
James McArthur,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Jonathan Heasley,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Zack Greinke,39,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Austin Cox*,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Dylan Coleman,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Taylor Clarke,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Aroldis Chapman*,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Scott Barlow,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Nick Wittgren,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
