Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Bobby Witt Jr.,24,SS,9.4,161,709,636,125,211,45,11,32,109,31,12,57,106,0.332,0.389,0.588,0.977,171,0.416,171,374,4,8,0,8,9,*6/D,"AS,MVP-2,GG,SS",Right,No,Yes,Yes,No,No,No,No,
Salvador Perez,34,C,2.5,158,652,590,58,160,28,0,27,104,0,0,44,129,0.271,0.33,0.456,0.786,119,0.339,116,269,17,11,0,6,9,23D/H,"AS,SS",Right,No,No,No,No,No,No,No,
Vinnie Pasquantino*,26,1B,1.1,131,554,496,64,130,30,2,19,97,1,0,40,71,0.262,0.315,0.446,0.76,111,0.328,108,221,12,4,1,13,1,3D/H,0,Left,No,No,No,No,No,No,No,
Maikel Garcia,24,3B,1.2,157,626,575,84,133,27,5,7,58,37,2,42,103,0.231,0.281,0.332,0.614,72,0.287,69,191,7,0,4,5,0,*54H/69,0,Right,No,No,No,No,No,No,No,
Hunter Renfroe,32,RF,0.0,120,424,385,44,88,18,0,15,52,1,1,36,84,0.229,0.297,0.392,0.689,92,0.308,94,151,10,2,0,1,0,*9/HD3,0,Right,No,No,No,No,No,No,No,
Michael Massey*,26,2B,1.6,100,356,332,45,86,17,2,14,45,1,0,15,56,0.259,0.294,0.449,0.743,105,0.328,108,149,9,3,2,4,1,4HD,0,Left,No,No,No,No,No,No,No,
MJ Melendez*,25,LF,-0.9,135,451,412,44,85,23,3,17,44,4,4,35,113,0.206,0.273,0.4,0.674,87,0.29,83,165,3,3,0,0,1,*7H/D93,0,Left,No,No,No,No,No,No,No,
Kyle Isbel*,27,CF,1.8,136,426,384,62,88,13,8,8,42,11,2,27,88,0.229,0.287,0.367,0.654,83,0.296,82,141,4,5,8,2,0,*8H,0,Left,No,No,No,No,No,No,No,
Freddy Fermin,29,C,3.0,111,368,339,40,92,14,0,6,36,2,0,23,66,0.271,0.319,0.366,0.685,93,0.307,92,124,10,2,1,3,1,2D/H,0,Right,No,No,No,No,No,No,No,
Nelson Velázquez,25,DH,-0.5,64,230,205,31,41,8,1,8,27,2,0,19,61,0.2,0.274,0.366,0.64,78,0.285,76,75,6,3,0,3,0,D97/H,0,Right,No,No,No,No,No,No,No,
Adam Frazier*,32,UT,0.3,104,294,262,35,53,10,1,4,22,3,0,22,59,0.202,0.282,0.294,0.576,63,0.269,64,77,0,7,3,0,0,4H9D7/53,0,Left,No,No,No,No,No,No,No,
Garrett Hampson,29,CF,0.4,113,231,213,16,49,13,1,0,16,7,2,14,59,0.23,0.275,0.3,0.576,63,0.259,56,64,3,0,2,2,0,8H74/36951,0,Right,No,No,No,No,No,No,No,
Paul DeJong,30,3B,0.7,37,119,108,15,24,3,0,6,15,0,1,9,44,0.222,0.277,0.417,0.694,92,0.308,97,45,1,0,0,2,0,5/HD6,0,Right,No,No,No,No,No,No,No,
Nick Loftin,25,IF,0.2,56,171,148,15,28,4,0,1,14,1,0,19,24,0.189,0.282,0.236,0.519,49,0.258,56,35,4,1,1,2,0,45H/3D71,0,Right,No,No,No,No,No,No,No,
Dairon Blanco,31,LF,0.1,88,132,120,37,31,4,0,4,13,31,7,8,32,0.258,0.308,0.392,0.699,96,0.327,85,47,2,1,1,1,0,H798D,0,Right,No,No,No,No,No,No,No,
Tommy Pham,36,OF,0.1,23,104,101,9,23,3,1,2,8,1,0,3,27,0.228,0.25,0.337,0.587,64,0.272,66,34,1,0,0,0,0,7/9D,0,Right,No,No,No,No,No,No,No,
Yuli Gurriel,40,1B,0.1,18,65,54,7,13,3,0,0,6,1,0,9,15,0.241,0.338,0.296,0.635,82,0.289,78,16,1,0,0,2,0,3/DH,0,Right,No,No,No,No,No,No,No,
Robbie Grossman#,34,DH,-0.4,16,38,32,2,4,0,0,0,2,0,0,5,13,0.125,0.263,0.125,0.388,15,0.201,17,4,1,1,0,0,0,D/H79,0,Both,No,No,No,No,No,No,No,
Drew Waters#,25,OF,0.0,7,19,16,2,3,1,0,0,1,0,0,2,6,0.188,0.316,0.25,0.566,63,0.265,63,4,0,1,0,0,0,/97H,0,Both,No,No,No,No,No,No,No,
CJ Alexander*,27,3B,-0.2,4,8,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-29,0.112,-48,1,0,0,0,0,0,/5DH,0,Left,No,No,No,No,No,No,No,
Tyler Gentry,25,RF,-0.1,3,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No,
Kris Bubic*,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
James McArthur,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Hunter Harvey,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
