Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Eduardo Rodríguez*,30,SP,3.4,13,9,.591,3.30,26,26,0,0,0,0,152.2,128,59,56,15,48,0,143,3,0,3,621,131,3.66,1.153,7.5,0.9,2.8,8.4,2.98,
2,Joey Wentz*,25,SP,-1.9,3,13,.188,6.90,25,19,0,0,0,0,105.2,131,87,81,25,47,0,98,0,2,2,492,63,5.81,1.685,11.2,2.1,4.0,8.3,2.09,
3,Michael Lorenzen,31,SP,2.1,5,7,.417,3.58,18,18,0,0,0,0,105.2,89,44,42,11,27,0,83,2,1,4,418,121,3.86,1.098,7.6,0.9,2.3,7.1,3.07,AS
4,Reese Olson,23,SP,1.5,5,7,.417,3.99,21,18,0,0,0,0,103.2,83,49,46,14,33,0,103,1,1,4,422,109,4.01,1.119,7.2,1.2,2.9,8.9,3.12,
5,Tarik Skubal*,26,SP,2.0,7,3,.700,2.80,15,15,0,0,0,0,80.1,58,28,25,4,14,0,102,3,0,1,310,155,2.00,0.896,6.5,0.4,1.6,11.4,7.29,
6,Matt Manning,25,SP,1.3,5,4,.556,3.58,15,15,0,0,0,0,78.0,60,37,31,11,21,0,50,5,0,0,316,121,4.81,1.038,6.9,1.3,2.4,5.8,2.38,
7,Alex Lange,27,CL,1.1,7,5,.583,3.68,67,0,45,0,0,26,66.0,43,30,27,6,45,1,79,6,0,4,288,118,4.36,1.333,5.9,0.8,6.1,10.8,1.76,
8,Tyler Holton*,27,RP,3.0,3,2,.600,2.11,59,1,7,0,0,1,85.1,56,21,20,9,18,1,74,1,0,4,324,206,3.56,0.867,5.9,0.9,1.9,7.8,4.11,
9,Jason Foley,27,RP,2.1,3,3,.500,2.61,70,0,18,0,0,7,69.0,65,21,20,2,15,2,55,1,0,2,276,167,2.73,1.159,8.5,0.3,2.0,7.2,3.67,
10,José Cisnero,34,RP,-0.4,3,4,.429,5.31,63,0,18,0,0,2,59.1,63,39,35,10,25,2,70,5,0,9,267,82,4.60,1.483,9.6,1.5,3.8,10.6,2.80,
11,Will Vest,28,RP,1.0,2,1,.667,2.98,48,4,7,0,0,2,48.1,40,18,16,3,13,1,56,0,0,0,199,146,2.55,1.097,7.4,0.6,2.4,10.4,4.31,
12,Matthew Boyd*,32,,-0.1,5,5,.500,5.45,15,15,0,0,0,0,71.0,69,46,43,11,25,0,73,2,0,2,303,80,4.35,1.324,8.7,1.4,3.2,9.3,2.92,
13,Alex Faedo,27,,0.6,2,5,.286,4.45,15,12,2,0,0,0,64.2,48,35,32,12,20,0,58,1,0,3,262,98,4.85,1.052,6.7,1.7,2.8,8.1,2.90,
14,Mason Englert,23,,-0.6,4,3,.571,5.46,31,1,7,0,0,0,56.0,67,39,34,12,17,0,41,2,0,2,253,80,5.59,1.500,10.8,1.9,2.7,6.6,2.41,
15,Tyler Alexander*,28,,0.2,2,1,.667,4.50,25,1,8,0,0,0,44.0,44,25,22,8,5,0,44,2,0,0,181,97,4.10,1.114,9.0,1.6,1.0,9.0,8.80,
16,Chasen Shreve*,32,,0.1,1,2,.333,4.79,47,0,10,0,0,0,41.1,45,24,22,6,12,0,42,1,0,3,180,91,4.05,1.379,9.8,1.3,2.6,9.1,3.50,
17,Brendan White,24,,0.0,2,3,.400,5.09,33,2,9,0,0,0,40.2,40,25,23,4,15,0,44,5,0,1,177,86,3.85,1.352,8.9,0.9,3.3,9.7,2.93,
18,Beau Brieske,25,,0.6,2,3,.400,3.60,25,1,6,0,0,2,35.0,36,14,14,4,12,0,31,0,0,0,152,121,4.00,1.371,9.3,1.0,3.1,8.0,2.58,
19,Spencer Turnbull,30,,-0.6,1,4,.200,7.26,7,7,0,0,0,0,31.0,37,26,25,5,15,0,24,3,0,2,145,60,5.55,1.677,10.7,1.5,4.4,7.0,1.60,
20,Sawyer Gipson-Long,25,,0.4,1,0,1.000,2.70,4,4,0,0,0,0,20.0,14,7,6,2,8,0,26,0,0,0,82,163,3.16,1.100,6.3,0.9,3.6,11.7,3.25,
21,Trey Wingenter,29,,-0.1,1,0,1.000,5.82,17,0,6,0,0,0,17.0,16,11,11,2,7,0,22,3,0,3,76,76,3.96,1.353,8.5,1.1,3.7,11.6,3.14,
22,Garrett Hill,27,,-0.9,0,0,,9.19,9,0,3,0,0,1,15.2,19,20,16,4,14,0,14,1,0,1,80,48,7.66,2.106,10.9,2.3,8.0,8.0,1.00,
23,Miguel Díaz,28,,0.6,1,0,1.000,0.64,12,3,0,0,0,0,14.0,8,1,1,0,5,0,16,0,0,0,54,690,2.04,0.929,5.1,0.0,3.2,10.3,3.20,
24,Zach Logue*,27,,-0.2,0,0,,7.36,3,0,2,0,0,0,11.0,13,9,9,3,2,0,10,0,0,0,49,61,5.53,1.364,10.6,2.5,1.6,8.2,5.00,
25,Andrew Vasquez*,29,,-0.4,0,0,,8.31,12,0,1,0,0,0,8.2,11,9,8,0,9,0,9,2,1,0,49,54,4.99,2.308,11.4,0.0,9.3,9.3,1.00,
26,Zack Short,28,,0.0,0,0,,6.00,6,0,6,0,0,0,6.0,12,4,4,0,1,0,1,1,0,0,32,76,3.92,2.167,18.0,0.0,1.5,1.5,1.00,
27,Brenan Hanifee,25,,0.0,0,0,,5.40,3,0,2,0,0,0,5.0,8,3,3,1,0,0,3,0,0,1,23,86,4.66,1.600,14.4,1.8,0.0,5.4,,
28,Braden Bristo,28,,0.0,0,0,,4.50,2,0,2,0,0,0,4.0,5,3,2,0,3,1,1,0,0,0,20,105,5.01,2.000,11.3,0.0,6.8,2.3,0.33,
29,Jonathan Schoop,31,,0.1,0,0,,0.00,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,,1.76,0.750,6.8,0.0,0.0,6.8,,
30,Zach McKinstry,28,,-0.1,0,0,,18.00,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,6,33,16.26,3.000,27.0,9.0,0.0,0.0,,
31,Carson Kelly,28,,0.0,0,0,,13.50,1,0,0,0,0,0,0.2,4,1,1,1,0,0,1,0,0,0,6,49,19.76,6.000,54.0,13.5,0.0,13.5,,
32,Anthony Misiewicz*,28,,-0.2,0,0,,81.00,1,0,1,0,0,0,0.1,4,3,3,1,0,0,0,0,0,0,5,11,42.26,12.000,108.0,27.0,0.0,0.0,,
