Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Manny Machado,31,3B,3.1,152,643,593,77,163,30,0,29,105,11,2,45,124,0.275,0.325,0.472,0.797,120,0.344,118,280,25,1,0,4,6,5D/H,"MVP-16,SS",Right,No,No,No,No,No,No,No
Jackson Merrill*,21,CF,4.4,156,593,554,77,162,31,6,24,90,16,3,29,101,0.292,0.326,0.5,0.826,127,0.357,126,277,2,1,4,5,1,*8/H,"AS,MVP-9,ROY-2,SS",Left,No,No,No,No,No,No,No
Jurickson Profar#,31,LF,3.6,158,668,564,94,158,29,0,24,85,10,3,76,101,0.28,0.38,0.459,0.839,134,0.369,137,259,14,18,5,5,4,*7/D3,"AS,MVP-14,SS",Both,No,No,No,No,No,No,No
Jake Cronenworth*,30,1B,1.9,155,656,577,72,139,29,3,17,83,5,2,61,118,0.241,0.324,0.39,0.714,99,0.319,101,225,19,11,1,3,0,34/DH,0,Left,No,No,No,No,No,No,No
Fernando Tatis Jr.,25,RF,2.6,102,438,398,64,110,21,1,21,49,11,3,32,96,0.276,0.34,0.492,0.833,130,0.36,129,196,8,7,0,1,0,9/DH,AS,Right,No,No,No,No,No,No,No
Ha-Seong Kim,28,SS,2.6,121,470,403,60,94,16,3,11,47,22,5,58,77,0.233,0.33,0.37,0.7,96,0.318,96,149,8,2,4,3,4,*6/H,0,Right,No,No,No,No,No,No,No
Kyle Higashioka,34,C,1.4,84,263,246,29,54,10,1,17,45,2,0,15,74,0.22,0.263,0.476,0.739,101,0.324,103,117,3,0,1,1,0,2/H,0,Right,No,No,No,No,No,No,No
Xander Bogaerts,31,2B,1.2,111,463,428,50,113,15,1,11,44,13,3,28,79,0.264,0.307,0.381,0.688,92,0.307,90,163,13,1,0,6,0,46/DH,0,Right,No,No,No,No,No,No,No
Luis Arráez*,27,DH,0.9,117,524,500,61,159,24,2,4,41,9,3,16,18,0.318,0.346,0.398,0.744,108,0.327,106,199,13,6,1,1,3,3D/4H,"AS,MVP-18",Left,No,No,No,No,No,No,No
Luis Campusano,25,C,-0.7,91,299,277,37,63,13,0,8,40,0,0,20,41,0.227,0.281,0.361,0.642,78,0.287,78,100,11,1,0,1,0,2H/3,0,Right,No,No,No,No,No,No,No
Donovan Solano,36,CI,1.0,96,309,283,31,81,13,0,8,35,2,1,22,65,0.286,0.343,0.417,0.76,112,0.339,116,118,6,3,0,1,0,5DH3/4,0,Right,No,No,No,No,No,No,No
David Peralta*,36,RF,0.8,91,260,236,35,63,11,0,8,28,2,0,22,54,0.267,0.335,0.415,0.75,109,0.335,112,98,3,2,0,0,0,9HD7,0,Left,No,No,No,No,No,No,No
Tyler Wade*,29,IF,-0.7,90,156,138,28,30,3,0,0,8,8,1,11,29,0.217,0.285,0.239,0.524,50,0.25,43,33,0,2,4,0,0,H5467/9D8,0,Left,No,No,No,No,No,No,No
Eguy Rosario,24,3B,0.3,30,57,53,5,13,6,0,3,6,0,0,2,20,0.245,0.286,0.528,0.814,121,0.339,116,28,1,1,1,0,0,5H/D4,0,Right,No,No,No,No,No,No,No
Graham Pauley*,23,DH,-0.4,13,32,32,4,4,0,0,2,5,0,0,0,15,0.125,0.125,0.313,0.438,17,0.179,0,10,1,0,0,0,0,/5DH3,0,Left,No,No,No,No,No,No,No
Bryce Johnson#,28,RF,-0.3,47,73,63,9,13,2,0,0,4,1,1,7,12,0.206,0.286,0.238,0.524,50,0.237,43,15,1,0,3,0,0,9H/78D,0,Both,No,No,No,No,No,No,No
Elias Díaz,33,C,0.1,12,24,21,1,4,2,0,1,3,0,0,3,5,0.19,0.292,0.429,0.72,99,0.349,123,9,2,0,0,0,0,2,0,Right,No,No,No,No,No,No,No
Mason McCoy,29,SS,-0.1,19,57,49,7,10,2,0,0,3,1,0,5,19,0.204,0.278,0.245,0.523,49,0.24,38,12,2,0,3,0,0,6,0,Right,No,No,No,No,No,No,No
José Azocar,28,OF,-0.4,61,79,73,13,16,2,0,0,2,5,1,5,19,0.219,0.269,0.247,0.516,46,0.265,56,18,1,0,1,0,0,7H8/9D,0,Right,No,No,No,No,No,No,No
Brett Sullivan*,30,UT,0.0,7,17,16,1,3,0,0,1,2,0,0,1,4,0.188,0.235,0.375,0.61,67,0.253,54,6,0,0,0,0,0,/23H,0,Left,No,No,No,No,No,No,No
Brandon Lockridge,27,OF,0.0,12,12,12,4,2,0,0,1,1,2,0,0,4,0.167,0.167,0.417,0.583,56,0.275,42,5,0,0,0,0,0,/7H9D8,0,Right,No,No,No,No,No,No,No
Nick Ahmed,34,MI,-0.2,2,7,7,1,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,-19,0.128,-38,1,0,0,0,0,0,/46,0,Right,No,No,No,No,No,No,No
Matthew Batten,29,1B,0.1,1,3,3,0,1,0,1,0,0,0,0,0,0,0.333,0.333,1.0,1.333,253,0.523,250,3,0,0,0,0,0,/3,0,Right,No,No,No,No,No,No,No
Jhony Brito,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
