Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Miguel Cabrera,36,DH,0.0,136,549,493,41,139,21,0,12,59,0,0,48,108,0.282,0.346,0.398,0.744,97,0.325,96,196,18,3,0,5,4,D3/H,0,Right,No,No,No,No,No,No,No
Brandon Dixon,27,1B,-0.5,117,420,391,41,97,20,4,15,52,5,1,21,136,0.248,0.29,0.435,0.725,88,0.313,87,170,5,4,0,4,0,37DH/95418,0,Right,No,No,No,No,No,No,No
Niko Goodrum#,27,UT,1.4,112,472,423,61,105,27,5,12,45,12,3,46,138,0.248,0.322,0.421,0.743,94,0.323,93,178,7,1,0,2,1,6473/89DH5,0,Both,No,No,No,No,No,No,No
Ronny Rodríguez,27,MI,-0.6,84,294,276,29,61,12,3,14,43,3,1,13,82,0.221,0.252,0.438,0.69,77,0.287,69,121,5,0,0,5,0,46H3/D57,0,Right,No,No,No,No,No,No,No
Christin Stewart*,25,LF,-0.3,104,416,369,32,86,25,1,10,40,0,1,34,103,0.233,0.305,0.388,0.693,82,0.299,79,143,4,7,0,6,3,7D/H,0,Left,No,No,No,No,No,No,No
Harold Castro*,25,UT,-1.0,97,369,354,30,103,10,4,5,38,4,2,9,86,0.291,0.305,0.384,0.689,81,0.3,78,136,6,0,2,4,0,485/7H9D63,0,Left,No,No,No,No,No,No,No
Nick Castellanos,27,RF,1.0,100,439,403,57,110,37,3,11,37,2,1,31,96,0.273,0.328,0.462,0.79,105,0.347,111,186,7,3,0,2,1,9D,0,Right,No,No,No,No,No,No,No
John Hicks,29,UT,-0.4,95,333,319,29,67,15,0,13,35,1,1,13,109,0.21,0.24,0.379,0.62,60,0.269,57,121,7,0,0,1,0,23H/D,0,Right,No,No,No,No,No,No,No
Jeimer Candelario#,25,CI,0.2,94,386,335,33,68,17,2,8,32,3,1,43,99,0.203,0.306,0.337,0.643,70,0.292,72,113,3,7,0,1,1,53/DH,0,Both,No,No,No,No,No,No,No
Dawel Lugo,24,3B,-0.9,77,288,273,28,67,11,4,6,26,0,0,8,59,0.245,0.271,0.381,0.652,70,0.28,64,104,8,3,0,4,1,5/HD,0,Right,No,No,No,No,No,No,No
JaCoby Jones,27,CF,-0.1,88,333,298,39,70,19,3,11,26,7,2,27,94,0.235,0.31,0.43,0.74,93,0.323,93,128,6,6,1,1,2,8/HD,0,Right,No,No,No,No,No,No,No
Víctor Reyes#,24,OF,1.4,69,292,276,29,84,16,5,3,25,9,3,14,64,0.304,0.336,0.431,0.767,101,0.332,100,119,5,0,0,2,0,87/9H,0,Both,No,No,No,No,No,No,No
Jordy Mercer,32,SS,0.5,74,271,256,24,69,16,0,9,22,0,0,13,57,0.27,0.31,0.438,0.747,94,0.327,97,112,4,2,0,0,1,6/435DH,0,Right,No,No,No,No,No,No,No
Grayson Greiner,26,C,-0.6,58,224,208,18,42,5,1,5,19,0,0,13,70,0.202,0.251,0.308,0.559,47,0.251,44,64,5,1,1,1,0,2,0,Right,No,No,No,No,No,No,No
Gordon Beckham,32,2B,-1.2,83,240,223,29,48,13,2,6,15,3,1,13,68,0.215,0.271,0.372,0.643,68,0.282,65,83,6,4,0,0,0,4H6D/53,0,Right,No,No,No,No,No,No,No
Travis Demeritte,24,RF,-1.2,48,186,169,24,38,7,2,3,10,3,0,14,63,0.225,0.286,0.343,0.63,66,0.275,58,58,3,1,1,1,0,9/H,0,Right,No,No,No,No,No,No,No
Josh Harrison,31,2B,-1.0,36,147,137,10,24,7,1,1,8,4,2,6,27,0.175,0.218,0.263,0.48,27,0.208,15,36,0,2,0,2,0,4/HD,0,Right,No,No,No,No,No,No,No
Jake Rogers,24,C,-0.6,35,128,112,11,14,3,0,4,8,0,0,13,51,0.125,0.222,0.259,0.481,27,0.216,18,29,3,1,2,0,0,2/D,0,Right,No,No,No,No,No,No,No
