Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Luke Voit,29,1B,1.7,56,234,213,41,59,5,0,22,52,0,0,17,54,0.277,0.338,0.61,0.948,157,0.405,160,130,4,3,0,1,0,*3/DH,MVP-9,Right,No,No,No,No,No,No,No,No,No
Gio Urshela,28,3B,2.1,43,174,151,24,45,11,0,6,30,1,0,18,25,0.298,0.368,0.49,0.858,137,0.376,138,74,6,1,0,4,0,*5/H,0,Right,No,No,No,No,No,No,No,No,No
DJ LeMahieu,31,2B,3.0,50,216,195,41,71,10,2,10,27,3,0,18,21,0.364,0.421,0.59,1.011,178,0.441,182,115,3,2,0,1,0,435/HD,"MVP-3,SS",Right,No,No,No,No,No,No,No,No,No
Clint Frazier,25,RF,1.8,39,160,131,24,35,6,1,8,26,3,0,25,44,0.267,0.394,0.511,0.905,150,0.408,159,67,5,3,0,1,0,9/7D,0,Right,No,No,No,No,No,No,No,No,No
Gary Sánchez,27,C,-0.3,49,178,156,19,23,4,0,10,24,0,0,18,64,0.147,0.253,0.365,0.618,70,0.271,66,57,6,4,0,0,0,*2/DH,0,Right,No,No,No,No,No,No,No,No,No
Aaron Judge,28,RF,1.1,28,114,101,23,26,3,0,9,22,0,1,10,32,0.257,0.336,0.554,0.891,143,0.379,145,56,5,2,0,0,0,9/DH,0,Right,No,No,No,No,No,No,No,No,No
Aaron Hicks#,30,CF,0.7,54,211,169,28,38,10,2,6,21,4,1,41,38,0.225,0.379,0.414,0.793,122,0.356,124,70,4,1,0,0,1,*8/HD,0,Both,No,No,No,No,No,No,No,No,No
Gleyber Torres,23,SS,0.0,42,160,136,17,33,8,0,3,16,1,0,22,28,0.243,0.356,0.368,0.724,103,0.327,104,50,5,2,0,0,0,6/H,0,Right,No,No,No,No,No,No,No,No,No
Brett Gardner*,36,LF,0.7,49,158,130,20,29,5,1,5,15,3,3,26,35,0.223,0.354,0.392,0.747,109,0.331,112,51,0,1,0,1,0,*78/HD,0,Left,No,No,No,No,No,No,No,No,No
Mike Tauchman*,29,OF,0.1,43,111,95,18,23,6,0,0,14,6,0,14,26,0.242,0.342,0.305,0.648,84,0.3,77,29,3,1,0,1,3,*79/8HD,0,Left,No,No,No,No,No,No,No,No,No
Giancarlo Stanton,30,DH,0.6,23,94,76,12,19,7,0,4,11,1,1,15,27,0.25,0.387,0.5,0.887,145,0.387,150,38,4,2,0,0,1,D,0,Right,No,No,No,No,No,No,No,No,No
Mike Ford*,27,1B,-0.5,29,84,74,5,10,4,0,2,11,0,0,7,16,0.135,0.226,0.27,0.496,38,0.243,47,20,4,2,0,1,0,3H/D,0,Left,No,No,No,No,No,No,No,No,No
Tyler Wade*,25,MI,0.7,52,105,88,19,15,3,0,3,10,4,1,12,22,0.17,0.288,0.307,0.595,67,0.283,71,27,1,3,1,1,0,46/H,0,Left,No,No,No,No,No,No,No,No,No
Kyle Higashioka,30,C,0.4,16,48,48,7,12,1,0,4,10,0,0,0,11,0.25,0.25,0.521,0.771,107,0.319,100,25,0,0,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Miguel Andujar,25,UT,-0.4,21,65,62,5,15,2,1,1,5,0,0,3,9,0.242,0.277,0.355,0.632,75,0.287,77,22,1,0,0,0,0,/7D5H,0,Right,No,No,No,No,No,No,No,No,No
Erik Kratz,40,UT,0.4,16,30,28,2,9,2,0,0,4,0,0,2,6,0.321,0.367,0.393,0.76,113,0.338,113,11,0,0,0,0,0,2/31,0,Right,No,No,No,No,No,No,No,No,No
Thairo Estrada,24,IF,-0.1,26,52,48,8,8,0,0,1,3,1,0,1,19,0.167,0.231,0.229,0.46,29,0.236,39,11,0,3,0,0,0,4/5H6,0,Right,No,No,No,No,No,No,No,No,No
Jordy Mercer,33,SS,-0.1,6,13,11,1,2,0,0,0,0,0,0,2,1,0.182,0.308,0.182,0.49,42,0.246,48,2,0,0,0,0,0,/6,0,Right,No,No,No,No,No,No,No,No,No
Estevan Florial*,22,CF,0.0,1,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,87,0.299,86,1,0,0,0,0,0,/8,0,Left,No,No,No,No,No,No,No,No,No
Jonathan Holder,27,P,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Chad Green*,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
