Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Joey Meneses,31,DH,0.5,154,657,611,71,168,36,1,13,89,0,0,38,130,0.275,0.321,0.401,0.722,100,0.322,101,245,15,5,0,3,0,*D3/H9,0,Right,No,No,No,No,No,No,No,No,No
Lane Thomas,27,RF,3.3,156,682,628,101,168,36,3,28,86,20,5,36,176,0.268,0.315,0.468,0.783,115,0.343,115,294,5,11,0,7,0,*98/H1D,0,Right,No,Yes,No,No,No,No,No,No,No
Keibert Ruiz#,24,C,1.3,136,562,523,55,136,24,0,18,67,1,1,31,58,0.26,0.308,0.409,0.717,98,0.314,97,214,13,6,0,2,1,*2D/H,0,Both,No,No,No,No,No,No,No,No,No
CJ Abrams*,22,SS,3.4,151,614,563,83,138,28,6,18,64,47,4,32,118,0.245,0.3,0.412,0.712,96,0.324,93,232,7,13,3,3,2,*6/H,0,Left,No,No,No,No,No,No,No,No,No
Jeimer Candelario#,29,3B,2.8,99,419,368,57,95,30,2,16,53,6,1,36,88,0.258,0.342,0.481,0.823,126,0.36,128,177,10,12,0,2,1,5/D,0,Both,No,No,No,No,No,No,No,No,No
Luis García Jr.*,23,2B,0.7,122,482,447,61,119,18,4,9,50,9,4,27,60,0.266,0.304,0.385,0.688,90,0.302,88,172,10,0,1,7,1,*4H,0,Left,No,No,No,No,No,No,No,No,No
Dominic Smith*,28,1B,0.9,153,586,527,57,134,21,1,12,46,1,1,47,91,0.254,0.326,0.366,0.692,93,0.31,94,193,12,10,0,2,1,*3/HD,0,Left,No,No,No,No,No,No,No,No,No
Stone Garrett,27,LF,1.9,89,271,234,40,63,17,0,9,40,3,1,26,82,0.269,0.343,0.457,0.801,121,0.354,124,107,6,3,0,5,0,7H9/D,0,Right,No,No,No,No,No,No,No,No,No
Alex Call,28,CF,1.1,128,439,375,43,75,14,1,8,38,9,8,53,78,0.2,0.307,0.307,0.614,72,0.282,77,115,1,6,3,2,0,*87/9H,0,Right,No,No,No,No,No,No,No,No,No
Ildemaro Vargas#,31,3B,0.7,86,286,262,32,66,13,2,4,31,1,1,19,20,0.252,0.304,0.363,0.666,85,0.297,84,95,10,1,3,1,0,546H7/19,0,Both,No,No,No,No,No,No,No,No,No
Riley Adams,27,C,1.0,44,158,143,8,39,13,2,4,21,0,0,11,45,0.273,0.331,0.476,0.807,121,0.345,118,68,5,2,1,1,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Corey Dickerson*,34,LF,-0.6,50,152,144,12,36,7,1,2,17,0,1,7,28,0.25,0.283,0.354,0.637,76,0.279,73,51,3,0,0,1,0,7/HD9,0,Left,No,No,No,No,No,No,No,No,No
Jake Alu*,26,UT,-0.1,51,175,159,14,36,2,1,2,16,5,1,10,42,0.226,0.282,0.289,0.571,60,0.275,66,46,2,3,1,2,0,74/5H,0,Left,No,No,No,No,No,No,No,No,No
Jacob Young,23,CF,0.6,33,121,107,9,27,7,1,0,12,13,0,10,22,0.252,0.322,0.336,0.658,84,0.316,79,36,2,1,3,0,0,8/DH,0,Right,No,No,No,No,No,No,No,No,No
Carter Kieboom,25,3B,-0.1,27,94,87,12,18,2,0,4,11,0,0,6,27,0.207,0.266,0.368,0.634,74,0.275,69,32,2,1,0,0,0,5/HD,0,Right,No,No,No,No,No,No,No,No,No
Víctor Robles,26,CF,-0.1,36,126,107,15,32,5,1,0,8,8,1,11,18,0.299,0.385,0.364,0.75,111,0.356,119,39,3,4,4,0,0,8,0,Right,No,No,No,No,No,No,No,No,No
Drew Millas#,25,C,0.2,11,33,28,1,8,2,0,1,6,0,0,4,5,0.286,0.375,0.464,0.839,132,0.367,135,13,2,0,1,0,0,2/H,0,Both,No,No,No,No,No,No,No,No,No
Michael Chavis,27,2B,0.5,48,96,91,16,22,3,0,2,5,1,0,5,33,0.242,0.281,0.341,0.622,72,0.274,66,31,3,0,0,0,0,4H/35D79,0,Right,No,No,No,No,No,No,No,No,No
Blake Rutherford*,26,LF,-0.2,16,36,35,4,6,0,0,0,2,0,0,1,10,0.171,0.194,0.171,0.366,4,0.191,9,6,1,0,0,0,0,7/H,0,Left,No,No,No,No,No,No,No,No,No
Derek Hill,27,CF,-0.3,13,50,47,3,8,1,0,0,1,1,0,3,11,0.17,0.22,0.191,0.411,17,0.209,18,9,0,0,0,0,0,8,0,Right,No,No,No,No,No,No,No,No,No
Travis Blankenhorn*,26,OF,-0.1,10,37,31,2,5,0,0,1,1,0,0,6,6,0.161,0.297,0.258,0.555,57,0.264,60,8,0,0,0,0,0,/79,0,Left,No,No,No,No,No,No,No,No,No
Jeter Downs,24,MI,0.1,6,9,5,4,2,0,0,0,1,2,0,4,1,0.4,0.667,0.4,1.067,209,0.563,237,2,0,0,0,0,0,/64H,0,Right,No,No,No,No,No,No,No,No,No
