Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Mike Napoli,34,1B,1.0,150,645,557,92,133,22,1,34,101,5,1,78,194,0.239,0.335,0.465,0.8,106,0.348,106,259,15,5,0,5,2,3D/H,0,Right,No,No,No,No,No,No,No
Carlos Santana#,30,DH,3.5,158,688,582,89,151,31,3,34,87,5,2,99,99,0.259,0.366,0.498,0.865,123,0.373,125,290,18,2,0,5,0,D3/H,0,Both,No,No,No,No,No,No,No
Jason Kipnis*,29,2B,3.8,156,688,610,91,168,41,4,23,82,15,3,60,146,0.275,0.343,0.469,0.811,109,0.356,111,286,21,6,5,7,0,*4/DH,0,Left,No,No,No,No,No,No,No
Francisco Lindor#,22,SS,5.1,158,684,604,99,182,30,3,15,78,19,5,57,88,0.301,0.358,0.435,0.794,106,0.355,110,263,18,5,3,15,3,*6/HD,"AS,MVP-9,GG",Both,No,No,No,No,No,No,No
José Ramírez#,23,3B,4.8,152,618,565,84,176,46,3,11,76,22,7,44,62,0.312,0.363,0.462,0.825,114,0.365,117,261,10,4,1,4,1,*57/46H,MVP-17,Both,No,No,No,No,No,No,No
Lonnie Chisenhall*,27,RF,1.5,126,418,385,43,110,25,5,8,57,6,0,23,70,0.286,0.328,0.439,0.767,98,0.336,96,169,4,3,3,4,2,*9H/385,0,Left,No,No,No,No,No,No,No
Rajai Davis,35,LF,0.9,134,495,454,74,113,23,2,12,48,43,6,33,106,0.249,0.306,0.388,0.693,80,0.326,80,176,9,5,1,2,0,*87H/9D,0,Right,No,No,No,No,No,No,No
Tyler Naquin*,25,CF,1.3,116,365,321,52,95,18,5,14,43,6,3,36,112,0.296,0.372,0.514,0.886,128,0.376,128,165,4,4,2,2,4,*8H/9D,ROY-3,Left,No,No,No,No,No,No,No
Yan Gomes,28,C,-0.8,74,264,251,22,42,11,1,9,34,0,0,9,69,0.167,0.201,0.327,0.527,34,0.234,24,82,7,2,0,2,0,2/HD,0,Right,No,No,No,No,No,No,No
Juan Uribe,37,3B,-0.4,73,259,238,19,49,9,0,7,25,0,0,15,49,0.206,0.259,0.332,0.591,53,0.273,52,79,6,3,0,3,1,5/HD,0,Right,No,No,No,No,No,No,No
Abraham Almonte#,27,OF,0.6,67,194,182,24,48,20,1,1,22,8,0,8,42,0.264,0.294,0.401,0.695,79,0.317,77,73,5,1,0,3,1,97H/8,0,Both,No,No,No,No,No,No,No
Marlon Byrd,38,OF,0.2,34,129,115,11,31,6,0,5,19,0,0,11,38,0.27,0.326,0.452,0.778,100,0.328,93,52,1,0,0,3,1,97/HD,0,Right,No,No,No,No,No,No,No
Roberto Pérez,27,C,0.6,61,184,153,14,28,6,1,3,17,0,0,23,44,0.183,0.285,0.294,0.579,52,0.271,49,45,4,0,5,3,0,2,0,Right,No,No,No,No,No,No,No
Brandon Guyer,30,LF,1.2,38,96,81,12,27,5,0,2,14,1,1,7,13,0.333,0.438,0.469,0.907,138,0.409,153,38,3,8,0,0,0,7H/9,0,Right,No,No,No,No,No,No,No
Chris Gimenez,33,C,-0.6,67,155,139,17,30,4,0,4,11,0,0,10,41,0.216,0.272,0.331,0.602,57,0.277,54,46,8,1,4,1,0,2/351DH,0,Right,No,No,No,No,No,No,No
Coco Crisp#,36,LF,0.1,20,64,53,9,11,3,0,2,8,3,0,9,13,0.208,0.323,0.377,0.7,83,0.351,101,20,1,0,2,0,0,7/HD,0,Both,No,No,No,No,No,No,No
Michael Brantley*,29,LF,-0.1,11,43,39,5,9,2,0,0,7,1,0,3,6,0.231,0.279,0.282,0.561,48,0.267,42,11,1,0,0,1,1,7/H,0,Left,No,No,No,No,No,No,No
Michael Martínez#,33,UT,0.0,59,99,95,15,23,4,0,1,4,0,2,3,21,0.242,0.265,0.316,0.581,51,0.243,37,30,1,0,1,0,0,4H8/796D5,0,Both,No,No,No,No,No,No,No
Erik González,24,UT,0.0,21,17,16,2,5,0,0,0,0,0,1,1,8,0.313,0.353,0.313,0.665,77,0.263,66,5,0,0,0,0,0,/6H459,0,Right,No,No,No,No,No,No,No
Collin Cowgill,30,RF,-0.2,9,14,12,0,1,0,0,0,0,0,0,2,7,0.083,0.214,0.083,0.298,-17,0.156,-34,1,1,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No
Jesús Aguilar,26,DH,-0.2,9,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,/3HD,0,Right,No,No,No,No,No,No,No
Adam Moore,32,C,-0.1,9,5,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
Corey Kluber,30,P,0.1,3,6,4,1,1,1,0,0,0,0,0,0,3,0.25,0.25,0.5,0.75,89,0.308,67,2,0,0,2,0,0,1,"AS,CYA-3,MVP-19",Right,No,No,No,No,No,No,No
Trevor Bauer,25,P,-0.1,3,6,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-195,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Josh Tomlin,31,P,0.1,2,6,5,1,2,1,0,0,0,0,0,0,2,0.4,0.4,0.6,1.0,156,0.425,176,3,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Danny Salazar,26,P,-0.1,3,5,5,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No
Mike Clevinger,25,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-148,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Tommy Hunter,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Adam Plutko,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Bryan Shaw#,28,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No
Dan Otero,31,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Andrew Miller*,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,"AS,CYA-9",Left,No,No,No,No,No,No,No
Zach McAllister,28,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
