Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Marwin González#,28,UT,4.1,134,515,455,67,138,34,0,23,90,8,3,49,99,0.303,0.377,0.53,0.907,146,0.387,147,241,8,6,3,2,4,76345H/9,MVP-19,Both,No,No,No,No,No,No,No,No,No
George Springer,27,CF,5.1,140,629,548,112,155,29,0,34,85,5,7,64,111,0.283,0.367,0.522,0.889,141,0.381,146,286,11,11,0,4,1,*89/DH,"AS,MVP-13,SS",Right,No,No,No,No,No,No,No,No,No
Carlos Correa,22,SS,6.7,109,481,422,82,133,25,1,24,84,2,1,53,92,0.315,0.391,0.55,0.941,155,0.409,164,232,12,2,0,4,5,6/D,"AS,MVP-17",Right,No,No,No,No,No,No,No,No,No
Josh Reddick*,30,RF,4.6,134,540,477,77,150,34,4,13,82,7,3,43,72,0.314,0.363,0.484,0.847,130,0.368,134,231,9,0,1,12,1,*978/HD3,0,Left,No,No,No,No,No,No,No,No,No
Jose Altuve,27,2B,8.1,153,662,590,112,204,39,4,24,81,32,6,58,84,0.346,0.41,0.547,0.957,160,0.415,163,323,19,9,1,4,3,*4/DH,"AS,MVP-1,SS",Right,No,Yes,No,No,No,No,No,No,No
Yuli Gurriel,33,1B,2.7,139,564,529,69,158,43,1,18,75,3,2,22,62,0.299,0.332,0.486,0.817,121,0.355,125,257,12,7,0,6,1,*3/5DH4,ROY-4,Right,No,No,No,No,No,No,No,No,No
Alex Bregman,23,3B,4.3,155,626,556,88,158,39,5,19,71,17,5,55,97,0.284,0.352,0.475,0.827,125,0.359,126,264,15,7,1,7,2,*56/4HD,0,Right,No,No,No,No,No,No,No,No,No
Brian McCann*,33,C,0.8,97,399,349,47,84,12,1,18,62,1,0,38,58,0.241,0.323,0.436,0.759,106,0.332,107,152,9,7,0,5,3,2/DH,0,Left,No,No,No,No,No,No,No,No,No
Evan Gattis,30,C,1.0,84,325,300,41,79,22,0,12,55,0,1,18,50,0.263,0.311,0.457,0.767,107,0.326,104,137,10,4,0,3,0,2D/H3,0,Right,No,No,No,No,No,No,No,No,No
Carlos Beltrán#,40,DH,-0.8,129,509,467,60,108,29,0,14,51,0,0,33,102,0.231,0.283,0.383,0.666,81,0.293,80,179,9,3,0,6,3,D7H/9,0,Both,No,No,No,No,No,No,No,No,No
Jake Marisnick,26,CF,2.0,106,259,230,50,56,10,0,16,35,9,4,20,90,0.243,0.319,0.496,0.815,119,0.344,117,114,5,6,2,1,1,8H/79D,0,Right,No,No,No,No,No,No,No,No,No
Nori Aoki*,35,LF,0.7,70,224,202,28,55,12,1,2,19,5,2,15,29,0.272,0.323,0.371,0.694,91,0.306,88,75,11,2,1,4,1,79/H1D,0,Left,No,No,No,No,No,No,No,No,No
Derek Fisher*,23,LF,0.5,53,166,146,21,31,4,1,5,17,3,3,17,54,0.212,0.307,0.356,0.663,82,0.296,85,52,1,3,0,0,1,79H/8D,0,Left,No,No,No,No,No,No,No,No,No
Cameron Maybin,30,OF,0.0,21,63,59,6,11,1,1,4,13,4,3,3,16,0.186,0.226,0.441,0.666,77,0.295,88,26,1,0,1,0,0,8/79HD,0,Right,No,No,No,No,No,No,No,No,No
Tyler White,26,1B,0.0,22,67,61,7,17,6,0,3,10,0,1,4,16,0.279,0.328,0.525,0.853,129,0.362,135,32,0,1,0,1,0,3/4H71,0,Right,No,No,No,No,No,No,No,No,No
J.D. Davis,24,3B,0.3,24,68,62,8,14,4,0,4,7,1,1,4,20,0.226,0.279,0.484,0.763,104,0.322,103,30,3,1,0,1,0,5/H13,0,Right,No,No,No,No,No,No,No,No,No
Juan Centeno*,27,C,-0.2,22,57,52,5,12,0,0,2,4,0,0,4,12,0.231,0.286,0.346,0.632,73,0.271,63,18,2,0,1,0,1,2/H,0,Left,No,No,No,No,No,No,No,No,No
Tony Kemp*,25,OF,0.0,17,39,37,6,8,1,0,0,4,1,0,1,5,0.216,0.256,0.243,0.5,39,0.234,33,9,0,1,0,0,0,7/H8D,0,Left,No,No,No,No,No,No,No,No,No
Max Stassi,26,UT,0.1,14,31,24,5,4,1,0,2,4,0,0,6,4,0.167,0.323,0.458,0.781,112,0.33,106,11,2,0,0,1,0,2/HD3,0,Right,No,No,No,No,No,No,No,No,No
Colin Moran*,24,IF,0.1,7,12,11,3,4,0,1,1,3,0,0,1,1,0.364,0.417,0.818,1.235,227,0.491,222,9,0,0,0,0,0,/35H6,0,Left,No,No,No,No,No,No,No,No,No
Brad Peacock,29,P,0.1,4,8,7,1,2,1,0,0,2,0,0,1,3,0.286,0.375,0.429,0.804,121,0.352,122,3,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
AJ Reed*,24,DH,-0.2,2,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,/3D,0,Left,No,No,No,No,No,No,No,No,No
Teoscar Hernández,24,RF,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/9,0,Right,No,No,No,No,No,No,No,No,No
Joe Musgrove,24,P,-0.1,4,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Lance McCullers Jr.*,23,P,0.1,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.298,83,0,0,0,0,0,0,1,AS,Left,No,No,No,No,No,No,No,No,No
Charlie Morton,33,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Dallas Keuchel*,29,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,1,AS,Left,No,No,No,No,No,No,No,No,No
Collin McHugh,30,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Michael Feliz,24,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Mike Fiers,32,P,0.0,2,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
James Hoyt,30,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Chris Devenski,26,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No,No,No
Tony Sipp*,33,P,0.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Francis Martes,21,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ken Giles,26,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Francisco Liriano*,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
