Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Brian Anderson,27,3B,1.8,59,229,200,27,51,7,1,11,38,0,0,22,66,0.255,0.345,0.465,0.81,116,0.357,119,93,2,6,0,1,1,*5/34DH,0,Right,No,No,No,No,No,No,No
Jesús Aguilar,30,1B,0.6,51,216,188,31,52,10,0,8,34,0,1,23,40,0.277,0.352,0.457,0.809,117,0.35,116,86,5,1,0,4,0,3D/5H,0,Right,No,No,No,No,No,No,No
Miguel Rojas,31,SS,1.5,40,143,125,20,38,10,1,4,20,5,1,16,18,0.304,0.392,0.496,0.888,138,0.383,134,62,1,2,0,0,2,6/35H,0,Right,No,No,No,No,No,No,No
Garrett Cooper,29,DH,0.5,34,133,120,20,34,8,0,6,20,0,0,11,31,0.283,0.353,0.5,0.853,127,0.373,130,60,5,2,0,0,0,D3/H,0,Right,No,No,No,No,No,No,No
Corey Dickerson*,31,LF,0.2,52,210,194,25,50,5,1,7,17,1,1,15,35,0.258,0.311,0.402,0.713,91,0.321,95,78,5,0,0,0,1,*7/D9H,0,Left,No,No,No,No,No,No,No
Jorge Alfaro,27,C,-0.4,31,100,93,12,21,2,0,3,16,2,0,4,36,0.226,0.28,0.344,0.624,68,0.276,59,32,2,3,0,0,1,2/9DH,0,Right,No,No,No,No,No,No,No
Jon Berti,30,2B,0.9,39,149,120,21,31,5,0,2,14,9,2,23,37,0.258,0.388,0.35,0.738,102,0.356,114,42,1,3,2,1,0,4/895H6,0,Right,No,No,No,No,No,No,No
Matt Joyce*,35,RF,-0.4,46,148,127,16,32,4,0,2,14,1,0,20,41,0.252,0.351,0.331,0.682,87,0.331,100,42,3,0,0,1,0,97D/H,0,Left,No,No,No,No,No,No,No
Starling Marte,31,CF,0.5,28,112,106,13,26,6,0,4,13,5,0,2,22,0.245,0.286,0.415,0.701,86,0.335,97,44,2,4,0,0,0,8/H,0,Right,No,No,No,No,No,No,No
Lewis Brinson,26,RF,0.1,47,112,106,14,24,6,0,3,12,4,0,6,30,0.226,0.268,0.368,0.636,70,0.28,60,39,2,0,0,0,0,*97H/8,0,Right,No,No,No,No,No,No,No
Jonathan Villar#,29,MI,0.0,30,128,116,10,30,4,0,2,9,9,5,10,32,0.259,0.315,0.345,0.66,79,0.306,86,40,2,0,1,1,1,64/D8H,0,Both,No,No,No,No,No,No,No
Francisco Cervelli,34,C,0.8,16,62,53,10,13,2,0,3,7,1,0,8,14,0.245,0.355,0.453,0.808,117,0.401,147,24,3,1,0,0,0,2,0,Right,No,No,No,No,No,No,No
Magneuris Sierra*,24,OF,0.4,19,53,44,8,11,3,1,0,7,4,1,5,9,0.25,0.333,0.364,0.697,89,0.331,95,16,0,1,2,1,0,8/79HD,0,Left,No,No,No,No,No,No,No
Jazz Chisholm Jr.*,22,MI,-0.1,21,62,56,8,9,1,1,2,6,2,2,5,19,0.161,0.242,0.321,0.563,51,0.255,55,18,0,1,0,0,0,4/6H,0,Left,No,No,No,No,No,No,No
Chad Wallach,28,C,0.2,15,48,44,4,10,3,0,1,6,0,0,3,12,0.227,0.277,0.364,0.64,71,0.296,76,16,1,0,1,0,0,2/H,0,Right,No,No,No,No,No,No,No
Monte Harrison,24,OF,-0.2,32,51,47,8,8,1,0,1,3,6,0,4,26,0.17,0.235,0.255,0.491,33,0.246,23,12,0,0,0,0,0,89H,0,Right,No,No,No,No,No,No,No
Lewin Díaz*,23,1B,-0.3,14,41,39,2,6,2,0,0,3,0,0,2,12,0.154,0.195,0.205,0.4,9,0.182,-2,8,2,0,0,0,0,3/HD,0,Left,No,No,No,No,No,No,No
Eddy Alvarez*,30,IF,-0.2,12,41,37,6,7,1,0,0,2,2,0,3,16,0.189,0.268,0.216,0.485,34,0.258,42,8,0,1,0,0,0,/45H6,0,Left,No,No,No,No,No,No,No
Logan Forsythe,33,IF,-0.3,12,38,34,2,4,1,0,1,2,0,0,4,12,0.118,0.211,0.235,0.446,21,0.203,12,8,0,0,0,0,0,/43D1,0,Right,No,No,No,No,No,No,No
Jesús Sánchez*,22,RF,-0.5,10,29,25,1,1,1,0,0,2,0,0,4,11,0.04,0.172,0.08,0.252,-28,0.14,-32,2,1,0,0,0,0,9/H,0,Left,No,No,No,No,No,No,No
Isan Díaz*,24,2B,-0.3,7,22,22,3,4,0,0,0,1,0,0,0,7,0.182,0.182,0.182,0.364,-1,0.164,-15,4,0,0,0,0,0,/4,0,Left,No,No,No,No,No,No,No
Harold Ramírez,25,OF,-0.1,3,11,10,2,2,0,0,0,1,0,1,1,2,0.2,0.273,0.2,0.473,31,0.181,29,2,0,0,0,0,0,/97,0,Right,No,No,No,No,No,No,No
Sean Rodríguez,35,UT,-0.3,4,13,13,0,2,0,0,0,0,0,0,0,6,0.154,0.154,0.154,0.308,-16,0.124,-42,2,0,0,0,0,0,/47,0,Right,No,No,No,No,No,No,No
Ryan Lavarnway,32,C,0.0,5,11,11,0,4,0,0,0,0,0,0,0,2,0.364,0.364,0.364,0.727,98,0.327,99,4,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
Brian Navarreto,25,C,0.0,2,5,5,0,2,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,118,0.36,121,2,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
