Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
José Abreu,30,1B,4.8,156,675,621,95,189,43,6,33,102,3,0,35,119,0.304,0.354,0.552,0.906,141,0.387,143,343,21,15,0,4,6,*3D,MVP-14,Right,No,No,No,No,No,No,No,No,No
Avisaíl García,26,RF,4.5,136,561,518,75,171,27,5,18,80,5,3,33,111,0.33,0.38,0.506,0.885,138,0.384,142,262,14,9,0,1,5,*9/DH,AS,Right,No,No,No,No,No,No,No,No,No
Matt Davidson,26,DH,-0.9,118,443,414,43,91,16,1,26,68,0,1,19,165,0.22,0.26,0.452,0.711,88,0.298,81,187,12,5,0,5,0,D53H,0,Right,No,No,No,No,No,No,No,No,No
Yolmer Sánchez#,25,2B,3.5,141,534,484,63,129,19,8,12,59,8,9,35,111,0.267,0.319,0.413,0.732,97,0.323,101,200,10,4,7,4,2,45H/D69,0,Both,No,No,No,No,No,No,No,No,No
Tim Anderson,24,SS,-0.3,146,606,587,72,151,26,4,17,56,15,1,13,162,0.257,0.276,0.402,0.679,81,0.305,82,236,13,3,2,1,0,*6/H,0,Right,No,No,No,No,No,No,No,No,No
Melky Cabrera#,32,LF,1.0,98,428,397,54,117,17,0,13,56,0,0,25,52,0.295,0.336,0.436,0.771,107,0.34,110,173,7,1,2,3,1,7/DH,0,Both,No,No,No,No,No,No,No,No,No
Todd Frazier,31,3B,1.8,81,335,280,41,58,15,0,16,44,4,3,48,71,0.207,0.328,0.432,0.761,104,0.336,108,121,4,4,0,3,1,5D/3H,0,Right,No,No,No,No,No,No,No,No,No
Leury García#,26,OF,1.1,87,326,300,41,81,15,2,9,33,8,5,13,69,0.27,0.316,0.423,0.739,98,0.316,94,127,4,8,3,2,0,87/H946,0,Both,No,No,No,No,No,No,No,No,No
Kevan Smith,29,C,-0.2,87,294,276,23,78,17,0,4,30,0,0,9,46,0.283,0.309,0.388,0.697,88,0.306,85,107,9,3,2,3,0,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Nicky Delmonico*,24,LF,1.4,43,166,141,25,37,4,0,9,23,2,0,23,31,0.262,0.373,0.482,0.856,130,0.391,144,68,5,2,0,0,0,7D/3H,0,Left,No,No,No,No,No,No,No,No,No
Yoán Moncada#,22,2B,1.6,54,231,199,31,46,8,2,8,22,3,2,29,74,0.231,0.338,0.412,0.75,103,0.325,100,82,0,3,0,0,0,4,0,Both,No,No,No,No,No,No,No,No,No
Adam Engel,25,CF,-0.7,97,336,301,34,50,11,3,6,21,8,1,19,117,0.166,0.235,0.282,0.517,40,0.251,42,85,1,8,8,0,0,8/H7,0,Right,No,No,No,No,No,No,No,No,No
Omar Narváez*,25,C,1.1,90,295,253,23,70,10,0,2,14,0,0,38,45,0.277,0.373,0.34,0.713,97,0.326,100,86,8,1,3,0,1,2/H3D,0,Left,No,No,No,No,No,No,No,No,No
Willy García,24,OF,-0.3,44,119,105,15,25,5,3,2,12,0,0,11,31,0.238,0.305,0.4,0.705,90,0.308,87,42,2,0,1,2,0,978/HD,0,Right,No,No,No,No,No,No,No,No,No
Tyler Saladino,27,IF,-0.5,79,281,253,23,45,9,2,0,10,5,4,23,67,0.178,0.254,0.229,0.484,33,0.233,35,58,5,3,2,0,0,45D6/H3,0,Right,No,No,No,No,No,No,No,No,No
Alen Hanson#,24,UT,-0.2,69,175,160,28,37,9,1,4,10,9,2,10,43,0.231,0.276,0.375,0.651,74,0.292,71,60,5,1,1,3,0,H948/7D5,0,Both,No,No,No,No,No,No,No,No,No
Geovany Soto,34,C,0.0,13,48,42,5,8,0,0,3,9,0,0,4,10,0.19,0.271,0.405,0.676,80,0.289,73,17,2,1,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Rymer Liriano,26,OF,0.1,21,46,41,4,9,2,0,1,6,1,0,5,14,0.22,0.304,0.341,0.646,75,0.289,70,14,0,0,0,0,0,7/9DH,0,Right,No,No,No,No,No,No,No,No,No
Rob Brantly*,27,C,0.3,13,36,31,4,9,1,0,2,5,0,0,3,14,0.29,0.389,0.516,0.905,143,0.39,146,16,0,2,0,0,0,/2DH1,0,Left,No,No,No,No,No,No,No,No,No
Cody Asche*,27,DH,-0.9,19,62,57,5,6,1,0,1,4,0,0,3,21,0.105,0.177,0.175,0.353,-3,0.156,-24,10,1,2,0,0,1,D/H357,0,Left,No,No,No,No,No,No,No,No,No
Jacob May#,25,OF,-0.6,15,42,36,2,2,0,0,0,3,0,0,3,17,0.056,0.15,0.056,0.206,-40,0.137,-42,2,1,1,2,0,0,8/79H,0,Both,No,No,No,No,No,No,No,No,No
Carlos Rodón*,24,P,0.1,3,7,6,0,2,1,0,0,2,0,0,0,2,0.333,0.333,0.5,0.833,122,0.353,122,3,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Jose Quintana,28,P,-0.1,2,4,3,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,1,0,1,0,Right,No,No,No,No,No,No,No,No,No
Miguel González,33,P,-0.1,3,7,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-172,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Derek Holland#,30,P,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,448,0.892,508,1,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,No,No
Dylan Covey,25,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Michael Ynoa,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Anthony Swarzak,31,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
David Robertson,32,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Jake Petricka,29,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Mike Pelfrey,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Juan Minaya,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Tommy Kahnle,27,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Dan Jennings*,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Gregory Infante,29,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
David Holmberg,25,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Tyler Clippard,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Aaron Bummer*,23,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
