Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Albert Pujols,36,DH,1.5,152,650,593,71,159,19,0,31,119,4,0,49,75,0.268,0.323,0.457,0.78,113,0.339,113,271,24,2,0,6,6,*D3/H,0,Right,No,No,No,No,No,No,No,No,No
Mike Trout,24,CF,10.5,159,681,549,123,173,32,5,29,100,30,7,116,137,0.315,0.441,0.55,0.991,173,0.435,182,302,5,11,0,5,12,*8D/H,"AS,MVP-1,SS",Right,No,Yes,No,No,No,No,No,No,No
Kole Calhoun*,28,RF,3.2,157,672,594,91,161,35,5,18,75,2,3,67,118,0.271,0.348,0.438,0.786,116,0.338,114,260,10,6,0,5,0,*9/DH,0,Left,No,No,No,No,No,No,No,No,No
C.J. Cron,26,1B,1.9,116,445,407,51,113,25,2,16,69,2,3,24,75,0.278,0.325,0.467,0.792,116,0.344,119,190,9,7,0,5,1,3D/H,0,Right,No,No,No,No,No,No,No,No,No
Andrelton Simmons,26,SS,4.4,124,483,448,48,126,22,2,4,44,10,1,28,38,0.281,0.324,0.366,0.69,91,0.318,96,164,16,2,1,4,0,*6,0,Right,No,No,No,No,No,No,No,No,No
Jefry Marté,25,UT,0.9,88,284,258,38,65,14,0,15,44,2,2,18,59,0.252,0.31,0.481,0.79,114,0.342,118,124,8,5,0,3,0,375H/D,0,Right,No,No,No,No,No,No,No,No,No
Yunel Escobar,33,3B,1.2,132,567,517,68,157,28,1,5,39,0,3,40,67,0.304,0.355,0.391,0.745,107,0.33,110,202,21,3,3,4,0,*5/H,0,Right,No,No,No,No,No,No,No,No,No
Johnny Giavotella,28,2B,0.2,99,367,346,44,90,20,1,6,31,4,3,13,39,0.26,0.287,0.376,0.662,82,0.298,84,130,11,1,4,3,0,4/H,0,Right,No,No,No,No,No,No,No,No,No
Carlos Pérez,25,C,0.7,87,291,268,25,56,16,0,5,31,1,0,12,49,0.209,0.244,0.325,0.568,56,0.252,48,87,6,1,8,2,0,2/H3D,0,Right,No,No,No,No,No,No,No,No,No
Jett Bandy,26,C,1.0,70,231,209,23,49,9,0,8,25,1,0,11,38,0.234,0.281,0.392,0.673,84,0.303,86,82,5,4,3,4,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Gregorio Petit,31,MI,-0.3,89,223,204,21,50,13,1,2,17,1,1,15,51,0.245,0.299,0.348,0.647,79,0.28,71,71,7,1,2,1,1,46H5/7D9,0,Right,No,No,No,No,No,No,No,No,No
Rafael Ortega*,25,LF,-0.4,66,202,185,24,43,8,0,1,16,8,3,13,23,0.232,0.283,0.292,0.575,60,0.271,62,54,5,0,3,0,0,7H8/9D,0,Left,No,No,No,No,No,No,No,No,No
Daniel Nava#,33,LF,-0.8,45,136,119,10,28,5,0,1,13,0,0,9,26,0.235,0.309,0.303,0.611,71,0.283,73,36,2,5,0,3,0,7H/9D,0,Both,No,No,No,No,No,No,No,No,No
Jiman Choi*,25,UT,-0.6,54,129,112,9,19,4,0,5,12,2,4,16,27,0.17,0.271,0.339,0.611,68,0.26,65,38,2,0,0,1,1,37H/D,0,Left,No,No,No,No,No,No,No,No,No
Cliff Pennington#,32,2B,0.5,74,188,172,18,36,4,2,3,10,1,0,13,55,0.209,0.265,0.308,0.573,58,0.264,57,53,4,0,3,0,0,46H/35D,0,Both,No,No,No,No,No,No,No,No,No
Shane Robinson,31,OF,0.2,65,111,98,16,17,3,0,1,10,3,2,10,17,0.173,0.257,0.235,0.492,38,0.24,42,23,3,1,2,0,0,78H/9D,0,Right,No,No,No,No,No,No,No,No,No
Geovany Soto,33,C,0.4,26,86,78,11,21,5,0,4,9,0,0,6,21,0.269,0.321,0.487,0.809,120,0.345,119,38,1,0,2,0,0,2/35H,0,Right,No,No,No,No,No,No,No,No,No
Nick Buss*,29,LF,-0.2,36,90,81,7,16,7,1,1,8,2,1,6,24,0.198,0.247,0.346,0.593,62,0.25,49,28,4,0,1,2,0,7/H98D,0,Left,No,No,No,No,No,No,No,No,No
Kaleb Cowart#,24,IF,-0.4,31,87,85,8,15,4,0,1,8,0,0,0,23,0.176,0.184,0.259,0.443,21,0.2,12,22,1,1,0,1,0,54/H3,0,Both,No,No,No,No,No,No,No,No,No
Juan Graterol,27,C,0.2,9,15,14,2,4,2,0,0,3,0,0,0,3,0.286,0.286,0.429,0.714,94,0.304,87,6,0,0,1,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Craig Gentry,32,LF,-0.4,14,39,34,2,5,1,0,0,2,0,0,3,6,0.147,0.237,0.176,0.413,18,0.195,6,6,2,1,1,0,0,7/H8D,0,Right,No,No,No,No,No,No,No,No,No
Todd Cunningham#,27,LF,-0.1,20,29,27,5,4,3,0,0,1,0,1,1,6,0.148,0.179,0.259,0.438,19,0.171,1,7,1,0,1,0,0,7/H89D,0,Both,No,No,No,No,No,No,No,No,No
Brendan Ryan,34,SS,-0.2,17,14,13,1,1,0,0,0,0,0,0,0,7,0.077,0.077,0.077,0.154,-57,0.069,-97,1,0,0,1,0,0,6/7H,0,Right,No,No,No,No,No,No,No,No,No
Jered Weaver,33,P,-0.1,4,9,9,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Héctor Santiago,28,P,0.0,2,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,86,0.297,83,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ricky Nolasco,33,P,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,59,0.346,117,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Nick Tropeano,25,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Jhoulys Chacín,28,P,0.1,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,179,0.446,191,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Matt Shoemaker,29,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
José Álvarez*,27,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
A.J. Achter,27,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Huston Street,32,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Cam Bedrosian,24,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Joe Smith,32,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Fernando Salas,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Deolis Guerra,27,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
