Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Spencer Torkelson,23,1B,0.8,159,684,606,88,141,34,1,31,94,3,0,67,171,0.233,0.313,0.446,0.758,107,0.332,106,270,15,6,0,5,1,*3/D,0,Right,No,No,No,No,No,No,No
Kerry Carpenter*,25,RF,1.9,118,459,418,57,116,17,2,20,64,6,0,32,115,0.278,0.34,0.471,0.811,122,0.351,118,197,5,8,0,1,3,9D7/H,0,Left,No,No,No,No,No,No,No
Javier Báez,30,SS,0.6,136,547,510,58,113,18,4,9,59,12,0,24,125,0.222,0.267,0.325,0.593,63,0.275,63,166,12,9,0,3,0,*6/DH,0,Right,No,No,No,No,No,No,No
Jake Rogers,28,C,0.7,107,365,331,47,73,11,0,21,49,1,1,28,118,0.221,0.286,0.444,0.73,98,0.31,92,147,6,3,1,2,0,2/HD7,0,Right,No,No,No,No,No,No,No
Matt Vierling,26,UT,1.5,134,530,479,63,125,21,5,10,44,6,6,44,112,0.261,0.329,0.388,0.717,98,0.316,98,186,8,5,1,1,1,*9758H/4,0,Right,No,No,No,No,No,No,No
Andy Ibáñez,30,2B,2.0,114,383,356,42,94,23,2,11,41,1,0,24,69,0.264,0.312,0.433,0.744,103,0.32,98,154,7,1,1,1,0,4H57/93D,0,Right,No,No,No,No,No,No,No
Riley Greene*,22,CF,1.9,99,416,378,51,109,19,4,11,37,7,0,35,114,0.288,0.349,0.447,0.796,119,0.351,118,169,7,1,0,2,0,8/D79H,0,Left,No,No,No,No,No,No,No
Zach McKinstry*,28,UT,1.1,148,518,464,60,107,21,4,9,35,16,6,44,113,0.231,0.302,0.351,0.654,81,0.296,81,163,3,5,2,3,0,549H67/8D1,0,Left,No,No,No,No,No,No,No
Akil Baddoo*,24,LF,0.6,112,357,312,40,68,13,1,11,34,14,3,42,89,0.218,0.31,0.372,0.682,88,0.302,82,116,4,0,2,1,2,7H/89D,0,Left,No,No,No,No,No,No,No
Miguel Cabrera,40,DH,-0.4,98,370,334,21,86,20,0,4,34,0,0,31,74,0.257,0.322,0.353,0.675,87,0.308,90,118,11,2,0,3,0,D/H3,0,Right,No,No,No,No,No,No,No
Zack Short,28,IF,0.5,110,253,221,17,45,9,0,7,33,5,0,28,66,0.204,0.292,0.339,0.631,75,0.284,70,75,3,0,3,1,0,465H/189D,0,Right,No,No,No,No,No,No,No
Nick Maton*,26,3B,-1.5,93,293,249,29,43,9,0,8,32,1,2,38,73,0.173,0.288,0.305,0.593,65,0.267,63,76,4,3,1,2,1,54HD/6,0,Left,No,No,No,No,No,No,No
Eric Haase,30,UT,-0.9,86,282,264,22,53,8,1,4,26,3,1,16,78,0.201,0.246,0.284,0.53,46,0.242,42,75,10,0,1,1,1,27H/D9,0,Right,No,No,No,No,No,No,No
Parker Meadows*,23,CF,0.9,37,145,125,19,29,4,2,3,13,8,1,17,37,0.232,0.331,0.368,0.699,94,0.329,99,46,0,2,0,1,1,8/DH,0,Left,No,No,No,No,No,No,No
Tyler Nevin,26,UT,-0.6,41,111,95,11,19,3,1,2,10,0,1,12,25,0.2,0.306,0.316,0.622,73,0.283,75,30,1,3,0,1,0,5HD/379,0,Right,No,No,No,No,No,No,No
Jake Marisnick,32,CF,0.4,33,75,69,9,16,3,2,2,10,2,2,3,20,0.232,0.27,0.42,0.691,87,0.285,79,29,4,1,1,1,0,8/HD,0,Right,No,No,No,No,No,No,No
Jonathan Schoop,31,IF,-0.4,55,151,136,15,29,8,0,0,7,0,0,13,37,0.213,0.278,0.272,0.55,54,0.245,45,37,6,0,0,2,0,45H/16D,0,Right,No,No,No,No,No,No,No
Carson Kelly,28,C,0.1,18,59,52,7,9,2,0,1,7,0,0,7,17,0.173,0.271,0.269,0.54,51,0.248,47,14,0,0,0,0,0,2/DH1,0,Right,No,No,No,No,No,No,No
Andre Lipcius,25,3B,-0.3,13,38,35,3,10,1,0,1,4,0,0,3,8,0.286,0.342,0.4,0.742,105,0.327,104,14,1,0,0,0,0,5/HD,0,Right,No,No,No,No,No,No,No
Austin Meadows*,28,LF,-0.2,6,21,21,0,5,1,0,0,2,0,0,0,3,0.238,0.238,0.286,0.524,44,0.229,34,6,0,0,0,0,0,/79H,0,Left,No,No,No,No,No,No,No
Ryan Kreidler,25,IF,-0.4,11,18,18,2,2,0,0,0,0,0,0,0,7,0.111,0.111,0.111,0.222,-38,0.094,-62,2,0,0,0,0,0,/456DH,0,Right,No,No,No,No,No,No,No
Isan Díaz*,27,2B,-0.1,2,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,/4H,0,Left,No,No,No,No,No,No,No
Nick Solak,28,DH,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/DH,0,Right,No,No,No,No,No,No,No
Alex Lange,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Will Vest,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
